state	cp1.kappa	cp2.kappa	cp3.kappa	ig.kappa	cp1.alpha	cp2.alpha	cp3.alpha	ig.alpha	cp1.mu	cp2.mu	cp3.mu	ig.mu	cp1.frequencies1	cp1.frequencies2	cp1.frequencies3	cp1.frequencies4	cp2.frequencies1	cp2.frequencies2	cp2.frequencies3	cp2.frequencies4	cp3.frequencies1	cp3.frequencies2	cp3.frequencies3	cp3.frequencies4	ig.frequencies1	ig.frequencies2	ig.frequencies3	ig.frequencies4	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	skygrid.precision	rootHeight	treeLength
19000000	8.771	11.004	12.525	8.828	5.6042E-2	7.5982E-2	0.6057	0.4008	0.4980	0.4914	1.4496	1.6066	0.2945	0.2435	0.2746	0.1874	0.3128	0.2462	0.1731	0.2680	0.2877	0.2206	0.1997	0.2919	0.3404	0.1974	0.1644	0.2979	1.1801E-3	8.6485E-4	1.109E-3	0.7241	1.0393E-2	3.668	2.094	133.270
20000000	8.477	14.551	12.559	8.487	8.3186E-2	0.1021	0.6115	0.2933	0.5196	0.4886	1.4483	1.5877	0.3029	0.2366	0.2720	0.1886	0.3171	0.2408	0.1788	0.2633	0.2761	0.2230	0.1978	0.3031	0.3504	0.1889	0.1666	0.2941	1.2585E-3	1.0288E-3	1.1655E-3	0.7963	1.3259E-2	1.499	2.031	128.679
21000000	7.394	13.869	13.064	9.115	0.2752	7.9333E-2	0.6596	0.3318	0.5006	0.4802	1.4447	1.6213	0.3025	0.2270	0.2834	0.1870	0.3034	0.2410	0.1710	0.2846	0.2854	0.2163	0.1972	0.3011	0.3547	0.1915	0.1588	0.2950	1.27E-3	9.1654E-4	1.1952E-3	0.7396	3.2351E-2	2.581	1.987	127.529
22000000	9.811	11.616	13.995	9.485	0.1889	3.3318E-2	0.7094	0.2843	0.5637	0.5112	1.3971	1.5709	0.3021	0.2382	0.2676	0.1921	0.3183	0.2428	0.1570	0.2819	0.2955	0.2193	0.1919	0.2934	0.3401	0.1956	0.1659	0.2983	1.1945E-3	8.3093E-4	1.1579E-3	0.7275	2.4278E-2	3.904	1.886	130.937
23000000	8.065	11.669	14.682	9.262	0.1065	7.286E-2	0.5277	0.4299	0.5297	0.4870	1.4699	1.5552	0.2952	0.2365	0.2781	0.1902	0.3134	0.2382	0.1758	0.2726	0.2967	0.2067	0.1953	0.3012	0.3475	0.1953	0.1602	0.2970	1.275E-3	9.5545E-4	1.2003E-3	0.7613	-1.8464E-2	2.966	1.922	128.785
24000000	8.373	15.646	13.146	9.337	0.1691	6.2407E-2	0.5717	0.4072	0.5128	0.4875	1.3889	1.6605	0.3129	0.2201	0.2774	0.1896	0.3284	0.2355	0.1742	0.2618	0.2861	0.2078	0.1904	0.3157	0.3508	0.1997	0.1558	0.2938	1.2078E-3	8.4793E-4	1.1455E-3	0.6872	-1.4245E-3	2.740	1.973	134.437
25000000	10.256	11.131	13.641	8.395	0.3281	6.4983E-2	0.5172	0.3540	0.5503	0.5254	1.3802	1.5883	0.3056	0.2260	0.2799	0.1885	0.3134	0.2319	0.1708	0.2839	0.2905	0.2129	0.1972	0.2994	0.3466	0.1906	0.1662	0.2965	1.328E-3	1.0258E-3	1.2102E-3	0.7876	5.1848E-3	1.790	1.922	131.030
26000000	9.033	12.672	13.647	9.259	0.1971	6.4398E-2	0.6534	0.3090	0.5350	0.4730	1.3765	1.6657	0.2982	0.2184	0.2849	0.1984	0.3230	0.2286	0.1685	0.2799	0.2952	0.2148	0.1941	0.2959	0.3512	0.1850	0.1679	0.2959	1.249E-3	8.198E-4	1.1845E-3	0.6651	1.2158E-2	1.394	1.934	129.627
27000000	9.960	11.787	12.548	8.936	0.1803	2.813E-2	0.4500	0.4453	0.5573	0.4920	1.3276	1.6738	0.3129	0.2272	0.2742	0.1856	0.3256	0.2338	0.1676	0.2730	0.2866	0.2179	0.1971	0.2984	0.3435	0.1926	0.1651	0.2988	1.3068E-3	9.2799E-4	1.254E-3	0.7102	4.6736E-3	1.653	1.993	125.177
28000000	9.815	10.691	13.012	8.197	0.1216	0.1203	0.6985	0.3289	0.5200	0.5231	1.4137	1.5875	0.2962	0.2300	0.2745	0.1993	0.3057	0.2478	0.1661	0.2804	0.2929	0.2189	0.1920	0.2962	0.3414	0.2012	0.1643	0.2931	1.3461E-3	9.9205E-4	1.2618E-3	0.7701	-1.3317E-2	3.145	1.925	122.736
29000000	8.836	11.338	14.558	8.931	0.1767	4.0044E-3	0.4454	0.4147	0.5353	0.5324	1.3771	1.6003	0.3025	0.2324	0.2715	0.1936	0.3118	0.2345	0.1753	0.2785	0.2968	0.2093	0.2043	0.2896	0.3460	0.1932	0.1644	0.2963	1.3122E-3	1.0509E-3	1.263E-3	0.8227	2.5701E-3	1.414	1.986	125.396
30000000	8.810	12.971	12.542	9.314	0.1438	8.3523E-2	0.7655	0.3865	0.5155	0.5214	1.4213	1.5858	0.3079	0.2303	0.2751	0.1867	0.3250	0.2329	0.1678	0.2743	0.2929	0.2152	0.1991	0.2929	0.3464	0.1890	0.1673	0.2973	1.34E-3	1.0946E-3	1.2539E-3	0.8091	5.0001E-3	3.362	1.954	127.410
31000000	10.375	15.908	13.504	8.296	7.3827E-3	6.7871E-2	0.8282	0.3279	0.5321	0.5185	1.3621	1.6351	0.3025	0.2258	0.2722	0.1995	0.3106	0.2405	0.1753	0.2736	0.2879	0.2183	0.1965	0.2973	0.3617	0.1871	0.1654	0.2857	1.249E-3	9.5043E-4	1.1907E-3	0.7397	5.0434E-3	2.049	2.011	130.205
32000000	7.284	14.652	14.178	8.325	0.1316	4.4752E-2	0.4014	0.3781	0.5537	0.5166	1.4209	1.5502	0.3007	0.2330	0.2803	0.1860	0.3197	0.2435	0.1647	0.2721	0.2942	0.2072	0.1927	0.3059	0.3523	0.1933	0.1631	0.2914	1.259E-3	9.2882E-4	1.1986E-3	0.7530	-1.8485E-2	2.108	2.002	126.706
33000000	8.903	10.475	13.482	9.025	0.1845	3.5194E-2	0.4273	0.4057	0.5102	0.5290	1.4128	1.5925	0.2944	0.2228	0.2865	0.1963	0.3238	0.2455	0.1637	0.2670	0.3021	0.2135	0.1916	0.2927	0.3551	0.1892	0.1649	0.2909	1.2666E-3	9.3191E-4	1.1699E-3	0.7090	-9.5291E-4	2.512	1.940	131.022
34000000	12.130	17.551	13.504	7.974	0.1782	1.7812E-2	0.6761	0.3588	0.5295	0.5337	1.3880	1.5935	0.3127	0.2324	0.2677	0.1871	0.3035	0.2357	0.1754	0.2854	0.2856	0.2166	0.1925	0.3053	0.3501	0.1919	0.1621	0.2959	1.2291E-3	8.8748E-4	1.1183E-3	0.7006	-1.1473E-2	0.798	1.947	131.827
35000000	11.269	12.670	12.678	8.868	0.1647	8.1132E-2	0.5462	0.3700	0.5684	0.5446	1.3021	1.6326	0.3107	0.2203	0.2860	0.1831	0.3131	0.2371	0.1663	0.2835	0.2988	0.2103	0.1910	0.2998	0.3450	0.1916	0.1686	0.2949	1.2204E-3	8.6545E-4	1.2111E-3	0.7299	-1.276E-2	2.467	2.040	130.971
36000000	9.682	11.522	13.151	9.037	0.1256	8.1582E-2	0.5097	0.4675	0.4912	0.5564	1.4463	1.5473	0.3070	0.2222	0.2759	0.1950	0.3118	0.2496	0.1669	0.2716	0.3044	0.2061	0.1972	0.2924	0.3476	0.1989	0.1672	0.2863	1.2566E-3	9.0636E-4	1.1699E-3	0.6960	7.4675E-3	1.374	1.889	130.056
37000000	7.550	11.546	11.760	8.163	0.1659	8.0147E-2	0.5871	0.4522	0.5244	0.5337	1.4431	1.5394	0.3008	0.2290	0.2817	0.1886	0.3168	0.2169	0.1818	0.2845	0.2812	0.2108	0.2024	0.3056	0.3446	0.1904	0.1591	0.3059	1.2754E-3	9.3946E-4	1.1805E-3	0.7295	-1.5219E-2	2.220	2.066	128.990
38000000	11.197	14.019	14.473	9.402	0.2794	5.2485E-2	0.6157	0.3492	0.5137	0.5062	1.4730	1.5483	0.3019	0.2233	0.2835	0.1913	0.3165	0.2416	0.1686	0.2733	0.2895	0.2217	0.1912	0.2977	0.3410	0.1911	0.1644	0.3035	1.3149E-3	8.9155E-4	1.2187E-3	0.6583	-1.3767E-2	2.346	1.921	129.756
39000000	7.498	14.190	14.515	9.512	0.1292	3.8824E-2	0.5642	0.3291	0.5194	0.4894	1.4764	1.5567	0.3033	0.2241	0.2765	0.1961	0.3176	0.2466	0.1664	0.2694	0.2849	0.2160	0.1975	0.3016	0.3480	0.1931	0.1666	0.2923	1.2377E-3	7.992E-4	1.1828E-3	0.6336	2.5084E-2	1.681	1.966	132.405
40000000	9.975	11.584	14.439	7.919	0.2742	0.1458	0.5334	0.3680	0.5390	0.5496	1.3386	1.6195	0.3053	0.2363	0.2662	0.1922	0.3206	0.2274	0.1708	0.2813	0.2956	0.2112	0.2051	0.2881	0.3414	0.1956	0.1663	0.2966	1.2195E-3	7.9288E-4	1.1607E-3	0.6540	-4.5391E-3	1.343	2.005	134.076
41000000	7.100	16.479	12.295	8.043	0.2110	5.0265E-2	0.5730	0.4367	0.5304	0.5355	1.3319	1.6512	0.3037	0.2291	0.2727	0.1945	0.3116	0.2316	0.1755	0.2814	0.2916	0.2184	0.1857	0.3043	0.3434	0.1983	0.1588	0.2996	1.193E-3	7.6272E-4	1.1619E-3	0.6477	1.1417E-2	2.338	1.918	130.303
42000000	9.806	10.326	12.923	9.393	0.1568	1.6746E-2	0.4878	0.3123	0.4915	0.5434	1.3606	1.6537	0.3035	0.2236	0.2838	0.1891	0.3150	0.2329	0.1710	0.2811	0.2880	0.2204	0.1915	0.3001	0.3487	0.1903	0.1626	0.2984	1.2307E-3	9.0196E-4	1.1652E-3	0.7171	-1.7276E-2	1.049	1.948	129.819
43000000	8.295	10.851	12.512	8.031	0.1324	7.1282E-2	0.5175	0.2918	0.5322	0.5227	1.4540	1.5311	0.2903	0.2308	0.2810	0.1980	0.3154	0.2368	0.1652	0.2827	0.2916	0.2217	0.1848	0.3019	0.3313	0.1962	0.1631	0.3095	1.3292E-3	1.0037E-3	1.2623E-3	0.7225	6.033E-3	4.824	2.050	127.381
44000000	9.925	10.006	11.555	8.991	0.2019	5.6484E-2	0.4806	0.3677	0.5881	0.5084	1.4295	1.5125	0.3052	0.2333	0.2789	0.1826	0.3184	0.2314	0.1787	0.2715	0.2982	0.2131	0.1888	0.2999	0.3533	0.1844	0.1566	0.3057	1.2247E-3	7.9622E-4	1.1732E-3	0.6524	-2.0805E-2	1.049	1.964	131.212
45000000	8.688	12.729	13.016	8.267	0.2225	5.9435E-2	0.5838	0.3493	0.5400	0.4875	1.3807	1.6400	0.2921	0.2237	0.2877	0.1965	0.3231	0.2269	0.1702	0.2798	0.2924	0.2143	0.2017	0.2916	0.3578	0.1965	0.1604	0.2854	1.2414E-3	9.4884E-4	1.1584E-3	0.7435	2.8879E-3	2.277	1.996	133.567
46000000	7.555	12.914	12.064	9.183	0.2038	8.4178E-2	0.5472	0.3868	0.5397	0.5436	1.3391	1.6245	0.2984	0.2287	0.2822	0.1907	0.3175	0.2443	0.1641	0.2741	0.2895	0.2174	0.1939	0.2991	0.3468	0.1966	0.1549	0.3017	1.2725E-3	8.7313E-4	1.1855E-3	0.6695	-1.1719E-2	3.072	1.941	127.803
47000000	7.268	13.091	13.775	8.209	0.1684	6.4917E-2	0.4915	0.3000	0.5365	0.4928	1.4284	1.5864	0.2894	0.2365	0.2752	0.1988	0.3152	0.2365	0.1716	0.2767	0.2813	0.2253	0.1951	0.2982	0.3333	0.1918	0.1681	0.3068	1.2984E-3	9.3653E-4	1.2031E-3	0.7246	-5.3051E-3	2.759	1.926	125.202
48000000	10.809	12.763	15.432	8.091	0.2260	0.1277	0.7021	0.4693	0.5515	0.5516	1.3773	1.5619	0.2970	0.2280	0.2697	0.2053	0.3153	0.2458	0.1684	0.2705	0.2971	0.2207	0.1902	0.2920	0.3488	0.1943	0.1572	0.2998	1.2857E-3	9.1205E-4	1.222E-3	0.6992	9.4355E-4	1.574	1.908	127.429
49000000	9.695	14.387	13.210	8.952	8.1812E-2	3.7726E-2	0.5334	0.4194	0.5037	0.4557	1.4519	1.6366	0.2928	0.2329	0.2789	0.1954	0.3157	0.2393	0.1697	0.2753	0.2881	0.2141	0.1914	0.3063	0.3282	0.1985	0.1674	0.3059	1.2871E-3	9.5973E-4	1.204E-3	0.7613	1.0526E-3	2.811	2.148	131.260
50000000	9.080	13.521	13.228	9.043	0.4132	1.1995E-2	0.7258	0.5953	0.5140	0.4943	1.3886	1.6522	0.3020	0.2276	0.2800	0.1904	0.3077	0.2444	0.1710	0.2769	0.2892	0.2218	0.1892	0.2998	0.3396	0.1974	0.1609	0.3021	1.2541E-3	8.3571E-4	1.1914E-3	0.6462	-1.6095E-3	2.741	1.923	134.145
51000000	8.167	12.648	13.620	8.477	0.1762	1.6313E-2	0.6463	0.4205	0.5401	0.5050	1.4445	1.5519	0.2976	0.2197	0.2825	0.2002	0.3254	0.2426	0.1663	0.2657	0.2900	0.2236	0.1941	0.2922	0.3396	0.1899	0.1657	0.3048	1.2819E-3	8.2561E-4	1.2193E-3	0.6395	-2.3685E-3	1.499	1.903	125.664
52000000	8.858	11.693	12.623	9.141	0.1360	2.4635E-2	0.6093	0.3067	0.5395	0.5345	1.3803	1.5901	0.3232	0.2251	0.2638	0.1879	0.3149	0.2369	0.1728	0.2755	0.2923	0.2098	0.1940	0.3039	0.3465	0.1850	0.1625	0.3060	1.2078E-3	8.7672E-4	1.1316E-3	0.6944	2.7002E-2	1.852	1.877	133.561
53000000	8.516	12.319	12.621	7.693	0.2569	5.6469E-2	0.8145	0.4275	0.5339	0.4915	1.4590	1.5575	0.3082	0.2199	0.2760	0.1959	0.3166	0.2363	0.1695	0.2776	0.2874	0.2135	0.1959	0.3032	0.3385	0.2034	0.1669	0.2912	1.3098E-3	9.4362E-4	1.1861E-3	0.7079	1.2679E-2	3.089	1.941	128.186
54000000	10.734	12.116	15.143	8.730	0.2006	9.2442E-3	0.5645	0.3987	0.5313	0.5208	1.4307	1.5594	0.3115	0.2326	0.2655	0.1904	0.3232	0.2487	0.1657	0.2624	0.2877	0.2068	0.2033	0.3021	0.3457	0.1908	0.1670	0.2966	1.2429E-3	7.7701E-4	1.2091E-3	0.6154	5.1561E-3	2.034	1.965	128.088
55000000	8.785	15.413	12.423	10.630	0.2221	0.1253	0.6889	0.2878	0.5627	0.5280	1.3633	1.5904	0.3137	0.2308	0.2652	0.1904	0.3071	0.2392	0.1685	0.2852	0.2898	0.2201	0.1959	0.2943	0.3456	0.1956	0.1604	0.2984	1.2431E-3	9.7703E-4	1.1563E-3	0.7432	1.0711E-2	1.019	1.957	134.291
56000000	11.615	12.716	14.057	8.265	4.0857E-2	5.5802E-2	0.6738	0.3293	0.5519	0.4632	1.4212	1.6095	0.3059	0.2303	0.2694	0.1943	0.3104	0.2393	0.1758	0.2745	0.2920	0.2160	0.1937	0.2982	0.3497	0.1872	0.1648	0.2983	1.27E-3	9.231E-4	1.1711E-3	0.6966	9.4685E-3	2.688	1.905	128.671
57000000	7.247	11.592	16.006	8.705	0.1572	4.8998E-2	0.5737	0.4084	0.5404	0.5118	1.3844	1.6091	0.2943	0.2292	0.2843	0.1921	0.3111	0.2344	0.1701	0.2843	0.2817	0.2154	0.1939	0.3089	0.3442	0.1918	0.1608	0.3032	1.1919E-3	7.343E-4	1.1638E-3	0.6430	2.2638E-2	2.759	1.964	129.585
58000000	7.680	13.811	12.618	8.643	0.3019	4.36E-2	0.5810	0.3013	0.5324	0.5199	1.3727	1.6218	0.3079	0.2261	0.2715	0.1946	0.3179	0.2492	0.1630	0.2700	0.2874	0.2052	0.1975	0.3098	0.3452	0.1908	0.1634	0.3006	1.2495E-3	1.0501E-3	1.1606E-3	0.8365	7.9468E-3	2.379	1.913	130.850
59000000	8.677	12.316	13.316	9.177	0.2065	2.5293E-2	0.6402	0.3757	0.5394	0.4690	1.4569	1.5781	0.3009	0.2229	0.2706	0.2055	0.3127	0.2404	0.1684	0.2784	0.2865	0.2117	0.1972	0.3046	0.3445	0.1950	0.1658	0.2948	1.2984E-3	9.267E-4	1.1996E-3	0.7071	3.3537E-3	1.884	1.943	128.066
60000000	8.547	12.585	13.002	9.081	0.2135	1.6478E-2	0.5233	0.4956	0.5657	0.5185	1.3733	1.5867	0.3009	0.2225	0.2822	0.1944	0.3193	0.2326	0.1774	0.2707	0.2902	0.2140	0.1961	0.2996	0.3410	0.1997	0.1576	0.3017	1.2852E-3	9.0148E-4	1.2117E-3	0.6753	-9.2456E-4	4.197	2.028	128.973
61000000	8.091	18.105	13.410	7.922	0.1833	4.6539E-2	0.5156	0.4860	0.5755	0.4966	1.5035	1.4590	0.2931	0.2245	0.2805	0.2020	0.3282	0.2418	0.1690	0.2611	0.3016	0.2072	0.2009	0.2904	0.3557	0.1843	0.1626	0.2973	1.2053E-3	8.8551E-4	1.1556E-3	0.7353	3.0747E-2	2.291	1.962	128.242
62000000	11.074	10.321	15.280	8.709	0.1674	1.4086E-2	0.8734	0.3299	0.5491	0.4893	1.4436	1.5601	0.2955	0.2411	0.2732	0.1903	0.3109	0.2360	0.1699	0.2832	0.2964	0.2089	0.1966	0.2981	0.3449	0.1971	0.1638	0.2942	1.2176E-3	9.73E-4	1.1551E-3	0.7863	1.6541E-2	2.738	1.925	126.943
63000000	9.450	10.661	14.710	8.765	0.1840	3.5313E-2	0.6348	0.4389	0.4991	0.5119	1.4146	1.6211	0.3016	0.2209	0.2839	0.1937	0.3064	0.2416	0.1724	0.2796	0.2915	0.2113	0.1956	0.3016	0.3313	0.1911	0.1647	0.3128	1.227E-3	9.3456E-4	1.1309E-3	0.7508	5.534E-3	5.226	1.978	132.671
64000000	9.200	12.760	11.933	8.141	0.2784	0.1064	0.6043	0.2738	0.5541	0.4859	1.4714	1.5284	0.2974	0.2267	0.2806	0.1954	0.3056	0.2394	0.1810	0.2741	0.2914	0.2160	0.1999	0.2926	0.3373	0.1951	0.1624	0.3052	1.2656E-3	8.7547E-4	1.1777E-3	0.6858	9.9472E-3	1.974	1.942	129.545
65000000	7.638	10.015	13.196	8.437	0.1445	4.5991E-2	0.6934	0.3076	0.4885	0.5533	1.4680	1.5301	0.3033	0.2336	0.2755	0.1876	0.3055	0.2490	0.1679	0.2776	0.2841	0.2150	0.2003	0.3006	0.3496	0.2080	0.1567	0.2856	1.2242E-3	9.0697E-4	1.1738E-3	0.7386	3.1569E-2	2.554	1.930	131.424
66000000	8.402	14.846	13.844	8.333	5.7255E-2	6.956E-2	0.5221	0.3853	0.5070	0.4987	1.4160	1.6252	0.2879	0.2373	0.2801	0.1947	0.3274	0.2349	0.1713	0.2665	0.2960	0.2141	0.1889	0.3010	0.3459	0.1926	0.1555	0.3060	1.1904E-3	7.6263E-4	1.1568E-3	0.6379	-1.009E-4	3.014	1.928	129.753
67000000	6.952	16.611	11.821	8.577	0.1583	2.2174E-2	0.6634	0.2849	0.5393	0.5286	1.4055	1.5695	0.3146	0.2274	0.2685	0.1895	0.3144	0.2348	0.1704	0.2804	0.2984	0.2083	0.2000	0.2933	0.3468	0.1921	0.1550	0.3062	1.2951E-3	1.0179E-3	1.2304E-3	0.7936	-6.7203E-3	2.001	1.950	125.430
68000000	9.244	12.282	16.289	9.121	0.1595	5.3964E-2	0.5918	0.3815	0.5460	0.5139	1.3921	1.5926	0.2971	0.2294	0.2737	0.1997	0.3148	0.2386	0.1660	0.2806	0.2878	0.2186	0.1919	0.3016	0.3497	0.1927	0.1641	0.2935	1.273E-3	7.6914E-4	1.1959E-3	0.6111	4.559E-3	3.415	1.977	130.092
69000000	8.214	16.035	14.986	7.567	0.1884	0.1133	0.5738	0.3476	0.5248	0.5183	1.3808	1.6229	0.3062	0.2351	0.2697	0.1889	0.3267	0.2252	0.1773	0.2708	0.3043	0.2209	0.1880	0.2868	0.3396	0.1898	0.1612	0.3094	1.2274E-3	8.7733E-4	1.1266E-3	0.7083	-2.9535E-2	1.741	1.974	134.399
