state	cp1.kappa	cp2.kappa	cp3.kappa	ig.kappa	cp1.alpha	cp2.alpha	cp3.alpha	ig.alpha	cp1.mu	cp2.mu	cp3.mu	ig.mu	cp1.frequencies1	cp1.frequencies2	cp1.frequencies3	cp1.frequencies4	cp2.frequencies1	cp2.frequencies2	cp2.frequencies3	cp2.frequencies4	cp3.frequencies1	cp3.frequencies2	cp3.frequencies3	cp3.frequencies4	ig.frequencies1	ig.frequencies2	ig.frequencies3	ig.frequencies4	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	skygrid.precision	rootHeight	treeLength
11000000	7.567	8.981	13.229	9.363	0.1899	8.3555E-2	0.7027	0.4108	0.5458	0.4855	1.4169	1.5967	0.2937	0.2372	0.2795	0.1896	0.3130	0.2286	0.1757	0.2827	0.2932	0.2162	0.2024	0.2882	0.3519	0.1898	0.1584	0.2999	1.1909E-3	9.6957E-4	1.1366E-3	0.8147	2.5089E-2	1.569	1.948	132.193
12000000	10.054	11.573	13.033	8.110	0.2384	7.0005E-2	0.6808	0.4277	0.5043	0.4981	1.4191	1.6255	0.3030	0.2208	0.2791	0.1971	0.3196	0.2437	0.1664	0.2702	0.2970	0.2106	0.2028	0.2897	0.3395	0.1936	0.1626	0.3044	1.2215E-3	8.6817E-4	1.1608E-3	0.7375	-8.8616E-3	4.906	2.026	130.650
13000000	8.984	11.895	12.765	9.844	0.2267	0.1275	0.7127	0.3312	0.5356	0.5046	1.4006	1.6047	0.3175	0.2245	0.2662	0.1918	0.3133	0.2388	0.1679	0.2799	0.2932	0.2105	0.1966	0.2997	0.3373	0.1919	0.1664	0.3045	1.2741E-3	9.4226E-4	1.2103E-3	0.7438	3.1023E-3	4.538	1.904	127.928
14000000	7.736	11.728	15.881	9.022	0.1914	8.4617E-2	0.4652	0.4174	0.4914	0.4928	1.4452	1.6170	0.2952	0.2284	0.2756	0.2008	0.3161	0.2357	0.1788	0.2694	0.2975	0.2060	0.2001	0.2964	0.3368	0.1974	0.1582	0.3076	1.3432E-3	1.0774E-3	1.2304E-3	0.7741	3.5211E-2	3.358	1.972	125.649
15000000	10.664	10.389	13.000	8.954	0.1838	4.6448E-2	0.5940	0.4101	0.5518	0.4917	1.3015	1.7083	0.3117	0.2236	0.2735	0.1912	0.3149	0.2330	0.1807	0.2714	0.2884	0.2156	0.2000	0.2961	0.3406	0.1918	0.1648	0.3028	1.2818E-3	8.6258E-4	1.2261E-3	0.6768	1.4502E-2	5.931	1.930	125.763
16000000	9.098	10.076	11.961	10.332	0.1815	1.5785E-2	0.6320	0.3074	0.5784	0.5088	1.4041	1.5500	0.2965	0.2324	0.2789	0.1922	0.3184	0.2291	0.1713	0.2812	0.2826	0.2066	0.2032	0.3075	0.3484	0.1873	0.1629	0.3013	1.1704E-3	8.3428E-4	1.126E-3	0.7363	-4.2637E-3	2.749	2.046	131.607
17000000	8.856	12.494	12.867	8.785	0.1638	2.0713E-2	0.6536	0.3355	0.5115	0.5261	1.4967	1.5035	0.2968	0.2230	0.2838	0.1965	0.3029	0.2408	0.1691	0.2873	0.2899	0.2227	0.1956	0.2919	0.3389	0.1983	0.1627	0.3001	1.2113E-3	8.7659E-4	1.1523E-3	0.7627	-1.8206E-2	1.144	1.934	135.824
18000000	8.850	12.762	12.890	9.649	0.2650	9.5505E-3	0.6654	0.3894	0.5375	0.4760	1.3546	1.6833	0.3068	0.2219	0.2757	0.1955	0.3106	0.2460	0.1609	0.2825	0.2975	0.2240	0.1931	0.2854	0.3276	0.1941	0.1631	0.3152	1.2153E-3	9.0137E-4	1.1488E-3	0.7298	3.7553E-2	2.470	1.930	131.910
19000000	9.252	13.101	13.711	8.152	0.1760	0.1034	0.9714	0.3269	0.5167	0.5535	1.3991	1.5739	0.3008	0.2234	0.2787	0.1971	0.3112	0.2350	0.1698	0.2840	0.2949	0.2159	0.1912	0.2980	0.3397	0.1876	0.1676	0.3051	1.2054E-3	8.5644E-4	1.1395E-3	0.7318	2.7738E-2	2.179	1.874	129.449
20000000	9.082	14.009	14.340	8.660	0.2330	9.4403E-3	0.4967	0.3828	0.5155	0.5084	1.4551	1.5634	0.3033	0.2229	0.2683	0.2055	0.3068	0.2459	0.1680	0.2792	0.2956	0.2131	0.1870	0.3043	0.3574	0.2049	0.1580	0.2798	1.2154E-3	8.9431E-4	1.1536E-3	0.7221	1.3917E-2	2.401	1.972	128.903
21000000	9.214	9.780	13.249	8.991	0.2716	6.294E-2	0.5706	0.3496	0.5413	0.4948	1.4319	1.5752	0.2961	0.2331	0.2753	0.1954	0.3236	0.2215	0.1734	0.2816	0.2880	0.2153	0.1962	0.3005	0.3503	0.1962	0.1599	0.2936	1.2367E-3	8.7163E-4	1.1949E-3	0.6983	7.7266E-3	2.185	1.874	125.620
22000000	7.215	12.005	13.062	9.679	0.2459	5.9335E-2	0.7656	0.3154	0.5313	0.5466	1.3443	1.6248	0.3050	0.2233	0.2854	0.1863	0.3084	0.2473	0.1773	0.2670	0.2991	0.2072	0.1952	0.2985	0.3521	0.1879	0.1559	0.3041	1.1861E-3	7.948E-4	1.152E-3	0.6531	1.0798E-2	2.377	2.011	132.788
23000000	7.953	12.168	15.790	9.955	0.2441	0.1477	0.5575	0.5214	0.5083	0.5413	1.3825	1.6140	0.3025	0.2328	0.2724	0.1923	0.3134	0.2445	0.1730	0.2691	0.2843	0.2144	0.1974	0.3039	0.3446	0.1938	0.1599	0.3016	1.3076E-3	9.7446E-4	1.1924E-3	0.7292	2.7169E-2	4.868	1.935	127.828
24000000	10.053	19.351	13.511	8.715	0.3139	1.9675E-2	0.7228	0.4332	0.4986	0.4646	1.4487	1.6359	0.2964	0.2339	0.2764	0.1932	0.3059	0.2425	0.1726	0.2790	0.2977	0.2149	0.1952	0.2923	0.3404	0.1924	0.1562	0.3109	1.2617E-3	8.8861E-4	1.1945E-3	0.7014	-2.4256E-3	1.508	1.901	127.477
25000000	10.646	12.439	13.854	8.591	0.1978	3.4836E-2	0.7460	0.3135	0.5114	0.4905	1.4315	1.6126	0.3008	0.2339	0.2724	0.1929	0.3050	0.2513	0.1732	0.2704	0.2909	0.2022	0.1901	0.3168	0.3340	0.1873	0.1709	0.3077	1.1926E-3	7.7936E-4	1.1684E-3	0.6749	1.5805E-2	1.659	1.924	130.517
26000000	9.692	10.886	14.957	9.459	0.1239	8.2286E-2	0.8442	0.3974	0.5408	0.4771	1.3757	1.6556	0.2971	0.2351	0.2718	0.1960	0.3085	0.2443	0.1788	0.2684	0.2862	0.2116	0.1928	0.3094	0.3489	0.1914	0.1551	0.3046	1.2783E-3	9.1112E-4	1.2057E-3	0.7477	-3.4266E-3	2.537	2.087	128.537
27000000	8.084	10.848	12.909	8.616	0.1340	0.1405	0.6518	0.4163	0.5212	0.4889	1.4406	1.5939	0.3015	0.2222	0.2885	0.1878	0.2969	0.2386	0.1774	0.2871	0.2838	0.2193	0.1996	0.2973	0.3502	0.1885	0.1607	0.3007	1.2582E-3	8.2192E-4	1.1916E-3	0.6452	-1.616E-2	3.946	1.889	127.454
28000000	7.913	14.560	15.125	9.198	0.1765	8.7226E-3	0.6365	0.3582	0.5422	0.4889	1.3838	1.6327	0.3118	0.2250	0.2685	0.1948	0.3123	0.2459	0.1721	0.2697	0.2917	0.2161	0.1989	0.2934	0.3472	0.1890	0.1725	0.2913	1.2253E-3	9.1437E-4	1.1391E-3	0.7494	1.4257E-2	1.585	1.963	130.931
29000000	9.347	10.242	15.003	8.769	0.2149	0.1265	0.4650	0.3514	0.4876	0.5374	1.4154	1.6052	0.3035	0.2248	0.2734	0.1983	0.3190	0.2245	0.1778	0.2787	0.2842	0.2157	0.2010	0.2991	0.3404	0.1951	0.1668	0.2977	1.2681E-3	9.4791E-4	1.1959E-3	0.7719	3.8231E-3	2.370	1.880	127.140
30000000	10.172	9.387	13.425	9.355	0.2191	5.6805E-2	0.6644	0.3531	0.5126	0.4426	1.4553	1.6373	0.3028	0.2272	0.2779	0.1921	0.3212	0.2378	0.1807	0.2603	0.3020	0.2065	0.1961	0.2954	0.3227	0.2021	0.1567	0.3185	1.2552E-3	9.5948E-4	1.1949E-3	0.7833	-1.2166E-2	2.333	1.912	129.119
31000000	9.863	13.620	13.721	9.766	0.3604	3.1331E-2	0.7057	0.3958	0.5312	0.4616	1.4638	1.5876	0.2967	0.2327	0.2801	0.1905	0.3132	0.2439	0.1661	0.2767	0.2883	0.2131	0.1938	0.3047	0.3511	0.1868	0.1607	0.3014	1.3031E-3	9.2799E-4	1.1836E-3	0.7275	1.7443E-2	2.992	1.889	131.053
32000000	7.999	10.218	15.255	8.627	0.2876	4.9658E-2	0.6821	0.4139	0.5513	0.5057	1.3974	1.5900	0.2935	0.2303	0.2747	0.2016	0.3180	0.2344	0.1748	0.2728	0.2896	0.2204	0.1893	0.3007	0.3450	0.1943	0.1652	0.2954	1.2474E-3	8.2767E-4	1.1823E-3	0.6588	1.4489E-3	2.658	1.954	131.036
33000000	10.414	15.707	12.388	8.394	0.1565	1.3471E-2	0.5356	0.3226	0.5249	0.4916	1.3226	1.7147	0.2998	0.2242	0.2835	0.1926	0.3059	0.2444	0.1666	0.2831	0.3039	0.2114	0.1874	0.2973	0.3387	0.1984	0.1601	0.3029	1.2849E-3	8.6429E-4	1.2238E-3	0.6743	7.4555E-3	3.297	1.895	128.975
34000000	9.028	15.153	17.461	8.393	0.1733	1.596E-2	0.8123	0.3852	0.5446	0.5217	1.3176	1.6663	0.3129	0.2232	0.2729	0.1910	0.3049	0.2531	0.1606	0.2813	0.2883	0.2168	0.1913	0.3037	0.3347	0.2027	0.1613	0.3012	1.2583E-3	9.3306E-4	1.1779E-3	0.7462	1.4849E-2	2.262	2.034	129.864
35000000	8.318	10.574	16.855	8.959	0.1705	1.6957E-2	0.4952	0.3431	0.5207	0.5103	1.3742	1.6432	0.3046	0.2261	0.2756	0.1937	0.3113	0.2490	0.1641	0.2756	0.2780	0.2227	0.2003	0.2990	0.3319	0.1924	0.1657	0.3100	1.2823E-3	1.0001E-3	1.2299E-3	0.8001	-1.6734E-2	3.027	1.918	124.676
36000000	8.650	11.075	12.941	8.183	0.2299	5.6017E-2	0.6456	0.3602	0.4965	0.5331	1.4190	1.5963	0.2864	0.2336	0.2952	0.1848	0.3205	0.2380	0.1695	0.2720	0.2843	0.2188	0.1916	0.3053	0.3486	0.1916	0.1620	0.2978	1.2865E-3	1.0404E-3	1.1847E-3	0.8358	-4.7757E-3	2.759	1.947	129.100
37000000	8.694	12.229	13.272	9.018	0.1990	8.4955E-2	0.7294	0.3253	0.5399	0.5047	1.4102	1.5895	0.3027	0.2241	0.2836	0.1895	0.3103	0.2330	0.1690	0.2877	0.2891	0.2113	0.2001	0.2995	0.3430	0.1822	0.1740	0.3008	1.2227E-3	8.2354E-4	1.1772E-3	0.6576	2.1146E-2	4.714	2.006	131.487
38000000	10.095	11.639	14.195	8.135	0.1964	0.1254	0.6745	0.3657	0.5339	0.4864	1.3874	1.6406	0.2972	0.2347	0.2799	0.1882	0.3082	0.2506	0.1739	0.2673	0.2857	0.2244	0.1966	0.2934	0.3499	0.1968	0.1643	0.2890	1.2715E-3	9.3107E-4	1.1829E-3	0.7416	1.9213E-2	5.090	1.989	131.809
39000000	9.144	10.240	12.344	8.300	0.1170	5.4492E-2	0.6029	0.3795	0.5020	0.5175	1.4465	1.5774	0.2959	0.2315	0.2814	0.1912	0.3114	0.2439	0.1766	0.2681	0.3009	0.2105	0.1938	0.2949	0.3350	0.1885	0.1618	0.3147	1.1951E-3	8.2752E-4	1.1228E-3	0.6989	5.3667E-3	4.498	2.168	133.299
40000000	7.304	15.793	15.032	7.628	0.2484	0.1045	0.7318	0.3128	0.5120	0.5618	1.3702	1.6012	0.2881	0.2378	0.2808	0.1933	0.3293	0.2367	0.1643	0.2696	0.2822	0.2193	0.1914	0.3070	0.3405	0.1947	0.1678	0.2970	1.2464E-3	9.6133E-4	1.1597E-3	0.7788	-2.9892E-4	2.856	1.909	132.075
41000000	10.550	13.332	14.943	9.156	0.1967	9.2365E-3	0.6902	0.3242	0.5601	0.4737	1.3738	1.6406	0.2950	0.2330	0.2784	0.1936	0.3072	0.2369	0.1673	0.2886	0.2834	0.2109	0.1985	0.3072	0.3455	0.1930	0.1686	0.2928	1.2554E-3	8.2044E-4	1.2022E-3	0.6381	-7.8889E-4	2.208	1.917	126.567
42000000	10.234	12.842	11.557	8.640	0.1734	5.933E-2	0.5541	0.3676	0.5488	0.4754	1.3994	1.6234	0.2912	0.2437	0.2752	0.1900	0.3094	0.2354	0.1863	0.2689	0.2837	0.2168	0.1914	0.3081	0.3377	0.2028	0.1618	0.2977	1.222E-3	8.2613E-4	1.1905E-3	0.6872	2.552E-2	4.572	1.894	127.914
43000000	10.541	11.476	12.561	8.254	0.1872	0.1162	0.6787	0.4010	0.5413	0.4867	1.4195	1.5974	0.3107	0.2235	0.2771	0.1887	0.3164	0.2377	0.1715	0.2744	0.2936	0.2194	0.1952	0.2918	0.3537	0.1991	0.1555	0.2916	1.2563E-3	9.4696E-4	1.1525E-3	0.7353	-4.0748E-2	2.794	1.926	130.491
44000000	10.602	16.031	14.222	8.093	5.6806E-2	1.882E-2	0.6243	0.4309	0.5407	0.5102	1.4038	1.5898	0.3100	0.2200	0.2746	0.1953	0.3185	0.2328	0.1751	0.2735	0.2966	0.2223	0.1899	0.2912	0.3470	0.1927	0.1588	0.3016	1.2006E-3	8.9706E-4	1.1363E-3	0.7452	1.0329E-2	3.146	2.031	129.240
45000000	8.600	10.468	11.284	8.568	0.2402	5.3561E-2	0.7442	0.3135	0.5681	0.4773	1.4128	1.5860	0.3145	0.2169	0.2888	0.1798	0.3293	0.2245	0.1719	0.2743	0.2950	0.2165	0.1932	0.2953	0.3371	0.1875	0.1717	0.3038	1.1796E-3	7.5198E-4	1.1529E-3	0.6494	5.2595E-3	3.251	1.970	133.608
46000000	9.297	15.322	15.726	9.669	0.1598	8.796E-2	0.4659	0.2925	0.5496	0.4928	1.4594	1.5387	0.3109	0.2324	0.2682	0.1885	0.3180	0.2195	0.1782	0.2843	0.2920	0.2130	0.1993	0.2957	0.3523	0.1929	0.1578	0.2969	1.199E-3	7.9577E-4	1.1457E-3	0.6416	-2.5071E-2	4.236	1.950	132.341
47000000	8.366	10.356	13.395	8.492	0.2341	3.15E-2	0.6195	0.2687	0.4726	0.5092	1.4522	1.6120	0.3085	0.2236	0.2716	0.1963	0.3125	0.2381	0.1687	0.2807	0.2928	0.2132	0.1896	0.3044	0.3547	0.1932	0.1636	0.2885	1.2857E-3	8.6175E-4	1.2449E-3	0.6613	2.4335E-3	1.511	1.913	127.224
48000000	9.653	11.596	14.445	7.821	0.2804	4.0422E-2	0.6574	0.3515	0.5300	0.4897	1.4313	1.5936	0.2977	0.2258	0.2793	0.1971	0.3135	0.2447	0.1777	0.2641	0.2868	0.2243	0.1859	0.3030	0.3397	0.1971	0.1743	0.2890	1.2142E-3	7.2941E-4	1.1615E-3	0.5860	-4.003E-2	2.348	1.985	133.274
49000000	8.655	12.997	14.056	9.148	0.1566	4.9657E-2	0.7575	0.3880	0.5419	0.5390	1.3707	1.5931	0.2919	0.2304	0.2775	0.2001	0.3206	0.2446	0.1625	0.2723	0.2937	0.2182	0.1977	0.2905	0.3482	0.2038	0.1582	0.2898	1.1955E-3	8.2098E-4	1.1598E-3	0.6803	9.9716E-3	0.929	1.902	130.991
50000000	8.960	11.945	14.176	8.646	0.2199	7.9437E-2	0.6738	0.3625	0.5190	0.4907	1.4335	1.6022	0.3043	0.2308	0.2751	0.1898	0.3171	0.2312	0.1737	0.2780	0.2932	0.2093	0.1952	0.3022	0.3423	0.1948	0.1537	0.3092	1.1778E-3	7.7769E-4	1.1176E-3	0.6613	1.0706E-2	4.143	1.953	133.183
51000000	10.970	17.538	13.306	9.162	0.2170	5.0683E-2	0.7301	0.3395	0.5256	0.5010	1.5007	1.5111	0.2976	0.2276	0.2843	0.1905	0.3089	0.2435	0.1720	0.2756	0.2857	0.2080	0.2001	0.3061	0.3326	0.1915	0.1662	0.3096	1.2481E-3	9.0668E-4	1.1751E-3	0.7115	-1.3094E-3	3.670	1.956	128.982
52000000	8.993	12.840	12.434	9.290	0.3393	0.1057	0.5858	0.3332	0.5515	0.5138	1.4498	1.5242	0.2978	0.2362	0.2802	0.1858	0.3056	0.2354	0.1751	0.2840	0.2946	0.2217	0.1879	0.2958	0.3614	0.1878	0.1669	0.2838	1.1992E-3	9.1105E-4	1.1356E-3	0.7774	4.0245E-3	1.895	1.913	130.780
53000000	7.130	11.848	13.614	8.605	0.1532	1.3353E-2	0.6666	0.3203	0.5763	0.4910	1.4141	1.5608	0.3092	0.2262	0.2674	0.1972	0.3203	0.2400	0.1672	0.2725	0.2809	0.2160	0.2002	0.3029	0.3439	0.1935	0.1606	0.3020	1.1884E-3	9.3193E-4	1.1075E-3	0.7891	-1.8665E-3	2.356	1.933	132.948
54000000	8.270	11.784	14.629	8.199	0.2525	6.4933E-2	0.6985	0.3286	0.5098	0.5163	1.4418	1.5754	0.2993	0.2173	0.2804	0.2030	0.3113	0.2370	0.1703	0.2814	0.2836	0.2200	0.2050	0.2913	0.3374	0.2013	0.1582	0.3032	1.2586E-3	9.5441E-4	1.228E-3	0.7724	-2.1692E-2	1.611	1.880	129.324
55000000	11.397	9.535	14.117	8.020	0.1149	8.5869E-2	0.5527	0.4756	0.5448	0.4620	1.4433	1.5946	0.2945	0.2354	0.2657	0.2044	0.3161	0.2293	0.1706	0.2839	0.2978	0.2048	0.1927	0.3047	0.3520	0.1982	0.1589	0.2910	1.2519E-3	8.4343E-4	1.1788E-3	0.6969	2.8949E-2	1.750	1.966	129.367
56000000	10.029	12.412	13.925	8.921	0.2283	4.0935E-2	0.5699	0.4816	0.5397	0.4875	1.4257	1.5916	0.3109	0.2138	0.2689	0.2065	0.3121	0.2345	0.1817	0.2717	0.2872	0.2255	0.1977	0.2896	0.3462	0.1945	0.1641	0.2953	1.2725E-3	9.3693E-4	1.1938E-3	0.7338	8.1386E-3	2.673	1.920	129.563
57000000	6.862	14.319	13.033	8.423	0.1792	5.4464E-2	0.6822	0.3660	0.5108	0.5314	1.4751	1.5219	0.2935	0.2314	0.2830	0.1921	0.3041	0.2492	0.1655	0.2812	0.2874	0.2232	0.1890	0.3005	0.3429	0.2014	0.1629	0.2928	1.2322E-3	7.9381E-4	1.184E-3	0.6311	2.3231E-3	3.056	1.911	132.185
58000000	9.263	11.943	13.357	9.370	0.1965	1.6342E-2	0.6393	0.3785	0.5723	0.4903	1.3711	1.6123	0.2838	0.2346	0.2840	0.1976	0.3087	0.2277	0.1791	0.2845	0.2940	0.2128	0.1890	0.3042	0.3392	0.1971	0.1630	0.3007	1.2519E-3	9.2547E-4	1.1644E-3	0.7605	2.0764E-3	3.540	2.173	128.407
59000000	8.060	10.604	14.200	8.328	0.3425	4.9991E-2	0.5569	0.3733	0.5157	0.4846	1.4534	1.5907	0.3045	0.2205	0.2837	0.1913	0.3245	0.2358	0.1708	0.2689	0.2846	0.2139	0.1966	0.3050	0.3424	0.1942	0.1529	0.3104	1.2738E-3	9.187E-4	1.1997E-3	0.7590	1.0394E-2	4.279	1.972	128.835
60000000	7.064	10.483	11.569	8.196	0.2482	3.5475E-2	0.5677	0.3836	0.5218	0.4884	1.3982	1.6397	0.3052	0.2248	0.2803	0.1897	0.3236	0.2390	0.1669	0.2704	0.2862	0.2080	0.2023	0.3035	0.3580	0.1906	0.1588	0.2926	1.2855E-3	9.0179E-4	1.2259E-3	0.7118	5.3921E-2	3.781	1.917	130.332
61000000	8.630	13.212	12.754	7.743	0.1541	8.2326E-2	0.5330	0.3701	0.5524	0.4736	1.3881	1.6336	0.3073	0.2310	0.2617	0.2000	0.3201	0.2366	0.1663	0.2770	0.2896	0.2187	0.1997	0.2919	0.3443	0.1967	0.1697	0.2893	1.2056E-3	8.6221E-4	1.1516E-3	0.7108	1.3992E-2	2.415	1.922	129.497
62000000	6.642	12.033	12.832	9.018	7.5429E-2	3.7176E-2	0.8295	0.3458	0.5600	0.4967	1.4005	1.5869	0.2999	0.2211	0.2772	0.2019	0.3192	0.2309	0.1627	0.2872	0.2917	0.2104	0.2043	0.2936	0.3504	0.1911	0.1560	0.3024	1.3699E-3	1.0066E-3	1.246E-3	0.7267	1.1549E-3	2.562	1.877	124.128
63000000	8.996	11.348	11.572	8.563	0.2170	9.5154E-2	0.4821	0.3338	0.5313	0.5204	1.3741	1.6210	0.3036	0.2275	0.2773	0.1916	0.3170	0.2214	0.1766	0.2849	0.2920	0.2200	0.1927	0.2953	0.3450	0.1887	0.1655	0.3009	1.3775E-3	1.0642E-3	1.2398E-3	0.7949	7.1015E-3	4.755	1.975	125.050
64000000	10.429	14.984	13.959	8.774	0.2345	2.3267E-2	0.5716	0.3484	0.5445	0.4786	1.3805	1.6449	0.3018	0.2256	0.2749	0.1977	0.3220	0.2432	0.1677	0.2670	0.2959	0.2148	0.1905	0.2988	0.3525	0.1864	0.1574	0.3036	1.1802E-3	8.1583E-4	1.1478E-3	0.7125	1.6823E-2	0.925	1.942	133.325
65000000	7.771	16.090	13.006	8.532	0.1762	3.3865E-2	0.4973	0.3866	0.5597	0.5039	1.4316	1.5459	0.3103	0.2238	0.2736	0.1923	0.3107	0.2469	0.1733	0.2692	0.2942	0.2112	0.2001	0.2944	0.3593	0.1965	0.1553	0.2888	1.163E-3	7.8988E-4	1.1095E-3	0.7039	9.9445E-3	2.783	1.902	135.022
66000000	13.240	9.729	14.236	8.427	8.7231E-2	0.1054	0.8222	0.4342	0.5188	0.5034	1.4654	1.5542	0.3055	0.2313	0.2735	0.1897	0.3196	0.2305	0.1807	0.2693	0.2808	0.2109	0.1948	0.3136	0.3472	0.1878	0.1598	0.3053	1.3077E-3	9.3655E-4	1.2264E-3	0.7310	-2.6915E-3	1.502	1.885	128.740
67000000	9.650	10.976	11.507	8.345	0.1838	9.9115E-3	0.6748	0.4439	0.5331	0.5000	1.4349	1.5753	0.3070	0.2312	0.2624	0.1994	0.3175	0.2302	0.1788	0.2735	0.2856	0.2146	0.2052	0.2946	0.3587	0.1934	0.1534	0.2945	1.2472E-3	8.2132E-4	1.2011E-3	0.6736	-2.6289E-3	1.787	1.939	130.559
68000000	8.813	9.488	13.050	8.606	9.4808E-2	0.1124	0.4162	0.3664	0.5648	0.4809	1.4111	1.5873	0.3081	0.2269	0.2843	0.1807	0.3165	0.2424	0.1678	0.2734	0.2966	0.2135	0.1949	0.2950	0.3468	0.1931	0.1677	0.2924	1.1451E-3	8.7387E-4	1.1124E-3	0.7969	-1.9355E-3	1.912	1.926	136.104
69000000	10.660	14.589	13.631	9.107	0.2111	0.1039	0.5371	0.4162	0.5589	0.4635	1.4056	1.6186	0.3054	0.2146	0.2806	0.1994	0.3123	0.2350	0.1796	0.2731	0.2842	0.2237	0.1927	0.2994	0.3409	0.1898	0.1647	0.3046	1.2268E-3	7.9124E-4	1.1666E-3	0.6647	-4.4538E-3	4.105	1.962	130.481
