state	cp1.kappa	cp2.kappa	cp3.kappa	cp1.alpha	cp2.alpha	cp3.alpha	cp1.mu	cp2.mu	cp3.mu	cp1.frequencies1	cp1.frequencies2	cp1.frequencies3	cp1.frequencies4	cp2.frequencies1	cp2.frequencies2	cp2.frequencies3	cp2.frequencies4	cp3.frequencies1	cp3.frequencies2	cp3.frequencies3	cp3.frequencies4	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	skygrid.precision	rootHeight	treeLength
25000000	12.869	18.199	21.323	1.5902E-2	0.2469	1.1309	0.4130	0.2342	2.3529	0.2923	0.1897	0.3420	0.1761	0.2550	0.2418	0.2168	0.2864	0.2253	0.2860	0.2609	0.2278	1.1036E-3	6.2943E-4	1.0406E-3	0.5233	-4.9955E-2	0.388	4.695	218.602
26000000	10.450	21.078	20.113	4.3097E-2	0.1232	1.2208	0.4411	0.2558	2.3030	0.3033	0.1947	0.3324	0.1697	0.2558	0.2264	0.2308	0.2870	0.2282	0.2733	0.2687	0.2299	1.0521E-3	4.247E-4	1.0548E-3	0.4027	-5.3212E-2	0.155	4.490	213.691
27000000	10.720	13.095	19.555	1.1678E-2	1.1848E-2	1.2351	0.4432	0.2719	2.2849	0.2782	0.1860	0.3528	0.1830	0.2664	0.2311	0.2203	0.2822	0.2154	0.2810	0.2714	0.2323	9.9727E-4	3.9971E-4	9.7731E-4	0.4164	-3.9573E-2	0.263	4.595	224.860
28000000	14.768	16.785	19.063	3.2223E-2	3.7934E-2	1.0125	0.4389	0.2571	2.3040	0.2942	0.1887	0.3378	0.1793	0.2602	0.2364	0.2183	0.2851	0.2272	0.2816	0.2534	0.2378	1.0193E-3	3.1197E-4	9.9495E-4	0.3141	2.0944E-2	0.158	4.715	230.048
29000000	9.754	16.090	19.507	1.2335E-2	6.7266E-2	1.2559	0.4141	0.2826	2.3033	0.2957	0.1786	0.3486	0.1771	0.2542	0.2335	0.2348	0.2774	0.2200	0.2923	0.2561	0.2316	9.7288E-4	4.2403E-4	9.4572E-4	0.4106	-1.3537E-2	0.438	4.715	228.753
30000000	16.376	23.032	19.224	2.1725E-2	4.3464E-2	1.0299	0.4412	0.2887	2.2701	0.2907	0.1861	0.3430	0.1802	0.2668	0.2393	0.2217	0.2722	0.2285	0.2816	0.2545	0.2355	9.7713E-4	4.4556E-4	9.4204E-4	0.4222	-3.5688E-2	0.295	4.603	229.104
31000000	10.504	24.101	20.521	7.0808E-2	4.8746E-2	1.0698	0.4421	0.2509	2.3071	0.2944	0.1774	0.3565	0.1718	0.2508	0.2444	0.2203	0.2845	0.2221	0.2783	0.2660	0.2336	1.1258E-3	5.7956E-4	1.0659E-3	0.5385	-0.1048	0.304	4.714	216.200
32000000	15.699	13.753	19.475	4.428E-2	1.1684E-2	1.1407	0.4332	0.2649	2.3019	0.2748	0.1779	0.3555	0.1918	0.2417	0.2392	0.2302	0.2889	0.2249	0.2957	0.2602	0.2193	1.0133E-3	4.6199E-4	9.7469E-4	0.4884	-1.9156E-4	0.294	4.642	230.478
33000000	9.467	13.442	18.314	7.9796E-3	8.3444E-2	1.1898	0.4369	0.2924	2.2708	0.2948	0.1890	0.3473	0.1689	0.2609	0.2385	0.2265	0.2741	0.2250	0.2858	0.2612	0.2279	1.14E-3	4.5746E-4	1.101E-3	0.4077	1.2838E-2	0.155	4.595	209.243
34000000	14.031	18.293	21.418	6.7754E-2	0.1226	1.1969	0.4543	0.2669	2.2788	0.2909	0.1883	0.3414	0.1794	0.2507	0.2267	0.2253	0.2974	0.2154	0.2823	0.2577	0.2446	1.0761E-3	5.0316E-4	1.0644E-3	0.4762	-1.0261E-2	0.308	4.746	209.746
35000000	14.116	13.793	17.167	8.9602E-2	4.2502E-2	1.6288	0.4464	0.2669	2.2867	0.2893	0.1767	0.3493	0.1847	0.2630	0.2343	0.2148	0.2879	0.2131	0.2897	0.2609	0.2363	1.0821E-3	6.0935E-4	1.0299E-3	0.5868	-1.2209E-2	0.487	4.742	211.990
36000000	12.377	13.865	16.835	7.4751E-3	1.3851E-2	1.0449	0.4699	0.2473	2.2828	0.2935	0.1800	0.3491	0.1775	0.2575	0.2364	0.2153	0.2908	0.2312	0.2867	0.2513	0.2309	1.0169E-3	4.0442E-4	9.707E-4	0.4137	-2.7824E-2	0.293	4.798	222.968
37000000	12.754	23.184	19.258	1.6413E-2	2.7732E-2	1.0332	0.4342	0.2592	2.3067	0.3075	0.1772	0.3336	0.1817	0.2508	0.2267	0.2386	0.2840	0.2235	0.2808	0.2581	0.2376	1.0584E-3	4.8137E-4	9.9606E-4	0.4394	-6.7784E-2	0.162	4.573	223.849
38000000	14.837	16.201	15.848	6.4141E-2	7.6211E-3	1.1482	0.4753	0.2195	2.3052	0.2867	0.1919	0.3483	0.1730	0.2641	0.2410	0.2185	0.2765	0.2257	0.2672	0.2643	0.2427	9.8111E-4	4.6915E-4	9.3746E-4	0.4645	3.3524E-2	0.172	4.697	234.857
39000000	12.607	15.985	22.189	4.1449E-3	0.1061	0.8160	0.4586	0.2624	2.2790	0.2973	0.1727	0.3480	0.1821	0.2652	0.2336	0.2160	0.2852	0.2252	0.2835	0.2624	0.2289	9.7925E-4	3.6284E-4	9.4512E-4	0.3610	3.7129E-2	0.311	4.915	235.004
40000000	10.841	19.694	18.534	6.9607E-2	1.8588E-2	1.1985	0.4537	0.2459	2.3004	0.2862	0.1942	0.3539	0.1657	0.2544	0.2290	0.2208	0.2959	0.2299	0.2882	0.2565	0.2254	1.0741E-3	4.4018E-4	1.0536E-3	0.4206	2.5984E-2	0.729	4.575	219.601
41000000	10.636	14.670	21.162	2.9885E-2	2.6065E-2	1.1241	0.4570	0.2453	2.2977	0.2927	0.1882	0.3381	0.1810	0.2560	0.2407	0.2214	0.2819	0.2256	0.2841	0.2579	0.2325	1.1171E-3	5.4715E-4	1.0549E-3	0.4669	-1.9927E-2	0.183	4.593	215.484
42000000	11.748	24.553	16.438	3.7046E-3	6.7106E-2	0.9729	0.4023	0.2943	2.3034	0.2894	0.1834	0.3494	0.1779	0.2632	0.2379	0.2096	0.2893	0.2281	0.2755	0.2621	0.2344	1.0427E-3	4.6826E-4	1.0096E-3	0.4499	-4.7318E-2	0.420	4.695	213.366
43000000	18.763	18.216	21.127	4.1872E-2	6.6713E-2	1.0086	0.4622	0.2608	2.2770	0.2899	0.1831	0.3558	0.1712	0.2490	0.2318	0.2348	0.2844	0.2217	0.2787	0.2619	0.2377	1.2385E-3	6.2431E-4	1.1324E-3	0.4785	2.2666E-3	0.197	4.491	206.155
44000000	13.426	15.257	16.194	5.8949E-2	3.3618E-2	1.0977	0.5139	0.2631	2.2231	0.2855	0.1892	0.3461	0.1792	0.2603	0.2245	0.2227	0.2925	0.2179	0.2848	0.2599	0.2374	1.1011E-3	5.2348E-4	1.0271E-3	0.4667	-8.38E-2	0.480	4.497	219.834
45000000	20.532	24.212	19.451	7.3144E-2	0.1404	1.2507	0.4372	0.2495	2.3132	0.3032	0.1807	0.3388	0.1773	0.2566	0.2356	0.2133	0.2945	0.2187	0.2836	0.2620	0.2357	1.1252E-3	4.9218E-4	1.0812E-3	0.4378	-2.5549E-2	0.374	4.639	215.032
46000000	11.151	20.365	19.093	9.5819E-2	2.0231E-2	1.1068	0.4356	0.2845	2.2799	0.2874	0.1938	0.3457	0.1731	0.2512	0.2319	0.2331	0.2838	0.2263	0.2886	0.2565	0.2286	1.0851E-3	5.519E-4	1.013E-3	0.4959	2.4446E-2	0.546	4.640	219.572
47000000	13.092	18.689	17.127	6.9286E-3	2.7827E-2	1.3608	0.4498	0.2383	2.3119	0.2784	0.1924	0.3465	0.1828	0.2555	0.2291	0.2277	0.2877	0.2188	0.2794	0.2654	0.2365	1.0878E-3	2.9995E-4	1.0569E-3	0.2833	1.4008E-2	0.278	4.717	216.894
48000000	11.315	19.304	16.999	3.3882E-2	7.358E-2	1.3221	0.4450	0.2463	2.3087	0.3106	0.1799	0.3342	0.1753	0.2622	0.2269	0.2275	0.2835	0.2196	0.2807	0.2651	0.2346	1.0936E-3	5.3029E-4	1.0731E-3	0.5082	2.872E-2	0.244	4.804	214.157
49000000	12.000	15.643	18.542	0.1030	2.7848E-2	1.0798	0.4446	0.2610	2.2944	0.2914	0.1769	0.3551	0.1766	0.2555	0.2299	0.2120	0.3026	0.2207	0.2779	0.2664	0.2350	1.1222E-3	5.2345E-4	1.0326E-3	0.4418	-6.464E-2	0.498	4.760	217.318
50000000	9.809	20.250	15.601	7.0125E-2	3.0522E-2	1.2312	0.4284	0.2574	2.3142	0.2845	0.1835	0.3506	0.1814	0.2642	0.2254	0.2209	0.2894	0.2126	0.2863	0.2630	0.2381	1.005E-3	3.7475E-4	9.6885E-4	0.3597	-1.9165E-2	0.534	4.720	224.089
51000000	12.237	15.823	20.525	7.1131E-2	2.1722E-2	1.0542	0.4190	0.2347	2.3463	0.2982	0.1765	0.3454	0.1798	0.2655	0.2332	0.2226	0.2786	0.2187	0.2869	0.2627	0.2317	1.1146E-3	5.3179E-4	1.0488E-3	0.4717	1.089E-2	1.402	4.923	212.925
52000000	11.045	17.704	21.836	2.7985E-2	0.1072	1.3137	0.4565	0.2727	2.2708	0.2854	0.1947	0.3448	0.1750	0.2543	0.2351	0.2221	0.2886	0.2117	0.2794	0.2610	0.2479	1.1291E-3	3.8492E-4	1.1102E-3	0.3396	2.9386E-2	0.357	4.605	209.600
53000000	10.890	20.146	17.071	6.9104E-2	4.9715E-2	1.1027	0.4110	0.2726	2.3164	0.2983	0.1973	0.3356	0.1687	0.2542	0.2353	0.2245	0.2860	0.2185	0.2854	0.2644	0.2317	9.9853E-4	4.4073E-4	9.9337E-4	0.4386	-4.8045E-3	0.496	4.853	224.426
54000000	12.859	12.666	20.915	1.7197E-2	0.1032	1.2503	0.4423	0.2637	2.2940	0.2919	0.1893	0.3420	0.1769	0.2650	0.2425	0.2171	0.2754	0.2237	0.2888	0.2615	0.2261	9.9618E-4	4.4323E-4	9.5289E-4	0.4265	-4.5473E-2	0.247	4.593	235.466
55000000	12.067	20.068	19.319	8.6186E-2	2.6354E-2	1.1495	0.4597	0.2362	2.3042	0.2913	0.1860	0.3440	0.1786	0.2582	0.2295	0.2238	0.2885	0.2144	0.2847	0.2664	0.2346	1.0142E-3	5.0508E-4	9.4735E-4	0.4850	-7.5438E-2	0.108	4.684	231.191
56000000	13.523	17.953	18.514	5.132E-2	0.1227	1.5149	0.4273	0.2478	2.3249	0.3012	0.1789	0.3473	0.1727	0.2572	0.2178	0.2333	0.2917	0.2233	0.2809	0.2513	0.2446	1.0334E-3	4.4319E-4	9.8353E-4	0.4192	-2.0225E-2	0.399	4.624	226.939
57000000	11.563	19.590	18.636	1.5039E-2	5.3921E-2	1.0212	0.4664	0.2258	2.3079	0.2807	0.1934	0.3421	0.1838	0.2698	0.2323	0.2076	0.2903	0.2155	0.2860	0.2595	0.2391	1.0083E-3	3.675E-4	9.6254E-4	0.3799	-1.1231E-2	0.194	4.700	230.310
58000000	13.034	19.028	20.296	2.2126E-2	4.5213E-2	1.1711	0.4235	0.2106	2.3659	0.2931	0.1893	0.3361	0.1815	0.2542	0.2352	0.2248	0.2857	0.2330	0.2906	0.2536	0.2229	1.0308E-3	4.1343E-4	1.0228E-3	0.3977	-6.2641E-2	0.514	4.602	222.863
59000000	14.510	16.186	18.559	5.8097E-2	7.21E-2	1.1620	0.4264	0.2544	2.3191	0.2935	0.1927	0.3391	0.1748	0.2542	0.2394	0.2138	0.2926	0.2187	0.2755	0.2580	0.2478	1.0447E-3	4.0612E-4	1.0277E-3	0.3877	5.6272E-2	0.502	4.610	226.286
60000000	12.052	13.440	18.353	5.3765E-2	5.3707E-2	0.9283	0.4959	0.2490	2.2550	0.2806	0.1940	0.3424	0.1830	0.2616	0.2393	0.2177	0.2814	0.2348	0.2872	0.2472	0.2308	1.1114E-3	5.4534E-4	1.0364E-3	0.4459	-7.4549E-2	0.593	4.726	219.229
61000000	13.686	31.449	16.814	2.1255E-2	8.5629E-2	1.1676	0.4587	0.2542	2.2870	0.2884	0.1988	0.3408	0.1720	0.2611	0.2340	0.2241	0.2808	0.2178	0.2726	0.2804	0.2292	1.0755E-3	4.5037E-4	1.0464E-3	0.4331	-4.8637E-2	0.253	4.548	213.598
62000000	12.541	13.615	21.743	0.1104	0.1284	1.2914	0.4936	0.2681	2.2382	0.2911	0.1765	0.3559	0.1765	0.2493	0.2484	0.2256	0.2766	0.2206	0.2895	0.2489	0.2411	1.0655E-3	4.6069E-4	1.0312E-3	0.4283	3.7046E-2	0.389	4.616	218.907
63000000	9.815	12.508	17.604	3.6799E-2	0.1701	1.0732	0.4115	0.2368	2.3517	0.2999	0.1881	0.3309	0.1811	0.2602	0.2237	0.2307	0.2854	0.2296	0.2802	0.2615	0.2287	1.0112E-3	4.267E-4	1.014E-3	0.4100	-6.1397E-2	0.370	4.657	213.139
64000000	11.549	17.593	15.093	3.8609E-2	6.4279E-2	0.9728	0.4613	0.2510	2.2878	0.2840	0.1916	0.3488	0.1756	0.2616	0.2269	0.2216	0.2898	0.2359	0.2816	0.2563	0.2262	1.1019E-3	6.1127E-4	1.0756E-3	0.5012	-3.6928E-2	0.714	4.606	215.091
65000000	12.639	17.155	17.993	5.8418E-2	9.4709E-2	1.1907	0.4571	0.2423	2.3006	0.2858	0.1877	0.3505	0.1760	0.2727	0.2259	0.2138	0.2876	0.2176	0.2887	0.2617	0.2320	1.1234E-3	4.9111E-4	1.1051E-3	0.4396	-4.1208E-2	0.101	4.526	204.518
66000000	10.470	19.835	18.310	1.835E-2	0.1216	1.1594	0.4325	0.2734	2.2941	0.2928	0.1745	0.3529	0.1799	0.2637	0.2302	0.2144	0.2917	0.2171	0.2787	0.2562	0.2479	1.0114E-3	4.0124E-4	1.0067E-3	0.3961	-6.5436E-2	0.241	4.826	220.443
67000000	12.201	19.114	17.085	5.8043E-2	5.7312E-2	1.1463	0.3937	0.2740	2.3323	0.2993	0.1896	0.3414	0.1697	0.2733	0.2197	0.2183	0.2887	0.2304	0.2823	0.2546	0.2328	9.7076E-4	3.8753E-4	9.235E-4	0.3908	2.1858E-2	0.348	4.570	233.887
68000000	13.674	16.850	20.778	1.6873E-2	1.6064E-2	1.0742	0.4510	0.2713	2.2777	0.2885	0.1878	0.3535	0.1702	0.2501	0.2371	0.2232	0.2895	0.2229	0.2791	0.2608	0.2371	1.0081E-3	4.4751E-4	1.0077E-3	0.4114	-6.2141E-3	0.673	4.610	222.351
69000000	18.177	15.814	22.467	5.8514E-2	1.14E-2	0.9065	0.4629	0.2801	2.2571	0.2813	0.1886	0.3522	0.1779	0.2632	0.2375	0.2122	0.2871	0.2151	0.2889	0.2572	0.2388	1.0662E-3	4.0506E-4	1.0209E-3	0.3828	2.0977E-2	0.348	4.522	223.086
70000000	14.307	18.855	18.458	4.7691E-2	0.1032	1.1706	0.4979	0.2624	2.2397	0.2796	0.1890	0.3517	0.1797	0.2556	0.2437	0.2296	0.2711	0.2202	0.2868	0.2583	0.2347	1.0243E-3	3.1733E-4	9.9846E-4	0.3048	-8.0127E-2	0.314	4.560	228.810
71000000	13.189	22.504	18.597	1.7005E-2	3.5167E-2	1.0796	0.4192	0.2838	2.2971	0.2916	0.2068	0.3339	0.1678	0.2652	0.2390	0.2147	0.2811	0.2195	0.2944	0.2573	0.2288	1.039E-3	4.8878E-4	9.6089E-4	0.4744	-2.4132E-2	0.222	4.788	233.317
72000000	11.610	22.193	21.689	3.2925E-2	4.1722E-2	1.0974	0.4790	0.2641	2.2568	0.2831	0.1848	0.3573	0.1748	0.2523	0.2377	0.2201	0.2899	0.2165	0.2985	0.2470	0.2379	9.9779E-4	3.7133E-4	1.0253E-3	0.3995	-1.4502E-2	0.218	4.784	216.676
73000000	10.024	25.832	17.097	2.9745E-2	9.0506E-2	1.0988	0.4487	0.2843	2.2669	0.2844	0.1862	0.3407	0.1886	0.2633	0.2433	0.2165	0.2769	0.2270	0.2704	0.2660	0.2366	9.6199E-4	3.4209E-4	9.2579E-4	0.3591	-7.7839E-2	0.154	4.905	241.925
74000000	13.709	24.510	20.129	4.0871E-2	5.3047E-2	1.4864	0.4741	0.2899	2.2360	0.3016	0.1935	0.3287	0.1762	0.2559	0.2248	0.2260	0.2934	0.2225	0.2852	0.2552	0.2371	1.1158E-3	4.9284E-4	1.0916E-3	0.4048	2.456E-2	0.233	4.638	219.154
75000000	11.809	14.272	19.140	5.1376E-2	2.8666E-3	1.2633	0.4172	0.2675	2.3153	0.2839	0.1853	0.3573	0.1735	0.2612	0.2283	0.2177	0.2929	0.2249	0.2823	0.2694	0.2234	9.695E-4	3.8824E-4	9.3334E-4	0.3977	-0.1026	0.178	4.718	239.421
76000000	15.442	20.412	17.956	3.8835E-2	0.1845	1.0911	0.4414	0.2497	2.3089	0.3051	0.1931	0.3328	0.1690	0.2581	0.2249	0.2199	0.2971	0.2235	0.2904	0.2572	0.2288	1.0657E-3	5.1996E-4	9.9712E-4	0.4704	-6.4627E-2	0.215	4.626	222.758
77000000	10.144	35.302	18.756	8.349E-2	0.1119	1.1347	0.4428	0.2491	2.3081	0.2950	0.1843	0.3470	0.1737	0.2593	0.2376	0.2173	0.2858	0.2080	0.2800	0.2673	0.2447	1.1024E-3	5.3039E-4	1.0721E-3	0.4581	-9.5184E-3	0.284	4.594	210.585
78000000	19.980	13.641	19.249	1.2533E-2	7.5981E-2	0.9865	0.4340	0.2386	2.3275	0.2899	0.1927	0.3345	0.1829	0.2632	0.2329	0.2268	0.2771	0.2275	0.2850	0.2641	0.2235	9.7238E-4	3.997E-4	9.5702E-4	0.4236	6.4383E-2	0.469	4.732	228.399
79000000	16.010	19.728	23.061	3.2322E-2	3.1578E-2	0.8957	0.4413	0.2370	2.3218	0.2915	0.1864	0.3348	0.1873	0.2713	0.2326	0.2233	0.2728	0.2273	0.2812	0.2540	0.2376	9.7778E-4	4.5622E-4	9.6302E-4	0.4656	-0.1078	0.355	4.699	230.715
80000000	14.670	19.886	21.442	6.2439E-2	0.1159	1.0766	0.4506	0.2741	2.2753	0.2893	0.1944	0.3338	0.1825	0.2535	0.2335	0.2304	0.2826	0.2264	0.2807	0.2547	0.2382	9.6566E-4	3.3464E-4	9.2263E-4	0.3784	-2.8282E-2	0.253	4.598	233.747
81000000	12.470	19.449	21.785	4.3971E-2	3.2585E-2	1.2158	0.4785	0.2411	2.2804	0.2981	0.1901	0.3391	0.1728	0.2440	0.2426	0.2339	0.2796	0.2251	0.2837	0.2587	0.2325	1.0101E-3	3.946E-4	9.7914E-4	0.3700	-2.6648E-2	0.283	4.663	228.764
82000000	10.079	18.509	17.933	2.3628E-2	2.3388E-2	1.1853	0.4622	0.2184	2.3194	0.2897	0.1864	0.3450	0.1788	0.2628	0.2402	0.2143	0.2827	0.2172	0.2829	0.2630	0.2368	1.1043E-3	5.2816E-4	1.0073E-3	0.4516	-3.6951E-2	0.186	4.687	221.968
83000000	13.307	17.775	18.560	0.1274	0.1082	1.1275	0.4315	0.2588	2.3097	0.2892	0.1922	0.3341	0.1845	0.2616	0.2396	0.2273	0.2716	0.2227	0.2736	0.2641	0.2396	1.0753E-3	4.663E-4	1.055E-3	0.4266	-2.4158E-2	0.169	4.600	209.592
84000000	12.433	14.695	20.087	4.597E-2	3.9839E-3	1.1484	0.4230	0.2460	2.3310	0.2928	0.1853	0.3480	0.1739	0.2710	0.2230	0.2123	0.2938	0.2245	0.2856	0.2629	0.2270	9.5324E-4	5.1706E-4	9.556E-4	0.5562	-5.1573E-2	0.272	4.813	227.775
