state	cp1.kappa	cp2.kappa	cp3.kappa	cp1.alpha	cp2.alpha	cp3.alpha	cp1.mu	cp2.mu	cp3.mu	cp1.frequencies1	cp1.frequencies2	cp1.frequencies3	cp1.frequencies4	cp2.frequencies1	cp2.frequencies2	cp2.frequencies3	cp2.frequencies4	cp3.frequencies1	cp3.frequencies2	cp3.frequencies3	cp3.frequencies4	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	skygrid.precision	rootHeight	treeLength
21000000	12.908	25.489	18.627	6.9084E-2	8.8428E-2	0.9799	0.4686	0.2330	2.2984	0.2980	0.1894	0.3343	0.1783	0.2604	0.2373	0.2210	0.2814	0.2203	0.2884	0.2662	0.2251	9.9777E-4	4.6624E-4	9.6576E-4	0.4518	2.6202E-2	0.191	4.615	231.798
22000000	12.099	20.405	18.156	2.5238E-2	9.3333E-2	1.0573	0.4877	0.2351	2.2772	0.3000	0.1868	0.3442	0.1690	0.2557	0.2372	0.2085	0.2985	0.2241	0.2768	0.2626	0.2366	1.0345E-3	4.1783E-4	1.0058E-3	0.4029	-7.3503E-3	0.189	4.804	235.252
23000000	15.170	16.223	18.706	9.4611E-2	7.2813E-2	1.1435	0.4491	0.2671	2.2839	0.2824	0.1926	0.3418	0.1831	0.2607	0.2271	0.2316	0.2806	0.2267	0.2725	0.2639	0.2369	1.0181E-3	5.5242E-4	9.6169E-4	0.5240	-1.283E-2	0.246	4.670	225.410
24000000	10.847	13.542	19.710	8.4399E-2	7.375E-2	0.9977	0.4182	0.2531	2.3286	0.2864	0.2049	0.3395	0.1691	0.2532	0.2520	0.2151	0.2797	0.2168	0.2935	0.2575	0.2322	9.6562E-4	4.0385E-4	9.8359E-4	0.4141	5.6592E-3	0.130	4.698	228.700
25000000	11.322	15.789	17.804	2.9503E-2	6.8176E-2	1.1113	0.4804	0.2535	2.2661	0.2970	0.1839	0.3464	0.1726	0.2590	0.2314	0.2139	0.2957	0.2164	0.2793	0.2702	0.2341	1.1102E-3	4.8119E-4	1.0244E-3	0.4583	4.7481E-4	0.432	4.666	219.291
26000000	11.930	15.325	21.745	0.1211	0.1083	1.1717	0.4806	0.2382	2.2813	0.2864	0.1932	0.3445	0.1760	0.2673	0.2325	0.2152	0.2851	0.2187	0.2802	0.2582	0.2429	1.0682E-3	4.7753E-4	1.0085E-3	0.4102	-5.9819E-2	0.147	4.634	214.749
27000000	11.177	20.856	21.913	7.4497E-2	0.1321	1.0045	0.4364	0.2702	2.2934	0.2857	0.1910	0.3553	0.1680	0.2552	0.2421	0.2216	0.2811	0.2164	0.2972	0.2534	0.2329	1.0875E-3	5.0315E-4	1.0652E-3	0.4552	9.9313E-3	0.474	4.607	214.226
28000000	9.762	22.199	20.234	8.2941E-2	0.1833	1.0006	0.4376	0.2703	2.2921	0.2956	0.1839	0.3563	0.1642	0.2609	0.2312	0.2218	0.2861	0.2327	0.2824	0.2544	0.2306	1.0972E-3	4.266E-4	1.079E-3	0.4133	-4.1417E-2	0.524	4.798	210.149
29000000	11.323	15.692	16.890	5.8458E-2	4.3626E-2	0.9332	0.4665	0.2527	2.2808	0.2892	0.1908	0.3384	0.1816	0.2548	0.2383	0.2203	0.2866	0.2095	0.2891	0.2767	0.2246	1.1456E-3	5.2959E-4	1.0662E-3	0.4508	-5.8678E-2	0.186	5.040	210.827
30000000	12.587	14.134	20.318	4.8091E-2	7.4093E-2	0.9821	0.4156	0.2601	2.3243	0.3026	0.1884	0.3350	0.1740	0.2523	0.2385	0.2278	0.2814	0.2200	0.2787	0.2624	0.2389	1.182E-3	6.6131E-4	1.1103E-3	0.5381	-1.7379E-2	0.278	4.511	204.508
31000000	11.610	29.958	19.632	8.9889E-2	0.2621	1.2303	0.4495	0.2513	2.2992	0.2913	0.1936	0.3234	0.1918	0.2599	0.2434	0.2185	0.2782	0.2187	0.2941	0.2585	0.2286	1.1269E-3	5.1066E-4	1.048E-3	0.4263	-6.1625E-2	0.627	4.570	224.584
32000000	13.350	20.613	17.289	3.5245E-2	9.7271E-2	1.3332	0.4253	0.2700	2.3047	0.2761	0.1951	0.3479	0.1809	0.2616	0.2334	0.2135	0.2916	0.2230	0.2828	0.2559	0.2382	1.1529E-3	5.4468E-4	1.1263E-3	0.4435	-5.0851E-2	0.181	4.492	206.300
33000000	12.002	13.863	18.225	5.6577E-2	6.3623E-2	1.1317	0.4564	0.2938	2.2498	0.2954	0.1948	0.3293	0.1805	0.2615	0.2395	0.2311	0.2680	0.2231	0.2853	0.2637	0.2278	1.1247E-3	5.1851E-4	1.0601E-3	0.4613	-4.8769E-2	0.264	4.506	213.452
34000000	11.594	14.824	17.353	2.0296E-2	9.071E-2	1.3676	0.4543	0.2443	2.3014	0.2848	0.1954	0.3385	0.1814	0.2602	0.2343	0.2280	0.2774	0.2274	0.2876	0.2579	0.2271	1.2081E-3	6.1765E-4	1.0739E-3	0.4847	-0.1210	0.203	4.629	220.351
35000000	14.473	28.118	16.984	0.1145	0.1529	1.1680	0.4408	0.2511	2.3081	0.3008	0.1922	0.3346	0.1724	0.2614	0.2360	0.2249	0.2777	0.2158	0.2844	0.2754	0.2245	1.112E-3	5.1608E-4	1.063E-3	0.4192	-3.4747E-3	0.218	4.611	215.650
36000000	12.190	19.784	19.192	6.7986E-2	6.3856E-2	1.0086	0.4607	0.2598	2.2794	0.2754	0.1906	0.3520	0.1820	0.2502	0.2366	0.2222	0.2910	0.2220	0.2957	0.2562	0.2260	1.1292E-3	5.262E-4	1.0416E-3	0.4644	-3.1104E-2	0.245	4.598	217.506
37000000	13.173	17.843	20.042	5.056E-2	0.1015	0.9945	0.4317	0.2322	2.3361	0.2825	0.1900	0.3474	0.1802	0.2638	0.2297	0.2183	0.2882	0.2217	0.2843	0.2583	0.2357	9.9084E-4	4.6181E-4	9.4348E-4	0.4663	-1.8509E-2	0.264	4.792	231.741
38000000	9.242	15.500	22.123	4.4426E-2	8.1216E-3	1.5532	0.4284	0.2638	2.3078	0.2880	0.1959	0.3373	0.1788	0.2654	0.2335	0.2131	0.2880	0.2078	0.2957	0.2640	0.2325	9.3438E-4	4.647E-4	9.2159E-4	0.4981	-5.4691E-3	0.544	4.928	238.636
39000000	12.706	24.471	18.401	6.1952E-2	1.0082E-2	0.9522	0.4833	0.2398	2.2769	0.2735	0.1871	0.3557	0.1837	0.2561	0.2291	0.2225	0.2923	0.2242	0.2762	0.2693	0.2304	9.3108E-4	4.555E-4	9.0203E-4	0.4697	-5.1316E-2	0.621	4.955	246.654
40000000	11.406	17.643	15.902	4.9551E-2	0.1170	1.0236	0.4469	0.2769	2.2762	0.2936	0.1859	0.3465	0.1740	0.2495	0.2220	0.2464	0.2821	0.2268	0.2834	0.2635	0.2263	1.0305E-3	5.2675E-4	9.7026E-4	0.4705	1.6734E-2	0.783	4.637	228.545
41000000	12.238	13.561	19.989	4.6516E-2	5.5708E-2	1.0581	0.4602	0.2653	2.2746	0.3020	0.1742	0.3431	0.1808	0.2607	0.2336	0.2242	0.2815	0.2311	0.2724	0.2608	0.2357	1.0596E-3	4.9727E-4	9.9535E-4	0.4904	1.0173E-2	0.193	4.552	223.798
42000000	9.650	16.436	20.041	5.8461E-2	0.3705	1.2875	0.4255	0.2505	2.3240	0.2830	0.1934	0.3496	0.1739	0.2545	0.2341	0.2245	0.2869	0.2242	0.2882	0.2688	0.2188	1.0707E-3	4.9949E-4	1.0382E-3	0.4612	-1.9932E-2	0.348	4.523	211.773
43000000	13.595	12.335	17.111	6.0756E-2	0.1159	1.0559	0.4607	0.2473	2.2920	0.2843	0.1910	0.3426	0.1821	0.2646	0.2255	0.2231	0.2868	0.2140	0.2824	0.2643	0.2394	1.0107E-3	4.5865E-4	9.5614E-4	0.4234	-4.6423E-2	0.434	4.612	224.443
44000000	10.206	12.744	19.345	0.1222	0.1189	1.1819	0.4283	0.2963	2.2754	0.2901	0.1808	0.3448	0.1843	0.2579	0.2297	0.2263	0.2862	0.2191	0.3007	0.2503	0.2299	1.0992E-3	5.6933E-4	1.0486E-3	0.5151	7.8621E-3	0.981	4.775	215.492
45000000	15.147	15.900	19.199	3.1946E-2	2.0291E-2	1.1470	0.4145	0.2737	2.3118	0.2898	0.1739	0.3430	0.1932	0.2457	0.2310	0.2238	0.2994	0.2279	0.2823	0.2490	0.2407	9.7636E-4	4.1299E-4	9.4889E-4	0.4137	-1.4462E-2	0.306	4.727	232.017
46000000	10.104	19.440	19.167	7.4705E-2	4.5526E-2	1.0077	0.4774	0.2399	2.2827	0.2938	0.1870	0.3429	0.1762	0.2607	0.2371	0.2112	0.2910	0.2290	0.2786	0.2592	0.2333	9.9064E-4	3.8829E-4	9.3449E-4	0.4218	7.7973E-2	0.611	4.609	238.345
47000000	13.172	19.024	19.468	4.5239E-2	2.2286E-2	1.3019	0.4237	0.2718	2.3046	0.2944	0.1925	0.3394	0.1737	0.2580	0.2365	0.2254	0.2801	0.2190	0.2850	0.2616	0.2345	1.0561E-3	4.7056E-4	1.0051E-3	0.4299	-2.4102E-2	0.353	4.691	230.485
48000000	13.447	14.268	18.369	1.8765E-2	9.9538E-2	1.2597	0.4005	0.2274	2.3722	0.2741	0.1835	0.3646	0.1779	0.2514	0.2397	0.2174	0.2915	0.2228	0.2846	0.2622	0.2305	9.8304E-4	4.3213E-4	9.1967E-4	0.4100	-9.0776E-3	0.259	4.573	242.776
49000000	17.043	21.557	19.368	9.1396E-2	5.5447E-2	1.1539	0.4139	0.2457	2.3404	0.2954	0.1789	0.3417	0.1840	0.2701	0.2347	0.2173	0.2779	0.2139	0.2814	0.2623	0.2424	9.4656E-4	4.2143E-4	9.2964E-4	0.4179	1.8958E-2	0.084	4.613	235.121
50000000	17.632	14.031	19.806	8.9414E-2	7.0915E-2	1.1274	0.4436	0.2796	2.2768	0.2910	0.1971	0.3362	0.1756	0.2463	0.2488	0.2240	0.2809	0.2225	0.2835	0.2583	0.2357	9.6906E-4	4.7941E-4	9.2225E-4	0.5210	7.5959E-2	0.264	4.607	237.458
51000000	11.336	23.497	19.793	1.1867E-2	0.1383	1.1027	0.4559	0.2744	2.2697	0.2831	0.1895	0.3444	0.1829	0.2675	0.2231	0.2137	0.2957	0.2212	0.2923	0.2536	0.2329	9.7465E-4	4.9067E-4	9.6201E-4	0.5185	-3.8852E-2	0.119	4.592	233.491
52000000	10.536	21.510	21.473	1.3922E-2	3.2032E-2	1.2688	0.4482	0.2617	2.2900	0.2913	0.1836	0.3486	0.1764	0.2529	0.2354	0.2258	0.2859	0.2167	0.2879	0.2662	0.2292	9.398E-4	2.85E-4	9.4364E-4	0.3297	-8.0808E-2	0.177	4.683	243.561
53000000	9.683	16.588	18.176	4.4011E-2	5.3011E-2	1.2029	0.4093	0.2516	2.3391	0.2952	0.1953	0.3402	0.1692	0.2580	0.2417	0.2073	0.2930	0.2213	0.2754	0.2746	0.2286	9.8914E-4	3.7222E-4	9.712E-4	0.3580	-3.1121E-2	0.440	4.625	235.898
54000000	10.043	18.868	16.320	1.7966E-2	1.5863E-2	1.0859	0.4633	0.2594	2.2772	0.2891	0.1838	0.3511	0.1760	0.2553	0.2469	0.2204	0.2774	0.2157	0.2869	0.2568	0.2406	9.8305E-4	4.6551E-4	9.5787E-4	0.4501	5.3496E-2	0.266	4.898	232.270
55000000	11.700	13.153	19.718	0.1134	3.6633E-2	1.2239	0.4298	0.2663	2.3039	0.2908	0.1957	0.3450	0.1685	0.2712	0.2263	0.2196	0.2829	0.2215	0.2919	0.2421	0.2445	9.3458E-4	3.3087E-4	9.3138E-4	0.3625	-2.6982E-2	0.293	4.696	234.547
56000000	10.298	14.690	16.684	0.1173	6.9855E-2	1.0262	0.4786	0.2590	2.2624	0.2864	0.1890	0.3544	0.1702	0.2544	0.2347	0.2172	0.2937	0.2205	0.2738	0.2629	0.2428	9.4912E-4	3.1764E-4	9.3661E-4	0.3343	-9.0993E-3	0.193	4.651	233.327
57000000	12.128	18.014	18.546	0.1409	4.717E-2	1.2389	0.4736	0.2543	2.2720	0.2821	0.1825	0.3627	0.1727	0.2589	0.2440	0.2133	0.2839	0.2235	0.2814	0.2675	0.2276	9.8978E-4	4.6041E-4	9.7608E-4	0.4508	-8.1577E-2	0.199	4.932	232.301
58000000	12.093	15.929	20.660	2.0555E-2	0.1180	1.3827	0.4757	0.2377	2.2866	0.2946	0.1735	0.3401	0.1917	0.2576	0.2314	0.2239	0.2871	0.2258	0.2803	0.2560	0.2379	1.0098E-3	4.1428E-4	9.7138E-4	0.4211	-0.1340	0.177	4.750	229.821
59000000	14.528	11.035	19.250	3.218E-2	1.7505E-2	1.0611	0.4212	0.2615	2.3174	0.2961	0.1912	0.3402	0.1725	0.2711	0.2324	0.2158	0.2808	0.2161	0.2840	0.2627	0.2372	9.785E-4	3.0116E-4	9.4699E-4	0.3322	-1.4534E-2	0.206	4.631	236.165
60000000	11.965	16.513	17.871	1.4732E-2	4.9221E-2	1.2254	0.4543	0.2569	2.2887	0.2776	0.1962	0.3456	0.1806	0.2518	0.2441	0.2216	0.2825	0.2157	0.2870	0.2570	0.2403	9.6024E-4	3.7818E-4	9.5068E-4	0.3936	0.1253	0.342	4.563	235.244
61000000	10.819	18.441	17.223	4.8108E-2	7.5665E-2	1.0805	0.4241	0.2260	2.3499	0.2978	0.1936	0.3460	0.1626	0.2665	0.2251	0.2205	0.2879	0.2187	0.2868	0.2527	0.2418	1.0902E-3	4.8102E-4	9.9079E-4	0.4136	4.296E-2	0.103	4.660	230.731
62000000	9.419	20.470	20.826	0.1017	8.5169E-2	1.2749	0.4345	0.2418	2.3237	0.2854	0.1962	0.3329	0.1855	0.2593	0.2294	0.2242	0.2871	0.2215	0.2849	0.2628	0.2309	1.0225E-3	4.301E-4	9.9402E-4	0.3817	4.8933E-2	0.483	4.619	225.536
63000000	13.170	26.488	20.765	6.9633E-2	4.6122E-2	1.0622	0.4268	0.2628	2.3104	0.2744	0.1945	0.3575	0.1735	0.2721	0.2344	0.2095	0.2839	0.2216	0.2841	0.2640	0.2304	1.0045E-3	4.2166E-4	9.6105E-4	0.4045	-4.6277E-2	0.292	4.713	233.954
64000000	13.175	18.983	17.426	5.2042E-2	2.4203E-2	1.1239	0.4430	0.2552	2.3018	0.2925	0.1827	0.3366	0.1881	0.2662	0.2267	0.2189	0.2882	0.2234	0.2736	0.2720	0.2309	1.0862E-3	5.2544E-4	1.0442E-3	0.4820	-3.5155E-2	0.247	4.784	216.013
65000000	14.329	25.831	18.555	2.7459E-2	0.1035	1.2211	0.4243	0.2504	2.3253	0.2856	0.1937	0.3470	0.1737	0.2656	0.2345	0.2203	0.2796	0.2119	0.2784	0.2671	0.2426	9.9031E-4	3.1548E-4	9.658E-4	0.2993	1.3287E-2	0.193	4.594	224.571
66000000	12.863	21.186	17.826	5.107E-2	4.8827E-2	0.7982	0.4219	0.2573	2.3208	0.2908	0.1851	0.3452	0.1789	0.2577	0.2290	0.2239	0.2895	0.2365	0.2783	0.2505	0.2347	9.5593E-4	3.545E-4	9.4221E-4	0.3858	-1.107E-2	0.360	4.636	234.493
67000000	13.376	11.941	16.694	2.927E-2	9.2953E-3	0.8444	0.4133	0.2645	2.3222	0.2899	0.1843	0.3546	0.1712	0.2613	0.2378	0.2158	0.2851	0.2125	0.2821	0.2690	0.2364	9.9897E-4	4.3391E-4	9.6586E-4	0.4406	-2.0269E-2	0.327	4.697	227.704
68000000	10.721	28.419	16.245	6.4826E-2	0.1027	0.9796	0.4662	0.2327	2.3010	0.2785	0.1860	0.3531	0.1824	0.2565	0.2386	0.2138	0.2911	0.2157	0.2870	0.2667	0.2306	9.5645E-4	4.6642E-4	9.15E-4	0.4661	-2.5056E-3	0.255	4.744	235.256
69000000	9.248	14.449	18.254	7.574E-2	0.1086	1.2973	0.4317	0.2672	2.3011	0.2878	0.1976	0.3393	0.1753	0.2572	0.2414	0.2185	0.2829	0.2277	0.2704	0.2586	0.2433	1.0081E-3	4.2628E-4	9.6476E-4	0.3849	-6.6743E-2	0.322	4.681	234.536
70000000	9.530	26.297	19.851	8.1688E-2	6.9807E-2	1.1978	0.4118	0.2490	2.3391	0.2919	0.1934	0.3365	0.1782	0.2700	0.2296	0.2173	0.2831	0.2123	0.2787	0.2653	0.2437	9.8365E-4	3.9645E-4	9.5004E-4	0.3883	-4.8505E-2	0.604	4.797	235.510
71000000	15.323	17.303	17.203	8.6943E-2	1.5631E-2	1.0636	0.4175	0.2982	2.2843	0.2816	0.1976	0.3560	0.1648	0.2588	0.2209	0.2224	0.2979	0.2297	0.2861	0.2507	0.2335	1.0066E-3	4.2441E-4	9.7826E-4	0.4404	-4.0872E-2	0.333	4.716	221.636
72000000	11.822	13.108	16.469	5.2219E-2	7.5188E-2	1.0829	0.4962	0.2622	2.2416	0.3001	0.2023	0.3314	0.1663	0.2629	0.2303	0.2231	0.2837	0.2268	0.2854	0.2443	0.2434	1.0951E-3	4.6057E-4	1.0445E-3	0.4462	-6.399E-2	0.313	4.733	210.581
73000000	13.034	27.222	19.379	7.6724E-2	0.1017	1.2212	0.4356	0.2303	2.3341	0.2914	0.1854	0.3407	0.1824	0.2640	0.2310	0.2232	0.2817	0.2183	0.2864	0.2642	0.2311	1.0373E-3	4.7216E-4	9.8382E-4	0.4124	-2.5586E-2	0.121	4.602	225.262
74000000	12.426	15.764	18.299	3.5901E-2	0.2122	0.9611	0.4416	0.2428	2.3156	0.2793	0.1852	0.3615	0.1740	0.2704	0.2291	0.2263	0.2742	0.2165	0.2792	0.2611	0.2432	1.0444E-3	4.5633E-4	1.0054E-3	0.4124	3.1343E-3	0.149	4.609	224.179
75000000	15.859	18.354	18.803	6.3898E-2	0.1182	1.0895	0.4211	0.2752	2.3037	0.3005	0.1934	0.3306	0.1755	0.2591	0.2344	0.2245	0.2820	0.2167	0.2858	0.2603	0.2373	1.0002E-3	3.4338E-4	9.8796E-4	0.3556	-1.0355E-2	0.495	5.002	228.723
76000000	10.186	17.939	17.804	5.7106E-2	6.8662E-2	1.0575	0.4288	0.2654	2.3058	0.3022	0.1881	0.3373	0.1725	0.2641	0.2209	0.2193	0.2957	0.2181	0.2813	0.2618	0.2388	9.636E-4	3.7337E-4	9.4954E-4	0.3927	3.2364E-2	0.222	4.679	231.180
77000000	14.491	13.503	20.748	6.1029E-3	1.4757E-2	0.9664	0.4433	0.2448	2.3119	0.3042	0.1888	0.3361	0.1708	0.2586	0.2379	0.2259	0.2775	0.2265	0.2814	0.2650	0.2271	1.0253E-3	4.0132E-4	9.8087E-4	0.3640	-6.2366E-2	0.319	4.807	235.787
78000000	11.767	15.094	19.852	3.7282E-2	0.1285	1.2547	0.4712	0.2477	2.2811	0.2929	0.1802	0.3393	0.1875	0.2710	0.2236	0.2190	0.2864	0.2217	0.2899	0.2543	0.2342	9.5456E-4	3.3887E-4	9.5211E-4	0.3395	-4.5456E-2	0.688	4.909	241.404
79000000	15.890	16.350	16.791	4.2102E-2	5.5271E-2	1.1500	0.4392	0.2098	2.3509	0.2856	0.1873	0.3560	0.1711	0.2507	0.2366	0.2147	0.2980	0.2194	0.2869	0.2670	0.2267	1.0369E-3	5.2001E-4	1.0155E-3	0.4829	-3.333E-3	0.180	4.739	225.733
80000000	11.803	12.733	17.584	7.1815E-2	6.0565E-2	1.0858	0.3923	0.2704	2.3373	0.2891	0.1905	0.3367	0.1837	0.2651	0.2387	0.2194	0.2769	0.2232	0.2776	0.2590	0.2402	9.6799E-4	4.4854E-4	9.4699E-4	0.4689	3.6982E-2	0.337	4.695	238.059
81000000	10.596	27.773	18.213	4.6462E-3	0.1864	1.0891	0.4667	0.2212	2.3121	0.2921	0.1926	0.3386	0.1768	0.2700	0.2264	0.2231	0.2805	0.2177	0.2875	0.2656	0.2292	9.7949E-4	3.3926E-4	9.8618E-4	0.3350	-4.0441E-2	0.189	4.686	231.221
82000000	12.342	28.393	17.467	2.3622E-2	9.5295E-2	1.1694	0.4510	0.2631	2.2859	0.2885	0.1884	0.3531	0.1700	0.2653	0.2431	0.2121	0.2795	0.2162	0.2867	0.2580	0.2390	1.1143E-3	5.9641E-4	1.0259E-3	0.4938	3.0195E-2	0.166	4.674	219.993
83000000	14.016	15.871	19.460	3.5888E-2	5.1908E-2	1.3406	0.4272	0.2237	2.3491	0.2990	0.1823	0.3357	0.1830	0.2516	0.2368	0.2271	0.2845	0.2192	0.2849	0.2570	0.2389	1.126E-3	5.1484E-4	1.0723E-3	0.4616	2.2649E-2	0.572	4.614	210.045
84000000	13.484	17.490	17.701	2.8804E-3	0.1362	1.3859	0.4460	0.2555	2.2985	0.2880	0.1930	0.3385	0.1805	0.2554	0.2412	0.2182	0.2852	0.2164	0.2893	0.2536	0.2407	1.0264E-3	4.118E-4	1.0548E-3	0.3965	-5.3017E-2	0.302	4.809	210.415
