taxon	date
KJ501348_2003.6877_USA_NM_Socorro_-106.9303_34.0072	2003-09-09
KJ501349_2003.5781_USA_ND_Logan_-99.4775_46.4574	2003-07-31
KJ501350_2003.5945_USA_ND_Sargent_-97.6307_46.1079	2003-08-06
KJ501354_2003.7315_USA_OK_Payne_-96.9758_36.0773	2003-09-25
KJ501361_2001.7589_USA_OH_Knox_-82.4215_40.3988	2001-10-05
KJ501362_2001.7479_USA_OH_Cuyahoga_-81.6586_41.4243	2001-10-01
KJ501363_2001.7014_USA_OH_Franklin_-83.0093_39.9695	2001-09-14
KJ501372_2003.7699_USA_FL_Seminole_-81.2363_28.7174	2003-10-09
KJ501374_2001.8466_USA_NJ_Union_-74.3107_40.6601	2001-11-06
KJ501376_2002.7096_USA_OH_Medina_-81.8997_41.1176	2002-09-17
KJ501377_2001.6411_USA_OH_Allen_-84.1058_40.7715	2001-08-23
KJ501378_2001.7178_USA_PA_Bucks_-75.1068_40.3369	2001-09-20
KJ501379_2001.737_USA_WI_Dane_-89.4182_43.0673	2001-09-27
KJ501381_2003.5753_USA_MN_LacquiParle_-96.1734_44.9955	2003-07-30
KJ501382_2003.6575_USA_MN_OtterTail_-95.708_46.4088	2003-08-29
KJ501385_2004.5929_USA_MT_Sheridan_-104.5047_48.7212	2004-08-05
KJ501386_2007.5671_USA_MT_Phillips_-107.9133_48.2591	2007-07-27
KJ501395_2001.7562_USA_VA_Arlington_-77.1012_38.8787	2001-10-04
KJ501397_2002.6411_USA_AL_Madison_-86.5501_34.7631	2002-08-23
KJ501440_2008.5765_USA_SD_Day_-97.6074_45.3672	2008-07-30
KJ501441_2008.7486_USA_SD_Pennington_-102.8238_44.0037	2008-10-01
KJ501442_2010.3781_USA_AZ_Maricopa_-112.4912_33.3488	2010-05-19
KJ501443_2001.7973_USA_IL_Will_-87.9787_41.445	2001-10-19
KJ501453_2001.7589_USA_WI_Racine_-88.0613_42.7475	2001-10-05
KJ501454_2001.7589_USA_WI_Dane_-89.4182_43.0673	2001-10-05
KJ501455_2001.7014_USA_AL_Montgomery_-86.2076_32.2202	2001-09-14
KJ501459_2003_USA_OK_Payne_-96.9758_36.0773	2003-01-01
KJ501461_2005.6658_USA_MT_Phillips_-82.7197_27.937	2005-09-01
KJ501462_2002.6959_USA_UT_Weber_-111.9133_41.2699	2002-09-12
KJ501465_2001.6438_USA_MI_Oakland_-83.3858_42.6604	2001-08-24
KJ501466_2002.7178_USA_MI_Lapeer_-83.2218_43.0902	2002-09-20
KJ501467_2002.737_USA_MI_Wayne_-83.2895_42.2865	2002-09-27
KJ501468_2001.737_USA_MS_Adams_-91.3533_31.4829	2001-09-27
