state	cp12.gtr.rates.rateAC	cp12.gtr.rates.rateAG	cp12.gtr.rates.rateAT	cp12.gtr.rates.rateCG	cp12.gtr.rates.rateCT	cp12.gtr.rates.rateGT	cp3.gtr.rates.rateAC	cp3.gtr.rates.rateAG	cp3.gtr.rates.rateAT	cp3.gtr.rates.rateCG	cp3.gtr.rates.rateCT	cp3.gtr.rates.rateGT	nc.gtr.rates.rateAC	nc.gtr.rates.rateAG	nc.gtr.rates.rateAT	nc.gtr.rates.rateCG	nc.gtr.rates.rateCT	nc.gtr.rates.rateGT	cp12.alpha	cp3.alpha	nc.alpha	cp12.frequencies1	cp12.frequencies2	cp12.frequencies3	cp12.frequencies4	cp3.frequencies1	cp3.frequencies2	cp3.frequencies3	cp3.frequencies4	nc.frequencies1	nc.frequencies2	nc.frequencies3	nc.frequencies4	cp12.mu	cp3.mu	nc.mu	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	skygrid.precision	rootHeight	treeLength
11000000	0.6221	2.1309	0.3258	0.1400	2.4681	0.3131	0.3329	2.9172	0.1707	1.9719E-2	2.2651	0.2945	0.2409	2.6000	0.1137	4.0766E-2	2.5028	0.5019	5.1403E-2	0.1775	0.2488	0.3026	0.2131	0.2200	0.2643	0.2405	0.2465	0.2337	0.2793	0.3453	0.2573	0.1613	0.2361	0.3539	2.2555	1.1237	5.7801E-4	7.2045E-4	5.0088E-4	1.2626	0.2568	4.222	21.148	438.176
12000000	0.5515	2.2437	0.3874	9.7601E-2	2.4802	0.2396	0.4936	2.7850	0.2321	4.5115E-2	2.0816	0.3626	0.4479	2.6107	0.1557	7.859E-2	2.2120	0.4951	1.7079E-2	0.1664	0.2319	0.3032	0.2045	0.2257	0.2665	0.2409	0.2462	0.2503	0.2625	0.3306	0.2580	0.1705	0.2409	0.3526	2.1806	1.3859	5.1268E-4	5.6999E-4	4.7364E-4	1.1810	0.1391	11.121	21.500	435.510
13000000	0.5998	2.1122	0.3518	0.1086	2.5200	0.3075	0.3799	2.7549	0.1375	5.1318E-2	2.3276	0.3487	0.2407	2.2021	0.1598	7.3486E-2	2.7570	0.5668	6.4823E-3	0.1784	0.2643	0.3023	0.2081	0.2220	0.2676	0.2347	0.2396	0.2559	0.2698	0.3529	0.2278	0.1827	0.2366	0.3488	2.2208	1.2756	5.5891E-4	6.5996E-4	5.0503E-4	1.3243	5.5954E-2	3.504	21.161	431.782
14000000	0.6348	2.3858	0.2770	0.1159	2.3604	0.2261	0.4087	2.7138	0.2228	2.3287E-2	2.2752	0.3563	0.3085	2.3151	0.1880	0.1749	2.4190	0.5946	5.3839E-3	0.1701	0.3299	0.3076	0.1994	0.2232	0.2698	0.2463	0.2529	0.2428	0.2580	0.3591	0.2473	0.1695	0.2241	0.3510	2.2644	1.1133	5.8734E-4	8.0608E-4	5.1253E-4	1.5688	0.1121	3.476	21.589	445.649
15000000	0.5907	2.4118	0.3496	9.0186E-2	2.3875	0.1702	0.4926	3.0222	0.1676	3.4057E-2	1.9561	0.3274	0.4729	2.4504	0.3038	0.1162	2.1092	0.5475	1.5728E-2	0.1845	0.2563	0.2997	0.2035	0.2346	0.2622	0.2243	0.2480	0.2434	0.2844	0.3407	0.2479	0.1697	0.2417	0.3908	2.1757	1.1438	5.3402E-4	5.1337E-4	5.2531E-4	1.1006	0.1340	36.132	20.906	411.503
16000000	0.4952	2.3803	0.3293	0.1156	2.3915	0.2880	0.3695	2.7627	0.2276	2.4031E-2	2.2533	0.3627	0.3753	2.5186	0.1533	4.0382E-2	2.5240	0.3884	2.8064E-3	0.1652	0.2680	0.3017	0.1989	0.2288	0.2706	0.2267	0.2558	0.2444	0.2731	0.3389	0.2381	0.1803	0.2427	0.3848	2.1919	1.1295	5.3462E-4	6.5191E-4	5.0002E-4	1.3181	0.1004	1.363	19.718	442.130
17000000	0.5838	2.2431	0.2948	0.1283	2.4832	0.2669	0.3970	2.8867	0.2393	3.3811E-2	2.0680	0.3752	0.3318	2.0189	0.1938	0.1310	3.0602	0.2643	2.4552E-2	0.1877	0.2511	0.2952	0.2003	0.2296	0.2749	0.2324	0.2489	0.2465	0.2722	0.3299	0.2524	0.1889	0.2288	0.3836	2.1850	1.1614	5.3728E-4	7.0714E-4	5.0588E-4	1.3225	-4.2621E-3	12.677	19.834	431.908
18000000	0.5663	2.4265	0.2913	0.1037	2.4358	0.1763	0.3618	2.9267	0.2007	2.2349E-2	2.1076	0.3809	0.2500	2.6642	8.2446E-2	0.1718	2.3580	0.4736	2.2215E-2	0.1887	0.1980	0.2959	0.2197	0.2254	0.2590	0.2394	0.2487	0.2416	0.2703	0.3319	0.2686	0.1689	0.2306	0.3579	2.2802	1.0135	5.23E-4	5.9035E-4	4.7965E-4	1.0869	0.1007	1.605	20.368	427.868
19000000	0.6888	2.2048	0.3942	7.6728E-2	2.3742	0.2612	0.3170	2.7952	0.1872	2.9946E-2	2.3347	0.3359	0.1809	2.3212	0.2004	7.272E-2	2.7171	0.5077	3.5673E-2	0.1738	0.2410	0.2929	0.2028	0.2345	0.2698	0.2345	0.2461	0.2422	0.2771	0.3703	0.2172	0.1788	0.2338	0.3657	2.2150	1.1809	6.3069E-4	8.032E-4	5.0825E-4	1.4481	2.8967E-2	1.390	20.201	433.886
20000000	0.5975	2.1332	0.2801	0.1263	2.5034	0.3594	0.3448	2.7877	0.2039	4.2199E-2	2.3043	0.3172	0.2540	2.4934	0.1811	5.2827E-2	2.7289	0.2898	1.3705E-2	0.1866	0.2790	0.3017	0.1993	0.2274	0.2716	0.2424	0.2491	0.2482	0.2603	0.3385	0.2423	0.1940	0.2251	0.3965	2.2056	1.0048	5.1714E-4	5.7384E-4	5.1427E-4	1.2006	8.96E-2	3.805	22.089	437.898
21000000	0.5389	2.3951	0.2950	9.8832E-2	2.4170	0.2552	0.3935	2.8679	0.1845	1.3143E-2	2.2086	0.3324	0.3199	2.3385	0.1796	8.6326E-2	2.6243	0.4515	4.1822E-2	0.1711	0.2241	0.3007	0.2112	0.2251	0.2630	0.2413	0.2406	0.2467	0.2714	0.3351	0.2437	0.1829	0.2384	0.3504	2.2370	1.2097	5.2345E-4	6.3216E-4	4.9534E-4	1.2931	6.7747E-2	1.069	19.557	428.711
22000000	0.6223	2.0142	0.3436	0.1321	2.5962	0.2916	0.3593	2.8121	0.2353	2.37E-2	2.1487	0.4208	0.2176	2.4968	0.2018	4.2001E-2	2.3635	0.6782	9.0714E-3	0.1864	0.2829	0.3076	0.2084	0.2197	0.2643	0.2498	0.2488	0.2367	0.2647	0.3249	0.2726	0.1771	0.2254	0.3269	2.2629	1.2812	5.5339E-4	6.4313E-4	5.0565E-4	1.3048	0.1369	9.735	19.182	432.410
23000000	0.5841	2.1364	0.3231	0.1025	2.5425	0.3114	0.3678	2.5022	0.2520	3.623E-2	2.4512	0.3905	0.3130	2.3521	0.1480	0.1425	2.6083	0.4361	2.0725E-2	0.1918	0.2502	0.2975	0.2081	0.2394	0.2550	0.2367	0.2403	0.2536	0.2695	0.3634	0.2460	0.1789	0.2118	0.3183	2.3134	1.1687	5.9717E-4	7.0114E-4	5.1256E-4	1.1923	0.1147	4.953	21.518	443.276
24000000	0.6342	2.0727	0.2337	0.1338	2.6800	0.2456	0.4997	2.7859	0.1601	6.5048E-3	2.1617	0.3861	0.2960	2.2334	0.1167	5.9307E-2	2.7888	0.5058	7.9233E-3	0.1883	0.2046	0.3078	0.2059	0.2232	0.2631	0.2479	0.2440	0.2435	0.2647	0.3158	0.2815	0.1709	0.2318	0.3436	2.2979	1.0499	5.8242E-4	7.3155E-4	5.2224E-4	1.2357	2.8247E-2	1.407	20.912	447.302
25000000	0.6270	2.0992	0.2938	0.1595	2.5864	0.2340	0.4012	2.6416	0.1727	2.1501E-2	2.3860	0.3769	0.2519	2.1709	0.2570	0.1325	2.3001	0.8876	5.4437E-2	0.1758	0.3006	0.3011	0.2035	0.2325	0.2629	0.2528	0.2476	0.2340	0.2656	0.3527	0.2541	0.1719	0.2214	0.3616	2.2387	1.1284	5.535E-4	5.8764E-4	4.9744E-4	1.1882	6.731E-2	9.791	20.403	440.122
26000000	0.6201	2.2099	0.3741	5.5568E-2	2.5361	0.2042	0.3828	2.7784	0.2039	1.8709E-2	2.2345	0.3818	0.1758	2.1184	0.1022	8.0879E-2	2.9891	0.5336	6.0038E-2	0.1683	0.1309	0.3020	0.2087	0.2224	0.2669	0.2435	0.2458	0.2534	0.2573	0.3341	0.2454	0.1782	0.2422	0.3828	2.1915	1.1446	4.5513E-4	5.362E-4	4.4412E-4	1.1142	0.1210	11.777	22.628	477.344
27000000	0.4977	2.3411	0.3444	0.1049	2.4907	0.2213	0.3895	2.7825	0.2181	5.6818E-2	2.2194	0.3336	0.2500	2.1450	0.1291	0.1180	2.6390	0.7188	4.4645E-2	0.1929	0.4629	0.2917	0.2105	0.2307	0.2672	0.2438	0.2466	0.2382	0.2714	0.3527	0.2496	0.1711	0.2266	0.3445	2.2805	1.1031	5.5638E-4	8.3899E-4	4.9488E-4	1.3208	0.1410	4.322	19.438	436.584
28000000	0.4946	2.0369	0.3559	6.9708E-2	2.7901	0.2528	0.3668	2.6739	0.2003	2.998E-2	2.4080	0.3211	0.3708	2.3264	0.1103	6.4158E-2	2.8053	0.3230	7.4572E-3	0.1826	0.1630	0.3119	0.2051	0.2179	0.2652	0.2529	0.2461	0.2487	0.2523	0.3387	0.2454	0.1613	0.2546	0.3536	2.2670	1.0869	4.6689E-4	5.25E-4	4.6237E-4	1.1426	4.8471E-2	0.614	20.075	459.927
29000000	0.5256	2.3196	0.2942	0.1217	2.5562	0.1828	0.3449	2.7584	0.2230	2.8038E-2	2.2340	0.4116	0.2142	2.5184	0.1421	7.2047E-2	2.5063	0.5470	2.4722E-2	0.1973	0.2674	0.3059	0.1961	0.2309	0.2671	0.2583	0.2462	0.2466	0.2489	0.3539	0.2269	0.1638	0.2554	0.3706	2.2272	1.1070	5.8703E-4	7.791E-4	5.2001E-4	1.2795	7.1585E-2	1.307	19.736	430.993
30000000	0.6624	2.2937	0.2754	7.4698E-2	2.5312	0.1627	0.3722	2.7884	0.1821	7.0777E-3	2.3016	0.3486	0.3346	2.2343	0.1421	3.8676E-2	2.8454	0.4050	4.6642E-2	0.1977	0.2530	0.3026	0.2005	0.2322	0.2648	0.2387	0.2466	0.2442	0.2705	0.3437	0.2307	0.1880	0.2376	0.3552	2.2436	1.1549	6.5145E-4	1.0146E-3	5.2749E-4	1.3876	5.621E-2	7.063	21.098	422.929
31000000	0.4819	2.0925	0.3657	0.1636	2.6887	0.2077	0.4041	2.8054	0.2037	1.8401E-2	2.2092	0.3593	0.3111	2.3179	0.2060	7.624E-2	2.6810	0.4077	3.8405E-2	0.1679	0.2649	0.3048	0.2072	0.2295	0.2586	0.2324	0.2503	0.2442	0.2731	0.3504	0.2365	0.1809	0.2322	0.3636	2.1825	1.3050	5.772E-4	7.677E-4	4.9149E-4	1.2087	7.4141E-2	1.214	20.271	440.172
32000000	0.6709	2.2211	0.2598	0.1147	2.5200	0.2135	0.4724	2.6877	0.1802	3.8567E-2	2.2653	0.3559	0.2843	2.3450	0.1640	8.727E-2	2.6209	0.4984	5.587E-2	0.1829	0.2450	0.3004	0.2028	0.2339	0.2629	0.2442	0.2438	0.2475	0.2646	0.3523	0.2505	0.1883	0.2090	0.3563	2.2274	1.2022	6.3251E-4	9.2255E-4	4.9037E-4	1.3962	1.3945E-2	0.841	21.469	460.777
33000000	0.5914	2.0942	0.4404	8.3644E-2	2.5681	0.2222	0.4412	2.7089	0.1857	3.26E-2	2.2940	0.3376	0.3224	2.4537	0.1617	4.5075E-2	2.5178	0.4994	4.388E-2	0.1879	0.1686	0.2972	0.2088	0.2341	0.2599	0.2423	0.2449	0.2442	0.2686	0.3372	0.2372	0.2023	0.2233	0.3721	2.2252	1.1036	6.116E-4	8.4056E-4	5.1362E-4	1.3617	0.1008	21.878	21.479	407.394
34000000	0.5084	2.2697	0.2746	0.1003	2.6396	0.2074	0.4339	2.6907	0.2394	3.9091E-2	2.3213	0.2756	0.3836	1.9069	0.1872	3.9971E-2	3.1371	0.3452	3.95E-2	0.1692	0.2716	0.3029	0.2082	0.2321	0.2568	0.2427	0.2292	0.2601	0.2679	0.3300	0.2477	0.1976	0.2247	0.3481	2.2255	1.2645	5.9858E-4	8.4657E-4	5.2185E-4	1.3622	0.1596	19.965	20.922	407.902
35000000	0.4466	2.1372	0.2168	0.1407	2.8676	0.1910	0.3850	2.8820	0.1738	4.8106E-2	2.1887	0.3224	0.3467	2.1177	0.1319	7.0077E-2	2.7191	0.6145	5.5405E-2	0.1918	0.2635	0.2966	0.2040	0.2265	0.2728	0.2379	0.2558	0.2491	0.2572	0.3293	0.2383	0.1971	0.2353	0.3582	2.2434	1.1354	5.7581E-4	6.7144E-4	5.2674E-4	1.2043	0.1477	1.838	19.799	425.812
36000000	0.5812	2.1466	0.2452	5.0846E-2	2.7472	0.2289	0.3927	3.0704	0.2323	3.3417E-2	1.9342	0.3371	0.3661	2.1396	0.1926	3.7387E-2	2.6340	0.6303	2.5568E-2	0.1669	0.2680	0.3057	0.1970	0.2318	0.2655	0.2317	0.2500	0.2482	0.2701	0.3609	0.2541	0.1703	0.2147	0.3931	2.1973	1.0557	5.9817E-4	9.8665E-4	4.8407E-4	1.5228	7.4927E-2	5.132	20.314	448.051
37000000	0.4884	2.5666	0.3166	7.4552E-2	2.2800	0.2738	0.3426	2.7600	0.1857	2.0989E-2	2.3252	0.3655	0.2310	2.0279	0.3191	6.4246E-2	2.9090	0.4488	5.069E-2	0.1772	0.1514	0.2994	0.2066	0.2227	0.2713	0.2468	0.2474	0.2414	0.2643	0.3346	0.2393	0.2004	0.2257	0.3578	2.2976	0.9554	6.4525E-4	8.7122E-4	5.1873E-4	1.3852	6.6837E-2	0.635	20.137	421.629
38000000	0.5324	2.1700	0.3302	0.1206	2.6239	0.2229	0.3727	2.6775	0.2087	2.8175E-2	2.3574	0.3556	0.3551	2.5287	0.1620	6.5678E-2	2.5957	0.2929	3.13E-2	0.1587	0.1715	0.2992	0.2017	0.2323	0.2668	0.2460	0.2462	0.2435	0.2642	0.3310	0.2517	0.1790	0.2383	0.3400	2.2926	1.0925	6.0539E-4	9.4292E-4	5.1831E-4	1.2903	0.1903	1.332	20.634	427.832
39000000	0.5902	2.5200	0.2995	0.1364	2.2547	0.1992	0.3793	2.6301	0.2056	3.5017E-2	2.3514	0.3986	0.4480	2.3727	0.1775	8.816E-2	2.5096	0.4041	4.134E-2	0.1780	0.1963	0.2892	0.2096	0.2312	0.2700	0.2349	0.2613	0.2409	0.2629	0.3159	0.2400	0.2213	0.2229	0.3616	2.2327	1.1485	6.0989E-4	7.9006E-4	4.8851E-4	1.1637	0.1475	1.611	19.805	438.679
40000000	0.4943	2.1339	0.2165	0.2030	2.6601	0.2922	0.3473	2.9649	0.1917	1.4899E-2	2.0776	0.4036	0.2729	2.5289	0.2024	0.1859	2.3113	0.4986	2.6701E-2	0.1810	0.2392	0.3024	0.2046	0.2281	0.2650	0.2465	0.2554	0.2330	0.2650	0.3554	0.2591	0.1533	0.2322	0.4036	2.1711	1.0732	5.809E-4	7.2699E-4	4.9629E-4	1.3958	0.1147	1.565	24.009	445.404
41000000	0.5925	2.2539	0.1989	0.1154	2.5605	0.2788	0.3770	2.7695	0.1527	1.2731E-2	2.2869	0.4011	0.2348	2.4359	0.2643	4.3989E-2	2.3385	0.6826	4.0966E-2	0.1766	0.2349	0.3058	0.2077	0.2282	0.2583	0.2489	0.2504	0.2378	0.2629	0.3475	0.2366	0.1914	0.2246	0.3373	2.2648	1.2044	6.1096E-4	7.9418E-4	5.327E-4	1.4843	0.1117	1.049	20.077	417.721
42000000	0.4619	2.3829	0.3279	0.1499	2.4762	0.2012	0.4082	2.7525	0.2034	2.2936E-2	2.2390	0.3740	0.4364	2.0417	0.1954	0.1585	2.6406	0.5274	2.6572E-2	0.1925	0.2230	0.2965	0.2083	0.2271	0.2681	0.2386	0.2489	0.2453	0.2672	0.3101	0.2615	0.1878	0.2406	0.3614	2.2344	1.1441	5.6235E-4	6.2044E-4	4.842E-4	1.1449	0.1002	2.461	19.939	441.699
43000000	0.6113	2.0163	0.3171	0.2740	2.5321	0.2492	0.4714	2.7801	0.1621	1.5526E-2	2.1866	0.3843	0.2955	2.2176	0.1793	0.1730	2.5051	0.6295	6.4079E-3	0.2159	0.2614	0.3013	0.2034	0.2297	0.2656	0.2397	0.2409	0.2528	0.2667	0.3249	0.2612	0.1865	0.2274	0.3497	2.2579	1.1445	5.0796E-4	5.9028E-4	4.7641E-4	1.1909	8.8279E-2	0.822	22.736	449.344
44000000	0.5550	2.2660	0.2924	0.1989	2.4384	0.2495	0.3185	2.8226	0.2311	5.3597E-2	2.1815	0.3927	0.2713	2.0880	0.1020	7.3529E-2	2.9668	0.4983	5.8267E-2	0.1648	0.2638	0.2941	0.2037	0.2273	0.2750	0.2428	0.2448	0.2372	0.2752	0.3518	0.2353	0.1771	0.2357	0.3703	2.1770	1.2783	5.7746E-4	7.5586E-4	5.177E-4	1.4012	0.1632	1.761	19.740	414.053
45000000	0.5062	2.3189	0.2609	0.1227	2.4679	0.3233	0.3694	2.9722	0.2301	3.0744E-2	2.0292	0.3683	0.3919	2.1790	0.1315	8.2466E-2	2.6574	0.5577	2.5617E-2	0.1709	0.1941	0.2972	0.2108	0.2269	0.2651	0.2404	0.2463	0.2496	0.2637	0.3399	0.2535	0.1849	0.2217	0.3721	2.2012	1.1843	5.8925E-4	7.8851E-4	5.278E-4	1.4750	3.5685E-2	6.707	20.505	408.734
46000000	0.4380	2.2975	0.2754	0.1763	2.6283	0.1846	0.3859	2.7678	0.2376	2.4584E-2	2.2025	0.3815	0.1777	2.3295	0.1407	3.3273E-2	2.7984	0.5204	8.3971E-3	0.1510	0.3486	0.2955	0.2052	0.2322	0.2671	0.2330	0.2458	0.2515	0.2697	0.3171	0.2549	0.1874	0.2406	0.3790	2.1806	1.2075	5.0168E-4	5.7697E-4	4.6941E-4	1.1490	0.1697	2.494	22.802	437.863
47000000	0.5929	2.1678	0.2516	0.1765	2.4974	0.3137	0.3711	2.9429	0.1569	3.3142E-2	2.0809	0.4151	0.3042	2.2488	0.2451	8.4641E-2	2.7104	0.4068	3.1147E-2	0.2026	0.1667	0.2990	0.2043	0.2299	0.2667	0.2249	0.2562	0.2476	0.2713	0.3376	0.2537	0.1825	0.2262	0.3671	2.1795	1.2914	5.6127E-4	7.8441E-4	5.0951E-4	1.2825	8.9428E-2	6.195	20.139	422.213
48000000	0.6919	2.2776	0.2478	0.1781	2.4083	0.1964	0.4941	2.6863	0.1548	2.3031E-2	2.2787	0.3631	0.3042	2.7530	0.1422	5.3682E-2	2.1174	0.6295	3.7491E-2	0.1808	0.2555	0.2926	0.2060	0.2312	0.2702	0.2430	0.2387	0.2531	0.2652	0.3415	0.2703	0.1825	0.2057	0.3624	2.2324	1.1443	5.1624E-4	7.1642E-4	4.676E-4	1.4263	9.5307E-2	4.257	19.129	421.063
49000000	0.6950	2.0458	0.2619	0.1586	2.5360	0.3027	0.3406	2.8158	0.2127	4.7127E-2	2.2215	0.3623	0.4301	2.1424	0.1246	2.8194E-2	2.7977	0.4770	2.0878E-2	0.1620	0.2763	0.2949	0.2075	0.2189	0.2787	0.2397	0.2558	0.2468	0.2577	0.3498	0.2618	0.1694	0.2191	0.3413	2.2271	1.3047	5.6993E-4	7.4597E-4	4.8284E-4	1.2935	0.1304	2.597	19.379	452.143
50000000	0.6280	2.2075	0.4507	0.1019	2.3280	0.2839	0.4252	2.7239	0.1604	3.1878E-2	2.3239	0.3347	0.3634	2.2334	0.1034	7.0226E-2	2.8542	0.3754	5.0132E-2	0.1956	0.2137	0.2999	0.2197	0.2312	0.2493	0.2490	0.2389	0.2503	0.2618	0.3129	0.2543	0.1883	0.2444	0.3372	2.2501	1.2549	5.0966E-4	6.376E-4	5.0024E-4	1.2392	6.709E-2	1.915	20.357	447.888
51000000	0.6371	2.2612	0.2896	0.1317	2.5144	0.1660	0.3530	2.7738	0.1540	2.6696E-2	2.3015	0.3911	0.2223	2.3423	0.2095	5.024E-2	2.8453	0.3304	5.7318E-2	0.1719	0.2339	0.3014	0.2011	0.2240	0.2735	0.2335	0.2489	0.2552	0.2624	0.3631	0.2436	0.1798	0.2135	0.3627	2.1656	1.3677	5.2512E-4	6.1654E-4	5.2246E-4	1.3133	3.7608E-2	9.004	19.519	434.076
52000000	0.6744	2.3276	0.3396	0.1011	2.3572	0.2002	0.3817	2.8996	0.1733	2.1231E-2	2.1389	0.3853	0.3840	2.1538	0.1368	4.9947E-2	2.8833	0.3922	5.0528E-2	0.1805	0.2590	0.2978	0.2012	0.2337	0.2673	0.2343	0.2439	0.2521	0.2697	0.3453	0.2493	0.1742	0.2312	0.3533	2.2442	1.1660	5.5368E-4	7.1098E-4	5.1669E-4	1.2938	6.4017E-2	6.622	20.544	436.777
53000000	0.6223	2.2688	0.3159	0.1526	2.3399	0.3004	0.4125	2.7927	0.1817	2.3086E-2	2.2512	0.3388	0.2494	2.5147	0.1220	0.1226	2.4081	0.5831	1.7691E-2	0.1856	0.2327	0.3079	0.1935	0.2352	0.2635	0.2477	0.2387	0.2391	0.2745	0.3420	0.2574	0.1619	0.2387	0.3610	2.2151	1.2122	5.4625E-4	7.5697E-4	4.784E-4	1.3442	6.7139E-2	2.682	20.949	436.721
54000000	0.4203	2.2810	0.2756	0.1071	2.5176	0.3983	0.3935	2.7925	0.2061	3.7834E-2	2.1825	0.3875	0.1973	2.5078	0.1240	7.3113E-2	2.6427	0.4551	7.522E-2	0.1861	0.2133	0.3027	0.2041	0.2257	0.2675	0.2400	0.2422	0.2407	0.2771	0.3371	0.2375	0.1688	0.2566	0.3451	2.2486	1.2064	5.4479E-4	6.9805E-4	5.0563E-4	1.1850	7.3367E-2	1.458	19.628	430.607
