state	cp12.gtr.rates.rateAC	cp12.gtr.rates.rateAG	cp12.gtr.rates.rateAT	cp12.gtr.rates.rateCG	cp12.gtr.rates.rateCT	cp12.gtr.rates.rateGT	cp3.gtr.rates.rateAC	cp3.gtr.rates.rateAG	cp3.gtr.rates.rateAT	cp3.gtr.rates.rateCG	cp3.gtr.rates.rateCT	cp3.gtr.rates.rateGT	nc.gtr.rates.rateAC	nc.gtr.rates.rateAG	nc.gtr.rates.rateAT	nc.gtr.rates.rateCG	nc.gtr.rates.rateCT	nc.gtr.rates.rateGT	cp12.alpha	cp3.alpha	nc.alpha	cp12.frequencies1	cp12.frequencies2	cp12.frequencies3	cp12.frequencies4	cp3.frequencies1	cp3.frequencies2	cp3.frequencies3	cp3.frequencies4	nc.frequencies1	nc.frequencies2	nc.frequencies3	nc.frequencies4	cp12.mu	cp3.mu	nc.mu	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	skygrid.precision	rootHeight	treeLength
11000000	0.5846	2.2992	0.2595	0.1857	2.4145	0.2564	0.4313	2.7111	0.2177	2.6461E-2	2.2277	0.3858	0.3407	2.3219	0.1259	0.1639	2.5160	0.5315	1.2847E-2	0.1832	0.2063	0.3037	0.2057	0.2264	0.2642	0.2408	0.2530	0.2415	0.2647	0.3492	0.2564	0.1698	0.2246	0.3778	2.1633	1.2739	5.4575E-4	6.5555E-4	5.056E-4	1.0732	0.1444	7.822	21.007	427.412
12000000	0.6115	1.9177	0.2375	0.1367	2.7671	0.3295	0.3824	2.6850	0.1992	2.282E-2	2.3023	0.4082	0.4118	2.0876	0.2193	5.3802E-2	2.6717	0.5558	2.183E-2	0.1851	0.2670	0.2964	0.2076	0.2375	0.2585	0.2463	0.2423	0.2450	0.2664	0.3527	0.2252	0.1923	0.2299	0.3623	2.2389	1.1228	5.3935E-4	6.7095E-4	4.8942E-4	1.1195	0.1469	2.489	20.319	445.334
13000000	0.5400	2.1753	0.2801	0.1190	2.6629	0.2227	0.3046	2.9106	0.2378	6.0846E-2	2.1377	0.3485	0.2621	2.4626	0.1778	5.5926E-2	2.5926	0.4490	4.2697E-2	0.1709	0.2757	0.2973	0.2010	0.2308	0.2709	0.2350	0.2577	0.2343	0.2730	0.3274	0.2597	0.1956	0.2173	0.3819	2.1877	1.1634	5.8074E-4	9.1123E-4	5.0106E-4	1.4086	1.9431E-2	6.188	19.798	435.056
14000000	0.5680	2.1043	0.2874	0.1379	2.6531	0.2493	0.3105	2.8316	0.1734	5.6304E-2	2.2438	0.3843	0.2363	2.5842	0.2978	9.04E-2	2.2658	0.5256	5.8199E-2	0.1880	0.2933	0.3068	0.2065	0.2213	0.2654	0.2498	0.2462	0.2379	0.2661	0.3403	0.2615	0.1800	0.2182	0.3667	2.2035	1.2129	5.6407E-4	7.1693E-4	5.0358E-4	1.2716	5.4281E-2	11.857	20.362	433.357
15000000	0.5925	2.1613	0.2582	0.1955	2.5539	0.2386	0.4464	2.8236	0.1955	1.4064E-2	2.0998	0.4206	0.5104	2.3704	0.1791	0.1073	2.5648	0.2681	5.3741E-2	0.1687	0.1778	0.3035	0.2084	0.2230	0.2652	0.2358	0.2584	0.2475	0.2583	0.3497	0.2367	0.1708	0.2428	0.3682	2.2226	1.1384	5.9107E-4	7.733E-4	5.02E-4	1.3563	6.6947E-2	5.847	20.106	425.088
16000000	0.6226	2.2033	0.3175	5.6692E-2	2.5232	0.2768	0.3824	2.7418	0.2136	4.7683E-2	2.2536	0.3609	0.2227	1.8652	0.1618	0.1321	3.0501	0.5681	3.7014E-2	0.1846	0.2505	0.2932	0.2079	0.2295	0.2693	0.2379	0.2479	0.2523	0.2620	0.3506	0.2352	0.1821	0.2322	0.3414	2.2732	1.1488	5.8176E-4	8.3456E-4	5.2223E-4	1.5258	6.1962E-2	2.965	19.602	419.230
17000000	0.4385	2.0234	0.3948	0.1362	2.6804	0.3267	0.3499	2.7231	0.1780	3.2862E-2	2.3434	0.3728	0.3477	2.5084	0.1048	0.1285	2.3806	0.5301	3.8045E-2	0.1826	2.2584E-2	0.3040	0.2119	0.2270	0.2571	0.2402	0.2397	0.2360	0.2841	0.3162	0.2552	0.1706	0.2580	0.3579	2.2354	1.1650	6.1812E-4	8.6872E-4	4.9605E-4	1.6115	0.1279	21.354	21.880	432.799
18000000	0.5973	2.1243	0.2750	0.1483	2.5351	0.3200	0.3685	2.9763	0.1803	2.8048E-2	2.1164	0.3304	0.3933	2.4946	0.1638	8.5252E-3	2.4414	0.4983	1.6464E-2	0.1854	0.1805	0.3115	0.2028	0.2191	0.2667	0.2393	0.2544	0.2453	0.2610	0.3174	0.2420	0.1879	0.2527	0.3172	2.3324	1.1123	5.606E-4	8.002E-4	5.1277E-4	1.4725	0.1089	1.311	21.947	443.301
19000000	0.5610	2.2536	0.2406	0.1193	2.5832	0.2422	0.3672	2.7936	0.1723	1.8333E-2	2.2997	0.3488	0.2363	2.2197	0.1294	1.962E-2	2.8832	0.5117	1.5987E-2	0.1754	0.2147	0.3000	0.2044	0.2276	0.2680	0.2409	0.2538	0.2426	0.2626	0.3264	0.2443	0.1735	0.2558	0.3632	2.2057	1.2293	6.4041E-4	9.4762E-4	5.4851E-4	1.4961	3.0438E-2	0.947	19.728	410.551
20000000	0.6225	2.4128	0.1505	7.8762E-2	2.5208	0.2147	0.3774	2.5920	0.1599	2.8284E-2	2.4186	0.4238	0.3558	2.1475	0.1586	4.2898E-2	2.8351	0.4601	2.3764E-2	0.1754	0.1854	0.2988	0.2158	0.2294	0.2561	0.2408	0.2486	0.2396	0.2710	0.3180	0.2571	0.1862	0.2386	0.3832	2.1678	1.2220	5.9633E-4	6.8571E-4	4.9377E-4	1.2102	4.9343E-2	23.840	22.294	452.246
21000000	0.6365	2.0442	0.2642	6.5108E-2	2.8380	0.1519	0.4027	2.6587	0.1897	3.4752E-2	2.3174	0.3969	0.3744	2.1933	0.2329	0.1467	2.4005	0.6522	2.5164E-2	0.1970	0.1942	0.3071	0.1961	0.2293	0.2675	0.2346	0.2369	0.2497	0.2788	0.3410	0.2510	0.1683	0.2397	0.3656	2.2343	1.1161	5.2962E-4	7.6294E-4	5.0567E-4	1.4323	0.1008	31.269	21.656	447.002
22000000	0.6673	2.3615	0.1732	0.1393	2.5022	0.1565	0.4189	2.7461	0.2223	2.6568E-2	2.1426	0.4435	0.2522	2.1195	8.6164E-2	5.9116E-2	2.8153	0.6677	3.5752E-2	0.1925	0.3450	0.2979	0.2073	0.2244	0.2704	0.2380	0.2507	0.2441	0.2672	0.3485	0.2526	0.1876	0.2113	0.3537	2.2359	1.1913	6.0623E-4	8.622E-4	5.3093E-4	1.4669	0.1316	38.605	21.464	416.649
23000000	0.5691	2.4494	0.3379	7.1895E-2	2.4107	0.1610	0.3303	2.7901	0.2246	4.8838E-2	2.1565	0.4497	0.2828	2.2901	0.2340	0.2419	2.4752	0.4760	1.7881E-2	0.1675	0.1945	0.3004	0.2113	0.2237	0.2646	0.2298	0.2588	0.2472	0.2642	0.3170	0.2530	0.1814	0.2486	0.3812	2.1768	1.2054	4.6603E-4	5.5141E-4	4.5278E-4	1.0919	0.1165	12.687	20.514	439.530
24000000	0.6271	2.2778	0.3270	0.1252	2.3660	0.2770	0.3894	2.8022	0.1938	3.4901E-2	2.2335	0.3463	0.4111	2.2902	0.2665	5.1921E-2	2.5542	0.4262	3.7685E-2	0.1929	0.3304	0.3051	0.2100	0.2247	0.2602	0.2429	0.2493	0.2350	0.2728	0.3139	0.2598	0.1919	0.2344	0.3727	2.2139	1.1371	5.38E-4	6.9337E-4	5.2328E-4	1.2613	4.4326E-2	0.848	20.687	404.921
25000000	0.4967	2.1859	0.2736	0.1183	2.6910	0.2345	0.3342	2.8703	0.1481	9.5897E-3	2.2358	0.4020	0.2390	2.6800	0.1337	0.1238	2.4438	0.3796	1.0405E-2	0.1824	0.2712	0.3018	0.2101	0.2251	0.2631	0.2511	0.2363	0.2430	0.2697	0.3550	0.2446	0.1703	0.2302	0.3350	2.3349	0.9838	5.9857E-4	7.7387E-4	5.1774E-4	1.2378	6.7618E-2	1.510	19.936	418.587
26000000	0.5286	2.2605	0.2329	0.1619	2.4574	0.3586	0.3861	2.8141	0.1587	5.6327E-2	2.1855	0.3993	0.2679	2.4092	0.1561	8.1178E-2	2.5701	0.5155	3.4663E-2	0.1651	0.2775	0.3004	0.2052	0.2294	0.2650	0.2293	0.2465	0.2572	0.2670	0.3225	0.2484	0.1798	0.2493	0.3469	2.2074	1.3335	5.9369E-4	6.5922E-4	5.5497E-4	1.0485	9.5061E-2	2.598	20.206	398.925
27000000	0.5642	2.0776	0.2774	4.8568E-2	2.7793	0.2529	0.3848	2.7522	0.1993	6.7375E-3	2.3543	0.3028	0.3187	2.5595	0.1091	0.2155	2.3414	0.4559	5.0216E-2	0.1623	0.2896	0.3069	0.2008	0.2299	0.2624	0.2401	0.2450	0.2527	0.2623	0.3370	0.2394	0.1619	0.2617	0.3555	2.2388	1.1696	5.269E-4	6.2174E-4	4.9847E-4	1.1098	4.3003E-2	3.381	19.421	434.188
28000000	0.6441	2.0537	0.3042	0.1796	2.5760	0.2423	0.3581	2.8509	0.1869	3.1582E-2	2.1847	0.3879	0.4070	2.4733	0.1381	0.1265	2.2857	0.5694	1.1663E-2	0.1951	0.3049	0.2935	0.2080	0.2304	0.2682	0.2403	0.2542	0.2366	0.2689	0.3490	0.2437	0.1748	0.2325	0.3715	2.2036	1.1798	5.9912E-4	8.6916E-4	5.3319E-4	1.4488	9.0982E-2	3.738	19.821	400.847
29000000	0.6104	2.1135	0.2815	0.1176	2.7147	0.1623	0.4273	2.7377	0.2529	1.529E-2	2.2206	0.3463	0.1217	2.1511	0.2049	0.1101	2.8603	0.5519	5.2262E-2	0.1639	0.3056	0.2908	0.2070	0.2265	0.2757	0.2400	0.2575	0.2532	0.2493	0.3573	0.2441	0.1786	0.2199	0.3699	2.2225	1.1273	5.0521E-4	6.8023E-4	4.8551E-4	1.3849	9.6533E-2	4.606	19.512	430.478
30000000	0.5258	2.2316	0.2727	9.1674E-2	2.6969	0.1813	0.4079	2.8484	0.2364	3.3418E-2	2.1160	0.3578	0.1960	2.2292	0.2036	9.9728E-2	2.8662	0.4052	3.0015E-2	0.1820	0.1451	0.2964	0.2020	0.2338	0.2678	0.2312	0.2509	0.2494	0.2686	0.3498	0.2465	0.1755	0.2283	0.3517	2.2489	1.1607	5.3761E-4	6.8884E-4	5.3987E-4	1.4471	0.1675	2.652	20.788	404.009
31000000	0.5917	2.4091	0.2616	6.4427E-2	2.4207	0.2525	0.3482	2.7163	0.1803	4.5777E-2	2.3295	0.3799	0.3642	2.0741	0.1370	5.4398E-2	3.0673	0.3030	4.226E-2	0.1717	0.2407	0.3015	0.2055	0.2336	0.2594	0.2445	0.2518	0.2346	0.2691	0.3350	0.2554	0.1859	0.2237	0.3900	2.1588	1.2069	5.5011E-4	6.3715E-4	5.0521E-4	1.2221	6.127E-2	4.308	20.290	432.663
32000000	0.6825	2.1276	0.2942	0.1093	2.5422	0.2442	0.3967	2.8668	0.1836	2.1907E-2	2.1934	0.3377	0.2651	2.3550	0.1658	6.3829E-2	2.6761	0.4743	4.8548E-2	0.1673	0.1650	0.2961	0.1978	0.2274	0.2787	0.2361	0.2467	0.2437	0.2735	0.3208	0.2581	0.1714	0.2498	0.3822	2.1595	1.2571	5.1304E-4	5.9341E-4	5.1575E-4	1.2184	6.276E-2	2.309	19.588	423.242
33000000	0.4815	2.2102	0.2998	9.5389E-2	2.6000	0.3130	0.4523	2.6870	0.2008	4.2858E-2	2.2631	0.3539	0.5450	1.9806	0.2142	0.1002	2.7081	0.4518	5.9583E-2	0.1565	0.2728	0.2980	0.2010	0.2344	0.2666	0.2415	0.2358	0.2495	0.2731	0.3330	0.2505	0.1998	0.2167	0.3590	2.2504	1.1070	5.4995E-4	5.9535E-4	4.9636E-4	1.2249	8.4087E-2	16.754	21.297	434.496
34000000	0.5369	2.1348	0.2652	0.1221	2.7644	0.1765	0.4242	2.6828	0.1938	1.6319E-2	2.3043	0.3785	0.3980	2.0721	0.2582	2.8311E-2	2.8382	0.4052	5.3172E-2	0.2006	0.1855	0.2991	0.2038	0.2256	0.2716	0.2348	0.2373	0.2438	0.2841	0.3417	0.2429	0.1935	0.2220	0.3570	2.2346	1.1735	5.7561E-4	6.6249E-4	5.141E-4	1.0335	0.1013	7.614	20.444	432.805
35000000	0.6027	2.0756	0.3304	0.1620	2.6044	0.2249	0.3800	2.7517	0.2355	2.6473E-2	2.2206	0.3858	0.2525	2.1022	0.2815	0.1488	2.6719	0.5430	5.3666E-2	0.1835	0.2505	0.3049	0.1997	0.2262	0.2692	0.2417	0.2512	0.2364	0.2707	0.3291	0.2330	0.1810	0.2568	0.3645	2.1977	1.2475	5.9464E-4	7.3775E-4	5.2262E-4	1.1728	0.1129	1.401	19.293	413.038
36000000	0.5325	2.1600	0.2827	6.281E-2	2.6907	0.2712	0.3883	2.6718	0.1775	4.0166E-2	2.3279	0.3943	0.3607	2.3637	9.454E-2	0.1133	2.5600	0.5079	2.95E-2	0.1864	0.2619	0.3001	0.2154	0.2273	0.2572	0.2375	0.2489	0.2516	0.2620	0.3338	0.2662	0.1770	0.2230	0.3784	2.1993	1.1483	5.771E-4	8.3468E-4	4.9476E-4	1.3301	0.1079	10.117	22.392	431.998
37000000	0.5469	2.3181	0.2518	0.1575	2.5212	0.2045	0.4364	2.6606	0.2015	2.3207E-2	2.2987	0.3796	0.3756	2.4376	0.2338	7.5314E-2	2.5378	0.3399	4.8923E-2	0.1554	0.2120	0.2986	0.2102	0.2273	0.2639	0.2390	0.2443	0.2476	0.2691	0.3368	0.2455	0.1953	0.2224	0.3889	2.1736	1.1641	6.6219E-4	9.5092E-4	5.1858E-4	1.3112	3.3236E-2	0.783	19.583	403.392
38000000	0.4922	2.1992	0.3018	0.1328	2.6704	0.2035	0.4108	2.7079	0.1962	3.8539E-2	2.3156	0.3310	0.3413	2.6807	0.1172	0.1054	2.2962	0.4592	2.1484E-2	0.1622	0.1618	0.3012	0.2009	0.2317	0.2662	0.2414	0.2423	0.2491	0.2672	0.3077	0.2616	0.1808	0.2498	0.3799	2.1734	1.2252	5.5769E-4	8.2273E-4	5.0318E-4	1.3762	0.1169	2.792	19.298	418.333
39000000	0.6178	2.3459	0.3261	0.1730	2.2880	0.2491	0.3784	2.7304	0.2221	2.1196E-2	2.2410	0.4068	0.2952	2.5293	0.1738	3.8234E-2	2.5121	0.4514	1.052E-2	0.1795	0.2923	0.3024	0.2098	0.2196	0.2681	0.2512	0.2436	0.2368	0.2684	0.3406	0.2526	0.1815	0.2253	0.3791	2.1814	1.2042	5.9023E-4	8.4628E-4	5.2382E-4	1.3659	2.6905E-2	2.034	20.371	417.885
40000000	0.4811	2.2878	0.1818	8.0914E-2	2.7333	0.2351	0.3553	2.5937	0.1714	3.677E-2	2.4253	0.4176	0.1942	2.2951	6.2772E-2	7.9032E-2	2.6963	0.6726	4.54E-2	0.1707	0.1989	0.2993	0.2024	0.2255	0.2729	0.2449	0.2505	0.2447	0.2599	0.3557	0.2553	0.1692	0.2198	0.3674	2.2312	1.1149	5.5535E-4	6.6284E-4	5.1112E-4	1.1962	0.1132	1.514	20.397	415.504
41000000	0.4848	2.3185	0.2877	0.1091	2.5191	0.2808	0.4032	2.6621	0.2010	3.5848E-2	2.3704	0.3274	0.2458	2.0231	0.1738	8.092E-2	2.9629	0.5134	2.1403E-2	0.1922	0.2472	0.2977	0.2085	0.2304	0.2634	0.2483	0.2412	0.2477	0.2629	0.3466	0.2218	0.2009	0.2307	0.3579	2.2304	1.1815	5.9501E-4	7.1615E-4	5.2299E-4	1.1781	0.1002	2.465	19.629	426.719
42000000	0.5467	2.2507	0.3374	8.394E-2	2.6395	0.1418	0.3777	2.9596	0.2351	1.9208E-2	2.0419	0.3666	0.5283	2.3713	0.1582	0.1065	2.4659	0.3698	4.3797E-2	0.1706	0.1470	0.3050	0.2045	0.2252	0.2653	0.2308	0.2490	0.2468	0.2734	0.3317	0.2196	0.1963	0.2524	0.3604	2.2230	1.1899	6.0047E-4	7.8761E-4	5.3118E-4	1.3981	0.1219	7.326	21.535	413.834
43000000	0.5640	2.2623	0.3140	0.1420	2.5057	0.2121	0.3251	3.0918	0.1718	3.0895E-2	2.0429	0.3375	0.2245	2.0257	0.1139	6.7847E-2	2.6442	0.9238	1.2767E-2	0.1927	0.2216	0.3019	0.2069	0.2299	0.2613	0.2387	0.2471	0.2361	0.2780	0.3392	0.2431	0.1871	0.2305	0.3559	2.2385	1.1676	5.9733E-4	8.5798E-4	5.6447E-4	1.4655	0.1085	14.502	19.375	398.039
44000000	0.5817	2.3095	0.2911	0.1509	2.4718	0.1949	0.3146	2.9078	0.1841	3.0036E-2	2.1682	0.3953	0.2919	2.3608	9.5537E-2	4.1879E-2	2.6406	0.5692	1.1458E-2	0.1889	0.3099	0.3011	0.2076	0.2194	0.2720	0.2372	0.2512	0.2387	0.2729	0.3358	0.2435	0.1864	0.2343	0.3376	2.3164	1.0287	5.5412E-4	8.1449E-4	5.1479E-4	1.2410	5.9766E-2	4.907	19.477	423.270
45000000	0.6058	2.0637	0.2576	0.2067	2.6122	0.2540	0.4361	2.5800	0.2091	3.1672E-2	2.3608	0.3822	0.2905	2.1645	0.2758	0.1077	2.5297	0.6319	4.4189E-2	0.1823	0.1913	0.2921	0.2128	0.2291	0.2660	0.2365	0.2492	0.2524	0.2619	0.3141	0.2617	0.1989	0.2253	0.3637	2.2102	1.2104	5.644E-4	7.1295E-4	5.2812E-4	1.3164	2.4429E-2	4.132	21.871	413.683
46000000	0.5188	2.2288	0.2713	0.1156	2.6350	0.2306	0.4337	2.7361	0.1634	1.0377E-2	2.3457	0.3107	0.2273	2.6971	0.1306	9.5619E-2	2.3660	0.4833	1.0077E-2	0.1684	0.1996	0.3068	0.2104	0.2245	0.2584	0.2327	0.2477	0.2454	0.2741	0.3423	0.2504	0.1941	0.2131	0.3611	2.2515	1.0888	5.5543E-4	6.4074E-4	5.2401E-4	1.1228	7.1219E-2	4.157	19.546	428.810
47000000	0.5562	2.5621	0.3185	9.8778E-2	2.1998	0.2646	0.3951	2.5911	0.1876	1.4339E-2	2.3866	0.4252	0.3323	1.6351	0.3810	0.1181	2.9689	0.5647	6.1046E-2	0.1720	0.2803	0.3025	0.2041	0.2266	0.2669	0.2402	0.2359	0.2548	0.2691	0.3426	0.2403	0.1978	0.2192	0.3598	2.2431	1.1259	5.6959E-4	6.9699E-4	5.1112E-4	1.3009	0.1663	3.091	22.157	428.647
48000000	0.5331	2.2570	0.2729	0.1051	2.6098	0.2221	0.4132	2.5934	0.2512	3.4131E-2	2.3619	0.3462	0.2392	2.7634	0.1842	4.1569E-2	2.3121	0.4597	3.7264E-2	0.1792	0.4243	0.3060	0.2038	0.2270	0.2632	0.2410	0.2494	0.2452	0.2644	0.3676	0.2348	0.1768	0.2209	0.3471	2.2314	1.2509	5.9539E-4	7.4232E-4	5.3563E-4	1.2511	0.1428	20.619	20.078	409.159
49000000	0.5774	2.2308	0.2762	0.2031	2.4795	0.2330	0.3671	2.7866	0.2609	3.285E-2	2.1901	0.3624	0.2603	2.3196	0.1672	0.1216	2.6171	0.5142	2.3813E-2	0.1709	0.1196	0.3041	0.2049	0.2257	0.2653	0.2376	0.2545	0.2395	0.2684	0.3417	0.2201	0.1778	0.2603	0.3671	2.2317	1.1149	5.331E-4	6.9039E-4	5.1227E-4	1.2994	9.1265E-2	11.225	21.240	409.655
50000000	0.5435	2.2672	0.2685	7.4993E-2	2.6677	0.1782	0.3426	2.9265	0.2065	2.8659E-2	2.1612	0.3345	0.3005	2.3781	9.5703E-2	0.2268	2.4172	0.5818	1.2042E-2	0.1806	0.2187	0.3016	0.2011	0.2265	0.2707	0.2346	0.2558	0.2410	0.2685	0.3175	0.2432	0.1775	0.2618	0.3604	2.2093	1.2362	6.2502E-4	8.9127E-4	5.0352E-4	1.2463	4.9075E-2	12.310	20.427	408.672
51000000	0.6605	2.3223	0.3104	7.6329E-2	2.3951	0.2354	0.2875	2.7859	0.1506	1.9564E-2	2.4184	0.3381	0.1891	1.9556	0.1922	0.1321	3.1321	0.3989	2.5194E-2	0.1944	0.2376	0.3057	0.2018	0.2269	0.2656	0.2523	0.2460	0.2418	0.2600	0.3283	0.2439	0.1884	0.2394	0.3520	2.1941	1.3437	6.4006E-4	8.4425E-4	5.3773E-4	1.2331	5.6839E-2	7.950	20.680	404.592
52000000	0.5284	2.0507	0.3119	0.1722	2.6640	0.2728	0.3866	2.6399	0.2357	2.6565E-2	2.3501	0.3612	0.2801	1.8984	0.1401	5.856E-2	2.9833	0.6396	3.1044E-3	0.1837	0.2854	0.3024	0.2056	0.2227	0.2693	0.2518	0.2462	0.2389	0.2631	0.3527	0.2404	0.1754	0.2315	0.3713	2.2241	1.1128	5.8298E-4	7.8129E-4	5.0733E-4	1.3085	4.9442E-3	7.435	23.336	422.272
53000000	0.5464	2.1916	0.3749	6.0007E-2	2.5420	0.2850	0.4441	2.7599	0.2103	2.3239E-2	2.1661	0.3964	0.2576	2.2523	0.1043	2.3514E-2	2.9187	0.4436	2.4524E-2	0.1679	0.2059	0.3036	0.1998	0.2319	0.2647	0.2483	0.2438	0.2399	0.2680	0.3466	0.2373	0.2007	0.2153	0.3456	2.2066	1.3448	6.0454E-4	7.4331E-4	4.9323E-4	1.3033	3.0354E-2	3.815	20.211	439.313
54000000	0.5500	2.3013	0.3986	0.1260	2.4342	0.1899	0.3755	2.4088	0.1716	1.8652E-2	2.6958	0.3297	0.2621	2.1387	0.1644	3.1772E-2	3.0810	0.3221	4.7303E-2	0.1867	0.1742	0.2962	0.2013	0.2332	0.2693	0.2435	0.2371	0.2528	0.2666	0.3524	0.2504	0.1744	0.2228	0.3591	2.2216	1.2032	5.2382E-4	6.8751E-4	4.9523E-4	1.3271	0.1490	27.678	20.433	412.602
