state	gtr.rates.rateAC	gtr.rates.rateAG	gtr.rates.rateAT	gtr.rates.rateCG	gtr.rates.rateCT	gtr.rates.rateGT	pInv	frequencies1	frequencies2	frequencies3	frequencies4	clock.rate	skygrid.precision	rootHeight	treeLength
49000000	0.2716	1.1938	0.3104	0.1724	3.2563	0.7956	0.8222	0.2947	0.1744	0.1995	0.3314	1.1452E-3	0.715	0.194	19.981
50000000	0.3859	1.3090	0.1807	0.2528	3.1044	0.7672	0.8385	0.2997	0.1804	0.1930	0.3269	1.1747E-3	0.817	0.208	18.176
51000000	0.1888	1.1937	0.2567	0.3914	2.9981	0.9713	0.8465	0.2963	0.1806	0.1964	0.3267	1.1969E-3	0.497	0.163	19.674
52000000	0.2713	1.2142	0.2301	0.3813	2.9654	0.9377	0.8538	0.2964	0.1825	0.1934	0.3276	1.1986E-3	0.038	0.166	18.163
53000000	0.2265	1.1768	0.2784	0.2874	3.1275	0.9034	0.8668	0.2960	0.1806	0.1958	0.3276	1.2522E-3	0.601	0.180	18.005
54000000	0.2164	1.3911	0.1766	0.3143	2.8754	1.0262	0.8216	0.2976	0.1839	0.1953	0.3232	1.2364E-3	0.906	0.233	18.085
55000000	0.3511	1.3023	0.1922	0.2292	2.9399	0.9854	0.8234	0.2972	0.1795	0.1972	0.3261	1.2408E-3	0.251	0.174	18.560
56000000	0.3130	1.2476	0.2874	0.2279	3.1696	0.7545	0.8582	0.2991	0.1817	0.1975	0.3217	1.0708E-3	0.530	0.179	18.892
57000000	0.3493	1.2990	0.2168	0.1832	3.1006	0.8511	0.8312	0.2961	0.1812	0.1988	0.3239	1.2746E-3	0.197	0.184	18.408
58000000	0.3252	1.2018	0.2386	0.1685	3.0481	1.0178	0.8613	0.2913	0.1859	0.1949	0.3279	1.3274E-3	0.180	0.178	17.852
59000000	0.2687	1.1202	0.2035	0.3092	3.1313	0.9670	0.8771	0.3029	0.1770	0.1962	0.3239	1.1882E-3	1.122	0.176	18.615
60000000	0.3336	1.1646	0.2640	0.2714	3.1400	0.8264	0.8748	0.2975	0.1831	0.1964	0.3231	1.2084E-3	0.326	0.168	18.693
61000000	0.2351	1.1636	0.1783	0.3799	3.1275	0.9156	0.8589	0.2951	0.1823	0.1939	0.3288	1.2573E-3	0.299	0.178	17.587
62000000	0.2227	1.3353	0.1967	0.2529	3.0375	0.9549	0.8513	0.3020	0.1802	0.1978	0.3200	1.2062E-3	0.172	0.177	20.027
63000000	0.2139	1.3767	0.2241	0.2636	3.0151	0.9066	0.8079	0.2980	0.1777	0.1976	0.3267	1.463E-3	0.153	0.158	15.734
64000000	0.2678	1.2431	0.2208	0.3915	3.0155	0.8613	0.8396	0.2983	0.1801	0.1967	0.3248	1.2823E-3	0.223	0.196	19.048
65000000	0.2945	1.2027	0.2284	0.3985	3.0812	0.7947	0.8111	0.2969	0.1775	0.1974	0.3282	1.2331E-3	1.475	0.175	18.538
66000000	0.3547	1.0827	0.2926	0.3801	2.9224	0.9676	0.8217	0.2972	0.1801	0.1966	0.3261	1.1842E-3	0.118	0.178	18.112
67000000	0.3182	1.2955	0.1670	0.4096	2.8436	0.9661	0.8542	0.2934	0.1812	0.1962	0.3293	1.3296E-3	0.155	0.179	16.214
68000000	0.2862	1.0892	0.1919	0.2485	3.2301	0.9541	0.8431	0.2990	0.1806	0.1956	0.3248	1.5201E-3	0.281	0.167	15.794
69000000	0.2736	1.1622	0.2498	0.3171	3.3077	0.6896	0.8623	0.2975	0.1793	0.1997	0.3235	1.2889E-3	0.268	0.163	17.561
70000000	0.3078	1.2041	0.2619	0.2964	2.9764	0.9534	0.8409	0.2940	0.1815	0.1959	0.3286	1.2615E-3	0.672	0.164	18.080
71000000	0.3392	1.2867	0.2210	0.1971	3.1500	0.8061	0.8018	0.2999	0.1808	0.1940	0.3253	1.5006E-3	0.596	0.174	15.445
72000000	0.3230	1.2563	0.3050	0.2517	3.0435	0.8204	0.8583	0.2955	0.1826	0.1947	0.3273	1.5126E-3	0.046	0.166	15.540
73000000	0.3095	1.1803	0.2455	0.3968	3.0578	0.8101	0.8825	0.3003	0.1791	0.1960	0.3246	1.4283E-3	0.409	0.180	16.157
74000000	0.3014	1.2765	0.2762	0.1792	3.1938	0.7729	0.8571	0.2976	0.1775	0.1957	0.3292	1.4739E-3	0.335	0.196	15.643
75000000	0.2504	1.1481	0.2166	0.3819	3.1784	0.8246	0.8492	0.2992	0.1796	0.1953	0.3259	1.3802E-3	1.274	0.191	15.918
76000000	0.2753	1.4091	0.2165	0.2285	2.8750	0.9956	0.8647	0.2981	0.1797	0.1956	0.3266	1.3704E-3	0.367	0.176	16.083
77000000	0.2709	1.1564	0.2134	0.2417	3.1458	0.9718	0.8706	0.2937	0.1839	0.1912	0.3312	1.496E-3	0.596	0.159	15.939
78000000	0.2494	1.1275	0.1951	0.4335	3.1609	0.8336	0.8260	0.3031	0.1796	0.1968	0.3205	1.5354E-3	0.280	0.162	15.254
79000000	0.4457	1.0759	0.2242	0.1692	3.1561	0.9289	0.8370	0.2957	0.1840	0.1950	0.3253	1.356E-3	0.368	0.163	16.616
80000000	0.2035	1.2546	0.2233	0.2946	3.1054	0.9185	0.8274	0.2976	0.1758	0.2001	0.3264	1.2904E-3	0.261	0.176	17.911
81000000	0.2487	1.1137	0.3024	0.3405	3.1514	0.8433	0.8569	0.3027	0.1838	0.1936	0.3199	1.544E-3	1.227	0.173	15.037
82000000	0.2583	1.1785	0.2469	0.2492	3.0218	1.0453	0.8538	0.2975	0.1821	0.1973	0.3231	1.2947E-3	0.490	0.169	17.571
83000000	0.3449	1.1367	0.1879	0.3058	3.0242	1.0005	0.8577	0.2959	0.1799	0.1995	0.3247	1.2907E-3	0.342	0.177	17.657
84000000	0.4078	1.3084	0.2511	0.4615	2.7754	0.7959	0.8757	0.2991	0.1796	0.1938	0.3274	1.3995E-3	0.245	0.176	16.457
85000000	0.2769	1.3444	0.2707	0.2338	3.0764	0.7979	0.8570	0.3010	0.1785	0.1945	0.3260	1.0978E-3	0.609	0.147	19.746
86000000	0.3116	1.2168	0.1891	0.3729	3.0533	0.8562	0.8392	0.2993	0.1779	0.1971	0.3257	1.2232E-3	0.165	0.173	18.002
87000000	0.3060	1.4084	0.1663	0.4166	2.9713	0.7314	0.8488	0.2937	0.1823	0.1933	0.3308	1.1737E-3	0.378	0.197	18.824
88000000	0.2733	1.2342	0.2276	0.2541	3.1665	0.8444	0.8555	0.3009	0.1808	0.1935	0.3248	1.146E-3	1.065	0.211	18.899
89000000	0.2365	1.3180	0.1917	0.2711	3.0638	0.9190	0.8109	0.2945	0.1816	0.1977	0.3262	1.2945E-3	0.512	0.178	17.285
90000000	0.3712	1.1770	0.2533	0.2306	2.9700	0.9979	0.8586	0.2981	0.1801	0.1970	0.3247	1.1471E-3	0.455	0.194	17.999
91000000	0.2706	1.1654	0.2619	0.2410	3.1018	0.9592	0.8572	0.2963	0.1820	0.1954	0.3263	1.6042E-3	0.742	0.187	15.596
92000000	0.2302	1.2102	0.2255	0.2150	3.2099	0.9094	0.8848	0.3028	0.1833	0.1924	0.3216	1.3692E-3	0.473	0.169	17.856
93000000	0.2600	1.3321	0.2176	0.2216	2.9808	0.9880	0.8561	0.2998	0.1766	0.1966	0.3269	1.4858E-3	0.185	0.156	15.564
94000000	0.2514	1.2886	0.2003	0.2551	3.1600	0.8446	0.8406	0.3028	0.1794	0.1932	0.3247	1.2771E-3	0.555	0.174	17.685
95000000	0.2191	1.1991	0.2625	0.2148	3.2507	0.8538	0.8829	0.2986	0.1801	0.1974	0.3239	1.3723E-3	0.306	0.173	16.190
96000000	0.3296	1.2534	0.2217	0.2792	3.0266	0.8895	0.8683	0.2989	0.1775	0.1973	0.3263	1.337E-3	0.245	0.168	16.918
97000000	0.2474	1.2658	0.1780	0.3838	3.0023	0.9228	0.8491	0.3001	0.1802	0.1929	0.3268	1.1114E-3	0.442	0.167	19.089
98000000	0.2869	1.1815	0.2359	0.2722	3.1323	0.8912	0.8267	0.2937	0.1814	0.1943	0.3306	1.116E-3	0.507	0.178	20.892
99000000	0.3014	1.2641	0.1900	0.2143	3.1069	0.9234	0.8528	0.2963	0.1831	0.1975	0.3230	1.1144E-3	0.070	0.157	19.090
100000000	0.3381	1.1830	0.1869	0.2553	3.0707	0.9659	0.8640	0.2988	0.1785	0.1969	0.3258	1.3177E-3	0.470	0.174	16.082
101000000	0.2166	1.3234	0.1793	0.2629	2.9833	1.0345	0.8319	0.2955	0.1873	0.1918	0.3253	1.3017E-3	0.046	0.157	16.528
102000000	0.3007	1.2590	0.2693	0.2640	2.9095	0.9975	0.7958	0.3023	0.1806	0.1963	0.3208	1.3585E-3	0.663	0.181	15.790
103000000	0.2686	1.2613	0.2005	0.3335	3.0352	0.9009	0.8508	0.3006	0.1820	0.1921	0.3253	1.4769E-3	0.441	0.205	14.626
104000000	0.3715	1.2357	0.2133	0.3565	3.1005	0.7225	0.8550	0.3007	0.1813	0.1945	0.3234	1.2727E-3	0.377	0.177	18.377
105000000	0.2832	1.2548	0.2473	0.3461	3.0174	0.8513	0.8718	0.2967	0.1808	0.1967	0.3257	1.1922E-3	1.443	0.172	18.044
106000000	0.2739	1.3341	0.2252	0.3072	2.9803	0.8792	0.8682	0.2983	0.1767	0.1941	0.3310	1.2089E-3	0.852	0.164	18.774
107000000	0.2444	1.0876	0.1705	0.4324	3.1782	0.8869	0.8422	0.2976	0.1812	0.1956	0.3256	1.5905E-3	0.708	0.157	15.337
108000000	0.2532	1.2814	0.2452	0.2166	3.2756	0.7280	0.8328	0.2982	0.1767	0.1965	0.3286	1.2652E-3	0.310	0.198	17.044
109000000	0.2644	1.3079	0.2700	0.1649	3.1233	0.8696	0.8507	0.2968	0.1840	0.1932	0.3259	1.2127E-3	0.355	0.168	18.238
110000000	0.2439	1.2619	0.1703	0.4046	2.9881	0.9313	0.8457	0.2977	0.1779	0.1964	0.3279	1.1148E-3	0.972	0.200	19.277
111000000	0.3170	1.1525	0.3146	0.2765	3.0748	0.8646	0.8134	0.2982	0.1788	0.1981	0.3250	1.1108E-3	0.212	0.177	20.944
112000000	0.2839	1.2520	0.1788	0.3358	2.9210	1.0284	0.7984	0.3016	0.1761	0.1963	0.3259	1.2526E-3	0.373	0.153	18.388
113000000	0.2739	1.2445	0.2597	0.2161	3.1454	0.8604	0.8558	0.2984	0.1845	0.1940	0.3231	1.4853E-3	0.120	0.158	15.882
114000000	0.3326	1.2757	0.2460	0.3070	3.0281	0.8105	0.8367	0.2989	0.1850	0.1953	0.3208	1.401E-3	0.009	0.144	14.839
115000000	0.2543	1.1365	0.2251	0.3193	3.1187	0.9461	0.8242	0.2936	0.1809	0.1978	0.3277	1.3591E-3	0.150	0.176	17.224
116000000	0.3078	1.3839	0.2607	0.2688	2.9222	0.8566	0.8194	0.3034	0.1800	0.1937	0.3229	1.4401E-3	0.452	0.185	15.536
117000000	0.3131	1.2759	0.2256	0.1984	3.0970	0.8900	0.8215	0.2998	0.1786	0.1945	0.3270	1.3082E-3	2.270	0.200	18.516
118000000	0.3253	1.1973	0.2479	0.3257	3.0543	0.8494	0.8431	0.2957	0.1832	0.1985	0.3226	1.1842E-3	0.196	0.188	19.372
119000000	0.2272	1.1956	0.2125	0.2229	3.3746	0.7672	0.8639	0.2965	0.1830	0.1931	0.3274	1.1937E-3	1.146	0.201	18.885
120000000	0.2568	1.3331	0.1916	0.3291	3.0611	0.8284	0.8553	0.3010	0.1839	0.1934	0.3217	1.1322E-3	0.074	0.156	19.323
121000000	0.2401	1.2100	0.2577	0.4252	2.9704	0.8967	0.8100	0.3005	0.1805	0.1954	0.3235	1.3039E-3	0.127	0.188	17.007
122000000	0.2217	1.2216	0.2302	0.3298	3.0749	0.9219	0.8441	0.2964	0.1842	0.1931	0.3264	1.3727E-3	0.528	0.161	16.520
123000000	0.4535	1.1125	0.1739	0.2542	3.1807	0.8250	0.8472	0.2989	0.1822	0.1955	0.3233	1.3082E-3	0.681	0.190	18.558
124000000	0.3276	1.1516	0.2281	0.3326	3.1266	0.8335	0.8527	0.3007	0.1812	0.1908	0.3273	1.4849E-3	0.593	0.169	15.640
125000000	0.2953	1.1842	0.1976	0.4250	3.0100	0.8879	0.8238	0.2997	0.1809	0.1930	0.3264	1.1659E-3	0.134	0.188	18.476
126000000	0.2145	1.3393	0.1609	0.2604	3.1768	0.8482	0.8719	0.2999	0.1815	0.1949	0.3237	1.3433E-3	1.241	0.173	17.698
127000000	0.3399	1.2242	0.1866	0.1754	3.1899	0.8840	0.8171	0.2952	0.1812	0.1978	0.3258	1.3673E-3	0.527	0.181	16.434
128000000	0.3312	1.2338	0.2847	0.1689	3.0949	0.8866	0.8503	0.2989	0.1810	0.1940	0.3261	1.4903E-3	0.412	0.168	16.177
129000000	0.2941	1.1686	0.1999	0.2919	2.9502	1.0953	0.8630	0.2947	0.1818	0.2004	0.3231	1.2869E-3	0.540	0.182	17.605
130000000	0.3013	1.1735	0.2504	0.3694	2.8783	1.0272	0.8197	0.2972	0.1826	0.1923	0.3279	1.3824E-3	0.853	0.169	15.739
131000000	0.2276	1.3386	0.2326	0.2188	3.0889	0.8936	0.8582	0.2975	0.1839	0.1958	0.3228	1.4891E-3	0.595	0.153	15.289
132000000	0.3132	1.2791	0.2728	0.3280	3.0771	0.7297	0.8332	0.2977	0.1830	0.1964	0.3229	1.6642E-3	0.658	0.195	13.840
133000000	0.3028	1.2557	0.2417	0.3400	3.1178	0.7420	0.8345	0.2982	0.1816	0.1939	0.3264	1.5177E-3	0.072	0.157	15.386
134000000	0.3159	1.1733	0.2076	0.2971	3.0403	0.9657	0.8427	0.3002	0.1797	0.1977	0.3224	1.3993E-3	0.351	0.179	16.220
135000000	0.2500	1.2435	0.2090	0.2969	3.0010	0.9996	0.8408	0.2963	0.1790	0.1991	0.3257	1.404E-3	0.433	0.158	16.119
136000000	0.2575	1.1574	0.2483	0.3427	3.2232	0.7709	0.8372	0.3004	0.1812	0.1934	0.3250	1.3141E-3	0.351	0.177	17.707
137000000	0.2461	1.1989	0.2637	0.2591	3.1494	0.8828	0.8540	0.2973	0.1832	0.1965	0.3229	1.2741E-3	0.244	0.197	18.287
138000000	0.2568	1.2858	0.2445	0.2366	3.1022	0.8742	0.8392	0.2983	0.1804	0.1967	0.3246	1.289E-3	0.513	0.199	17.881
139000000	0.3700	1.3153	0.1888	0.3505	2.8168	0.9586	0.8601	0.2988	0.1793	0.1961	0.3259	1.4617E-3	0.181	0.147	14.472
140000000	0.2377	1.2612	0.2559	0.3071	3.0747	0.8634	0.8497	0.3025	0.1770	0.1974	0.3230	1.3195E-3	0.061	0.164	16.594
141000000	0.2614	1.2896	0.2627	0.2986	3.0015	0.8862	0.8241	0.2994	0.1841	0.1961	0.3204	1.2476E-3	0.121	0.169	17.696
142000000	0.3032	1.2246	0.2555	0.2719	2.9547	0.9900	0.8520	0.2949	0.1809	0.1940	0.3302	1.241E-3	0.179	0.166	17.305
143000000	0.2537	1.2231	0.2147	0.2682	3.2073	0.8330	0.8631	0.2994	0.1805	0.1971	0.3231	1.2402E-3	0.257	0.177	18.467
144000000	0.2597	1.0207	0.2602	0.2680	3.2652	0.9262	0.8148	0.3017	0.1753	0.1953	0.3277	1.2683E-3	0.853	0.192	18.358
145000000	0.3574	1.2719	0.2511	0.3099	2.8578	0.9519	0.8336	0.2910	0.1838	0.1979	0.3273	1.152E-3	1.099	0.178	18.406
146000000	0.2743	1.1491	0.2116	0.2734	3.2519	0.8397	0.8548	0.2987	0.1807	0.1955	0.3251	1.3581E-3	0.264	0.166	17.078
147000000	0.2230	1.4514	0.2645	0.2895	2.8590	0.9125	0.8654	0.2968	0.1807	0.1959	0.3266	1.3971E-3	0.352	0.187	16.656
148000000	0.2248	1.2387	0.2575	0.2959	3.0727	0.9104	0.8162	0.2988	0.1818	0.1958	0.3235	1.4335E-3	0.390	0.183	16.628
149000000	0.3457	1.1162	0.2247	0.1972	3.3033	0.8128	0.8356	0.2925	0.1814	0.1967	0.3294	1.3015E-3	0.213	0.179	17.460
150000000	0.2733	1.1650	0.3576	0.1923	3.2083	0.8035	0.8423	0.2933	0.1835	0.1968	0.3264	1.427E-3	0.481	0.185	16.242
151000000	0.3221	1.1847	0.2146	0.3012	3.0700	0.9074	0.8367	0.3011	0.1804	0.1934	0.3250	1.1164E-3	0.253	0.171	19.049
152000000	0.1898	1.1818	0.2817	0.3338	3.1246	0.8884	0.8779	0.2983	0.1824	0.1942	0.3252	1.3189E-3	0.131	0.169	16.036
153000000	0.1737	1.2801	0.1999	0.2010	3.2242	0.9210	0.8257	0.2986	0.1841	0.1957	0.3216	1.5203E-3	0.426	0.162	15.205
154000000	0.2513	1.3039	0.2260	0.2711	3.1387	0.8090	0.8356	0.2959	0.1800	0.1938	0.3304	1.5468E-3	1.142	0.171	14.295
155000000	0.2519	1.1763	0.2540	0.4310	2.9961	0.8906	0.8455	0.3003	0.1807	0.1913	0.3277	1.489E-3	0.602	0.165	14.964
156000000	0.2840	1.2694	0.2050	0.3507	3.1527	0.7382	0.8057	0.2962	0.1849	0.1966	0.3224	1.4196E-3	0.630	0.180	15.892
157000000	0.2729	1.2361	0.2948	0.3578	2.9864	0.8520	0.8600	0.2972	0.1790	0.1982	0.3256	1.5802E-3	0.210	0.180	15.770
158000000	0.4674	1.1084	0.2089	0.2164	3.2057	0.7932	0.8629	0.2981	0.1777	0.1943	0.3299	1.3502E-3	0.455	0.177	15.422
159000000	0.2637	1.1205	0.2407	0.3125	3.0020	1.0606	0.8611	0.3022	0.1784	0.1975	0.3219	1.4258E-3	0.925	0.178	15.360
160000000	0.2153	1.2659	0.2346	0.2987	3.0243	0.9611	0.8288	0.2990	0.1770	0.1962	0.3278	1.2271E-3	0.196	0.165	18.367
161000000	0.2979	1.3134	0.2580	0.2529	2.8024	1.0754	0.7995	0.2966	0.1812	0.1955	0.3266	1.4094E-3	1.028	0.179	16.349
162000000	0.2614	1.2134	0.2172	0.3209	3.0626	0.9245	0.8474	0.2963	0.1844	0.1940	0.3253	1.35E-3	0.961	0.201	16.520
163000000	0.2890	1.3704	0.1645	0.2695	3.0687	0.8379	0.8309	0.2969	0.1834	0.1967	0.3231	1.1385E-3	0.700	0.170	19.362
164000000	0.2814	1.1880	0.2544	0.2288	3.2703	0.7770	0.8354	0.2956	0.1813	0.1960	0.3271	1.4368E-3	0.775	0.181	16.930
165000000	0.3053	1.1638	0.2164	0.2043	3.2913	0.8190	0.8649	0.3005	0.1819	0.1984	0.3191	1.3018E-3	0.100	0.176	17.967
166000000	0.2607	1.1144	0.2615	0.2289	3.2124	0.9222	0.8770	0.2987	0.1800	0.1942	0.3272	1.3054E-3	0.442	0.178	17.523
167000000	0.2767	1.4285	0.2150	0.2315	3.0523	0.7961	0.8244	0.2999	0.1748	0.1975	0.3279	1.2992E-3	1.179	0.221	17.689
168000000	0.2785	1.3595	0.2595	0.2278	3.0448	0.8299	0.8541	0.3032	0.1796	0.1953	0.3219	1.4825E-3	0.250	0.165	15.337
169000000	0.3732	1.2288	0.2435	0.2195	2.9628	0.9723	0.8743	0.2983	0.1787	0.1956	0.3275	1.5629E-3	0.234	0.245	14.854
170000000	0.2786	1.1743	0.2236	0.2074	3.2660	0.8501	0.8251	0.2972	0.1814	0.1939	0.3275	1.58E-3	0.601	0.156	14.576
171000000	0.2990	1.1656	0.2484	0.2804	3.0939	0.9127	0.7937	0.2947	0.1806	0.1979	0.3268	1.6328E-3	0.493	0.177	14.972
172000000	0.2747	1.2636	0.2435	0.3418	3.0432	0.8332	0.8350	0.2997	0.1764	0.1987	0.3252	1.2198E-3	0.622	0.183	18.473
173000000	0.2579	1.2176	0.2527	0.3408	3.0531	0.8779	0.8631	0.2992	0.1795	0.1941	0.3272	1.1841E-3	0.472	0.188	19.158
174000000	0.3254	1.2652	0.2174	0.2749	3.1400	0.7771	0.8443	0.2944	0.1795	0.1989	0.3273	1.233E-3	0.423	0.174	18.283
