state	cp12.kappa	cp3.kappa	cp12.alpha	cp3.alpha	cp12.mu	cp3.mu	cp12.frequencies1	cp12.frequencies2	cp12.frequencies3	cp12.frequencies4	cp3.frequencies1	cp3.frequencies2	cp3.frequencies3	cp3.frequencies4	avian.rate	equine.rate	galliform1.rate	human1.rate	shorebird1.rate	swine1.rate	swine2.rate	swine3.rate	skygrid.precision	rootHeight	treeLength	tmrca(equine1)	tmrca(equine2)	tmrca(galliform1)	tmrca(human1)	tmrca(shorebird1)	tmrca(swine1)	tmrca(swine2)	tmrca(swine3)
11000000	8.924	15.926	0.2419	1.1842	0.4027	2.1945	0.3679	0.2512	0.1821	0.1988	0.3777	0.1899	0.1853	0.2471	2.234E-3	1.7287E-3	2.7158E-3	1.8234E-3	2.9212E-3	2.4153E-3	2.3743E-3	2.7521E-3	106.089	851.283	4173.150	49.711	65.786	18.216	82.128	47.412	83.647	32.974	14.555
12000000	8.639	17.398	0.2166	1.3247	0.3911	2.2178	0.3633	0.2542	0.1744	0.2082	0.3774	0.1962	0.1823	0.2441	2.2408E-3	1.5164E-3	2.3784E-3	1.9213E-3	3.1292E-3	2.8445E-3	2.6514E-3	2.215E-3	136.612	919.842	4315.853	51.002	66.416	17.862	81.534	49.609	82.711	31.143	14.886
13000000	8.708	16.343	0.2200	1.2005	0.3928	2.2144	0.3568	0.2445	0.1892	0.2095	0.3706	0.2004	0.1815	0.2474	2.1331E-3	1.4886E-3	2.9323E-3	1.7986E-3	3.1037E-3	2.4016E-3	2.1516E-3	2.7507E-3	68.969	1164.306	4824.221	50.370	69.649	18.017	83.686	47.733	83.782	31.315	14.087
14000000	9.662	17.005	0.2231	1.1456	0.3948	2.2104	0.3563	0.2517	0.1774	0.2146	0.3803	0.1952	0.1804	0.2441	2.1872E-3	1.3268E-3	2.3541E-3	1.7735E-3	2.9621E-3	2.2178E-3	2.3965E-3	2.5407E-3	79.239	1035.661	4511.660	51.459	64.219	17.681	82.933	48.264	82.737	31.817	14.545
15000000	8.490	16.251	0.2185	1.3028	0.3969	2.2062	0.3333	0.2663	0.1826	0.2179	0.3826	0.1941	0.1803	0.2429	2.0378E-3	1.5621E-3	2.7979E-3	1.7748E-3	2.9134E-3	2.3711E-3	2.2649E-3	2.7625E-3	153.856	784.546	4042.046	50.400	65.124	17.466	82.659	48.173	82.676	32.222	14.207
16000000	7.849	16.597	0.2185	1.2699	0.4130	2.1741	0.3512	0.2510	0.1809	0.2169	0.3784	0.1888	0.1863	0.2464	2.2596E-3	1.4313E-3	3.3816E-3	1.7839E-3	3.3244E-3	2.4326E-3	2.2483E-3	2.5831E-3	83.719	1004.877	4481.312	51.347	66.662	17.594	82.531	48.618	84.303	31.723	14.876
17000000	8.067	16.951	0.2242	1.2957	0.4014	2.1972	0.3385	0.2341	0.1905	0.2369	0.3774	0.1884	0.1840	0.2503	2.2888E-3	1.4765E-3	3.2741E-3	1.8599E-3	3.189E-3	2.5151E-3	2.3219E-3	2.5549E-3	14.533	820.115	4103.721	51.019	69.560	17.840	82.203	48.929	83.381	30.932	14.393
18000000	8.533	17.501	0.2329	1.2522	0.4160	2.1679	0.3585	0.2467	0.1896	0.2052	0.3795	0.1944	0.1800	0.2460	2.118E-3	1.5317E-3	2.678E-3	1.7264E-3	3.1119E-3	2.5318E-3	2.3042E-3	2.4704E-3	898.463	850.509	4218.212	50.688	63.976	17.987	82.898	48.699	83.702	31.770	14.507
19000000	8.631	16.754	0.2421	1.2122	0.4133	2.1734	0.3498	0.2372	0.1914	0.2216	0.3778	0.1993	0.1786	0.2443	2.0779E-3	1.661E-3	2.8088E-3	1.8887E-3	3.2437E-3	2.3534E-3	2.1434E-3	2.3674E-3	34.525	942.491	4413.739	51.110	63.655	18.522	82.236	49.050	83.625	31.444	14.895
20000000	8.948	16.172	0.2193	1.3589	0.4091	2.1819	0.3629	0.2461	0.1828	0.2082	0.3732	0.1957	0.1813	0.2497	2.1904E-3	1.5461E-3	2.5123E-3	1.8244E-3	3.3634E-3	2.5567E-3	2.3316E-3	2.1974E-3	36.724	1060.074	4642.879	52.371	63.987	18.351	82.254	49.107	83.622	31.419	14.821
21000000	8.471	16.716	0.2381	1.2640	0.4006	2.1988	0.3437	0.2581	0.1797	0.2185	0.3895	0.1882	0.1796	0.2427	2.1697E-3	1.3956E-3	3.0262E-3	1.7949E-3	3.0394E-3	2.3255E-3	2.5355E-3	2.5295E-3	446.963	809.159	4176.379	53.176	69.232	17.648	84.061	48.166	84.530	31.304	14.797
22000000	7.786	17.129	0.2167	1.1771	0.3946	2.2107	0.3542	0.2395	0.1921	0.2142	0.3892	0.1946	0.1797	0.2364	2.1598E-3	1.5814E-3	3.0188E-3	1.8103E-3	2.9875E-3	2.3231E-3	2.5044E-3	2.5197E-3	47.908	852.582	4141.385	51.380	64.130	18.231	82.283	48.316	83.366	31.130	14.002
23000000	8.369	16.876	0.2274	1.2328	0.4002	2.1996	0.3451	0.2417	0.2036	0.2097	0.3701	0.1968	0.1822	0.2509	2.2029E-3	1.5116E-3	2.443E-3	1.7493E-3	3.2237E-3	2.4794E-3	2.4286E-3	2.6351E-3	49.473	843.983	4226.134	51.396	67.092	18.122	82.555	48.258	84.426	31.394	14.421
24000000	8.629	17.731	0.2085	1.2139	0.4210	2.1580	0.3495	0.2503	0.1827	0.2175	0.3758	0.2023	0.1761	0.2459	2.1051E-3	1.3651E-3	2.4895E-3	1.7994E-3	2.8547E-3	2.6585E-3	2.5692E-3	2.2446E-3	195.523	985.819	4498.887	52.222	68.627	18.105	84.017	48.285	83.573	30.481	14.722
25000000	8.094	16.069	0.2324	1.2928	0.3843	2.2314	0.3591	0.2421	0.1726	0.2262	0.3807	0.2010	0.1801	0.2381	2.1203E-3	1.2286E-3	2.5778E-3	1.6495E-3	3.1631E-3	2.3116E-3	2.6011E-3	2.6249E-3	83.772	1004.740	4536.974	52.595	65.428	18.558	82.414	49.339	83.902	31.188	14.438
26000000	9.397	16.078	0.2292	1.2116	0.3740	2.2520	0.3627	0.2527	0.1768	0.2078	0.3747	0.1981	0.1802	0.2470	2.1162E-3	1.4802E-3	2.8286E-3	1.8924E-3	3.0246E-3	2.5771E-3	2.3059E-3	2.3681E-3	327.149	898.891	4320.296	51.102	66.614	18.608	81.417	48.140	83.946	31.418	15.323
27000000	8.488	17.113	0.2229	1.4134	0.3946	2.2107	0.3441	0.2460	0.1968	0.2131	0.3759	0.1964	0.1806	0.2471	2.2616E-3	1.7347E-3	3.056E-3	2.008E-3	2.9767E-3	2.3054E-3	2.4229E-3	2.4436E-3	47.337	842.854	4153.593	50.214	63.141	17.829	81.998	50.650	84.641	30.786	14.398
28000000	7.557	16.177	0.2209	1.2550	0.3858	2.2284	0.3501	0.2419	0.1888	0.2192	0.3844	0.1958	0.1802	0.2396	2.2719E-3	1.5437E-3	2.7228E-3	1.7865E-3	2.9549E-3	2.5348E-3	2.4938E-3	2.6626E-3	56.748	908.690	4280.170	51.367	68.159	17.872	83.803	48.816	84.114	30.954	14.413
29000000	8.025	15.631	0.2272	1.1458	0.3907	2.2186	0.3595	0.2407	0.1750	0.2248	0.3829	0.1930	0.1819	0.2422	2.1499E-3	1.5205E-3	3.4779E-3	1.821E-3	3.1544E-3	2.4891E-3	2.3805E-3	2.6775E-3	90.402	858.309	4201.466	51.981	64.253	17.709	83.956	50.087	83.046	30.967	14.575
30000000	9.019	17.187	0.2316	1.2308	0.4095	2.1810	0.3484	0.2510	0.1797	0.2209	0.3805	0.1919	0.1818	0.2458	2.1822E-3	1.4928E-3	2.5506E-3	1.8511E-3	3.2405E-3	2.7277E-3	2.5206E-3	2.4203E-3	25.003	1054.296	4574.186	52.405	67.520	17.845	82.829	47.494	83.760	31.125	14.738
31000000	7.729	17.469	0.2246	1.2984	0.4038	2.1924	0.3288	0.2421	0.2086	0.2205	0.3717	0.1941	0.1771	0.2570	2.2381E-3	1.4996E-3	3.2153E-3	1.8568E-3	2.95E-3	2.3452E-3	2.3518E-3	2.3633E-3	64.515	964.736	4394.937	51.581	66.815	17.585	83.213	49.818	83.716	30.694	14.527
32000000	8.262	16.923	0.2261	1.3534	0.3831	2.2337	0.3496	0.2482	0.1935	0.2087	0.3601	0.2061	0.1808	0.2530	2.1203E-3	1.3833E-3	3.6061E-3	1.7703E-3	3.0039E-3	2.4732E-3	2.5078E-3	2.5793E-3	33.561	892.867	4315.391	51.552	66.814	17.748	83.443	47.650	83.429	31.183	14.708
33000000	9.054	16.718	0.2229	1.1730	0.4130	2.1741	0.3408	0.2502	0.1936	0.2155	0.3801	0.1975	0.1806	0.2419	2.1524E-3	1.6802E-3	3.3058E-3	1.7099E-3	3.128E-3	2.3775E-3	2.6059E-3	2.5863E-3	155.625	1069.820	4689.448	51.068	64.859	17.864	83.457	49.650	84.350	31.178	14.070
34000000	8.120	16.473	0.2172	1.2448	0.3922	2.2157	0.3467	0.2533	0.1850	0.2150	0.3830	0.1946	0.1856	0.2368	2.1589E-3	1.6307E-3	3.0245E-3	1.7737E-3	3.0754E-3	2.4079E-3	2.4756E-3	2.5182E-3	67.659	950.228	4385.435	51.944	64.886	17.749	83.332	49.254	83.751	31.651	14.865
35000000	8.397	15.840	0.2091	1.2818	0.3935	2.2131	0.3524	0.2502	0.1863	0.2111	0.3710	0.1931	0.1818	0.2541	2.3356E-3	1.5787E-3	2.7131E-3	1.9254E-3	3.2758E-3	2.4631E-3	2.4632E-3	2.4423E-3	14.341	984.834	4387.594	51.306	66.047	17.578	81.528	47.916	83.723	31.024	14.954
36000000	8.243	16.864	0.2166	1.2593	0.4174	2.1651	0.3482	0.2464	0.1758	0.2295	0.3716	0.1979	0.1848	0.2456	2.1465E-3	1.6754E-3	3.7826E-3	1.8282E-3	2.8377E-3	2.397E-3	2.5267E-3	2.3982E-3	31.155	1052.400	4590.233	50.659	61.291	17.670	83.559	48.344	83.745	30.765	14.592
37000000	8.824	16.605	0.2194	1.2474	0.4015	2.1971	0.3537	0.2572	0.1809	0.2081	0.3771	0.1976	0.1840	0.2414	2.2024E-3	1.4174E-3	3.0558E-3	1.8773E-3	2.9886E-3	2.275E-3	2.2506E-3	2.1515E-3	198.253	985.225	4442.892	52.435	66.327	17.804	82.609	46.510	83.077	31.161	15.035
38000000	8.167	16.670	0.2313	1.2830	0.3911	2.2178	0.3552	0.2319	0.1927	0.2203	0.3795	0.1882	0.1855	0.2467	2.2512E-3	1.4859E-3	3.1126E-3	1.8092E-3	3.3345E-3	2.5444E-3	2.5088E-3	2.8E-3	41.146	859.485	4181.418	52.378	67.514	18.429	83.574	49.038	83.545	31.734	14.388
39000000	8.904	16.070	0.2247	1.2744	0.3992	2.2016	0.3612	0.2499	0.1733	0.2156	0.3656	0.1982	0.1829	0.2533	2.2623E-3	1.6419E-3	2.8862E-3	1.8075E-3	3.1899E-3	2.6649E-3	2.5092E-3	2.7117E-3	119.970	837.610	4216.389	50.597	64.599	18.561	83.669	49.719	83.310	30.692	14.712
40000000	7.554	16.119	0.2079	1.2414	0.3834	2.2332	0.3586	0.2483	0.1811	0.2120	0.3797	0.1925	0.1834	0.2445	2.1408E-3	1.3574E-3	2.7299E-3	1.8321E-3	3.2492E-3	2.3135E-3	2.3734E-3	2.5509E-3	11.745	958.760	4461.998	51.551	70.587	18.571	82.310	49.523	84.381	32.009	14.007
41000000	8.338	16.505	0.2162	1.1166	0.4202	2.1596	0.3570	0.2385	0.1838	0.2206	0.3852	0.1974	0.1794	0.2379	2.145E-3	1.7034E-3	2.6993E-3	1.76E-3	3.4577E-3	2.515E-3	2.3549E-3	2.643E-3	95.022	967.938	4421.993	50.466	65.262	17.407	82.544	47.853	83.192	31.059	15.096
42000000	7.956	15.896	0.2337	1.1020	0.4180	2.1640	0.3412	0.2495	0.1880	0.2214	0.3870	0.1942	0.1791	0.2397	2.0545E-3	1.6284E-3	2.4666E-3	1.8877E-3	3.4576E-3	2.4787E-3	2.3988E-3	2.7053E-3	55.689	1114.490	4773.734	51.476	64.893	17.731	81.908	46.918	84.073	30.808	14.742
43000000	8.029	17.507	0.2130	1.1954	0.4056	2.1889	0.3431	0.2442	0.1907	0.2220	0.3778	0.1948	0.1835	0.2439	2.1754E-3	1.3147E-3	2.5948E-3	1.8219E-3	3.1744E-3	2.457E-3	2.4053E-3	2.4427E-3	33.467	877.019	4279.688	51.965	69.535	18.450	82.422	48.522	82.690	31.755	14.243
44000000	8.722	16.904	0.2148	1.3378	0.4218	2.1564	0.3446	0.2451	0.1934	0.2169	0.3819	0.1992	0.1797	0.2392	2.2E-3	1.6899E-3	2.6563E-3	1.7688E-3	3.0636E-3	2.3743E-3	2.138E-3	2.3741E-3	40.254	1019.227	4535.907	50.428	67.266	17.887	82.124	47.989	83.786	31.441	14.648
45000000	8.694	16.274	0.2289	1.1778	0.4203	2.1593	0.3579	0.2439	0.1830	0.2152	0.3852	0.1928	0.1791	0.2429	2.0964E-3	1.5922E-3	3.1835E-3	1.8615E-3	3.3621E-3	2.4414E-3	2.147E-3	2.4799E-3	97.171	1012.526	4535.652	50.898	63.153	17.464	82.531	49.464	83.883	31.332	15.338
46000000	8.078	16.780	0.2303	1.2795	0.4110	2.1780	0.3505	0.2483	0.1891	0.2121	0.3738	0.1946	0.1810	0.2507	2.1767E-3	1.4351E-3	3.0702E-3	1.8255E-3	3.1006E-3	2.3345E-3	2.417E-3	2.4809E-3	114.501	945.410	4418.464	51.696	68.412	17.551	82.224	49.528	82.887	31.267	14.953
47000000	8.056	16.346	0.2292	1.2053	0.3854	2.2291	0.3647	0.2344	0.1789	0.2220	0.3765	0.1939	0.1852	0.2444	2.2607E-3	1.3618E-3	2.836E-3	1.7592E-3	3.2792E-3	2.4801E-3	2.3077E-3	2.7928E-3	373.120	826.067	4140.082	51.925	67.856	18.076	83.958	48.152	82.311	31.416	14.323
48000000	8.300	15.437	0.2163	1.3651	0.3756	2.2488	0.3487	0.2374	0.1915	0.2225	0.3727	0.1899	0.1885	0.2489	2.1656E-3	1.5074E-3	2.8363E-3	1.8874E-3	3.0888E-3	2.413E-3	2.1545E-3	2.7395E-3	59.800	942.790	4377.017	51.511	65.313	18.176	82.123	47.928	84.557	31.900	13.879
49000000	8.422	17.095	0.2226	1.2782	0.3944	2.2111	0.3573	0.2435	0.1921	0.2071	0.3749	0.1960	0.1820	0.2472	2.2286E-3	1.6759E-3	2.5683E-3	1.93E-3	2.8463E-3	2.2315E-3	2.2321E-3	2.1184E-3	21.864	979.068	4483.489	51.487	63.850	18.197	82.885	50.302	83.791	31.705	15.006
50000000	7.850	17.313	0.2205	1.1067	0.4000	2.2000	0.3524	0.2380	0.1905	0.2191	0.3756	0.1947	0.1848	0.2449	2.2496E-3	1.4466E-3	2.8248E-3	1.9524E-3	3.3178E-3	2.429E-3	2.6014E-3	2.3517E-3	35.897	872.135	4211.205	52.215	67.490	18.827	81.420	48.224	82.907	31.576	15.115
51000000	8.360	16.030	0.2218	1.3092	0.3960	2.2079	0.3541	0.2408	0.1831	0.2219	0.3837	0.1972	0.1862	0.2329	2.2862E-3	1.5799E-3	2.7968E-3	2.0381E-3	3.1126E-3	2.3443E-3	2.5855E-3	2.5266E-3	75.125	925.925	4389.688	51.858	66.196	18.282	83.196	51.026	84.227	31.674	13.785
52000000	7.844	16.504	0.2187	1.3874	0.4075	2.1849	0.3440	0.2490	0.1857	0.2213	0.3802	0.1869	0.1818	0.2511	2.1923E-3	1.6128E-3	2.8389E-3	1.743E-3	3.265E-3	2.648E-3	2.204E-3	2.425E-3	22.865	904.453	4307.380	50.993	62.932	18.416	82.210	48.123	83.354	31.092	14.367
53000000	7.711	16.767	0.2187	1.2122	0.4006	2.1989	0.3335	0.2598	0.1916	0.2151	0.3954	0.1879	0.1780	0.2386	2.1855E-3	1.4629E-3	2.9798E-3	1.8755E-3	3.2877E-3	2.2803E-3	2.3969E-3	2.4029E-3	24.425	906.992	4295.564	52.058	68.664	18.058	82.442	46.496	83.242	32.398	15.152
54000000	7.686	16.130	0.2202	1.2761	0.4280	2.1440	0.3500	0.2365	0.1947	0.2188	0.3745	0.1916	0.1850	0.2489	2.127E-3	1.4374E-3	2.7307E-3	1.9155E-3	3.0666E-3	2.6651E-3	2.5741E-3	2.5756E-3	158.164	922.983	4394.777	52.495	67.726	18.614	82.263	50.416	83.376	31.235	14.489
55000000	8.615	15.983	0.2349	1.3348	0.4049	2.1902	0.3559	0.2519	0.1844	0.2078	0.3691	0.1925	0.1870	0.2514	2.2095E-3	1.4703E-3	3.7934E-3	1.8246E-3	3.1966E-3	2.4511E-3	2.4982E-3	2.4963E-3	92.498	902.606	4316.414	51.875	66.617	17.993	83.287	49.969	83.378	31.168	14.834
56000000	8.619	16.705	0.2149	1.2164	0.3902	2.2196	0.3645	0.2323	0.1870	0.2162	0.3802	0.1915	0.1775	0.2508	2.1047E-3	1.5277E-3	2.8702E-3	1.8889E-3	3.0862E-3	2.5939E-3	2.602E-3	2.3944E-3	31.768	912.915	4332.120	51.267	68.038	18.074	81.689	49.194	82.934	31.651	15.077
57000000	7.677	16.835	0.2127	1.2375	0.3820	2.2360	0.3638	0.2445	0.1812	0.2105	0.3791	0.1996	0.1841	0.2372	2.2375E-3	1.364E-3	2.4874E-3	1.8585E-3	3.1673E-3	2.4323E-3	2.404E-3	2.4097E-3	86.720	928.325	4339.455	52.515	69.119	17.852	82.719	48.769	83.873	31.829	14.598
58000000	9.134	16.274	0.2175	1.2099	0.4086	2.1828	0.3439	0.2568	0.1843	0.2150	0.3872	0.1943	0.1836	0.2349	2.1276E-3	1.441E-3	2.614E-3	1.8257E-3	3.2597E-3	2.3589E-3	2.1007E-3	2.5324E-3	78.337	860.380	4254.018	50.531	66.846	18.033	82.662	49.405	83.270	32.311	14.568
59000000	8.309	16.744	0.2228	1.3487	0.3767	2.2465	0.3667	0.2324	0.1888	0.2121	0.3809	0.1880	0.1780	0.2532	2.1567E-3	1.5473E-3	2.9543E-3	1.7271E-3	2.9357E-3	2.5504E-3	2.3672E-3	2.6985E-3	20.876	973.641	4452.510	51.764	65.436	17.502	82.744	50.972	82.505	30.715	13.992
60000000	8.771	16.702	0.2233	1.2724	0.4179	2.1641	0.3651	0.2414	0.1780	0.2155	0.3693	0.1997	0.1789	0.2521	2.0971E-3	1.5635E-3	2.8492E-3	1.8599E-3	2.9751E-3	2.3845E-3	2.1636E-3	2.6097E-3	39.610	998.672	4529.162	50.960	66.948	17.787	81.607	51.368	83.425	31.841	14.388
61000000	8.410	16.291	0.2254	1.2946	0.4088	2.1825	0.3499	0.2417	0.1857	0.2227	0.3783	0.1945	0.1824	0.2447	2.1193E-3	1.4335E-3	3.2203E-3	1.8429E-3	2.9723E-3	2.4812E-3	2.4171E-3	2.2726E-3	11.314	1001.458	4530.763	50.509	69.187	17.491	81.313	49.523	83.869	31.233	14.237
62000000	8.134	16.638	0.2110	1.2677	0.4084	2.1831	0.3373	0.2441	0.1871	0.2316	0.3742	0.1956	0.1805	0.2497	2.0764E-3	1.3091E-3	3.3707E-3	1.7459E-3	3.1795E-3	2.3076E-3	2.4993E-3	2.7107E-3	31.994	1135.727	4895.563	52.844	71.379	17.592	83.658	49.756	83.847	31.519	15.100
63000000	7.595	16.309	0.2395	1.1750	0.4027	2.1945	0.3488	0.2392	0.1896	0.2224	0.3749	0.1947	0.1789	0.2515	2.0204E-3	1.2434E-3	2.6944E-3	1.787E-3	2.9347E-3	2.3276E-3	2.2885E-3	2.5618E-3	43.204	821.913	4180.385	51.606	71.595	17.886	82.236	48.694	83.436	32.037	14.469
64000000	7.976	16.504	0.2176	1.2360	0.4103	2.1794	0.3437	0.2512	0.1813	0.2238	0.3824	0.1925	0.1803	0.2448	2.0639E-3	1.5343E-3	2.996E-3	1.7588E-3	2.9782E-3	2.4065E-3	2.1719E-3	2.2692E-3	145.652	1114.681	4733.749	50.587	67.579	17.844	81.640	50.228	83.337	31.841	15.203
65000000	8.162	16.982	0.2124	1.1582	0.4120	2.1760	0.3375	0.2545	0.1957	0.2122	0.3685	0.2011	0.1804	0.2501	2.1486E-3	1.406E-3	3.3159E-3	1.8483E-3	3.3776E-3	2.457E-3	2.3164E-3	2.5206E-3	90.337	959.348	4427.923	51.368	68.623	17.848	82.158	46.279	82.905	31.921	14.839
66000000	7.685	15.917	0.2281	1.2387	0.4244	2.1512	0.3649	0.2415	0.1748	0.2189	0.3827	0.1912	0.1796	0.2465	2.3173E-3	1.6388E-3	2.8744E-3	1.8536E-3	2.9936E-3	2.5449E-3	2.4782E-3	2.5923E-3	53.356	937.214	4347.128	52.095	63.832	17.454	83.492	50.384	83.311	31.072	14.803
67000000	7.811	17.289	0.2179	1.1827	0.3934	2.2131	0.3559	0.2425	0.1901	0.2115	0.3767	0.1951	0.1790	0.2492	2.2736E-3	1.3645E-3	2.6255E-3	1.7704E-3	3.0627E-3	2.3841E-3	2.2669E-3	2.576E-3	28.277	909.160	4297.129	51.663	67.956	18.163	84.344	48.497	84.208	31.736	14.397
68000000	8.310	16.094	0.2427	1.2429	0.3891	2.2219	0.3512	0.2534	0.1716	0.2238	0.3813	0.1908	0.1760	0.2518	2.0086E-3	1.4205E-3	3.2568E-3	1.7439E-3	3.089E-3	2.3429E-3	2.1698E-3	2.5749E-3	35.704	933.234	4436.902	51.628	67.163	17.376	83.583	50.716	83.489	31.479	13.909
69000000	8.418	17.837	0.2393	1.3644	0.4066	2.1868	0.3625	0.2410	0.1876	0.2089	0.3713	0.1976	0.1822	0.2488	2.1812E-3	1.6651E-3	2.8065E-3	1.7965E-3	2.9118E-3	2.5333E-3	2.6899E-3	2.902E-3	21.413	861.538	4217.183	50.769	63.118	18.083	83.419	49.553	85.014	31.006	14.301
70000000	8.140	17.428	0.2046	1.2167	0.3892	2.2215	0.3437	0.2456	0.1898	0.2210	0.3774	0.1932	0.1805	0.2489	2.1952E-3	1.6496E-3	2.9088E-3	1.7736E-3	2.9411E-3	2.3238E-3	2.0298E-3	2.3611E-3	123.740	940.276	4351.456	50.839	67.781	17.723	81.973	48.664	83.316	31.294	14.834
71000000	8.464	16.291	0.2357	1.2773	0.4251	2.1498	0.3485	0.2429	0.1881	0.2205	0.3776	0.1893	0.1860	0.2471	2.3044E-3	1.3531E-3	2.7697E-3	1.8706E-3	3.0722E-3	2.6214E-3	2.5182E-3	2.7395E-3	112.378	895.324	4290.225	52.145	71.330	18.351	83.875	48.674	83.663	31.199	15.398
72000000	7.729	15.929	0.2285	1.2124	0.3757	2.2486	0.3425	0.2378	0.1858	0.2338	0.3716	0.1967	0.1817	0.2500	2.0791E-3	1.4179E-3	2.906E-3	1.8582E-3	3.0997E-3	2.2885E-3	2.4121E-3	2.2477E-3	25.393	936.733	4414.868	51.691	67.713	17.624	81.585	50.148	84.371	31.013	14.886
73000000	7.891	17.110	0.1979	1.2980	0.4028	2.1943	0.3460	0.2511	0.1821	0.2207	0.3746	0.2029	0.1792	0.2434	2.1749E-3	1.6177E-3	2.665E-3	1.7705E-3	2.9665E-3	2.4079E-3	2.7424E-3	2.357E-3	89.541	1032.092	4523.854	51.262	69.816	17.930	81.899	50.280	83.399	31.505	14.630
74000000	8.095	16.194	0.2113	1.1736	0.3985	2.2030	0.3501	0.2494	0.1864	0.2141	0.3806	0.1948	0.1764	0.2482	2.2487E-3	1.5049E-3	2.3711E-3	1.893E-3	3.4223E-3	2.5492E-3	2.335E-3	3.0715E-3	226.472	885.645	4247.312	51.750	69.325	19.450	83.331	49.087	83.502	31.605	14.080
