state	cp12.kappa	cp3.kappa	cp12.alpha	cp3.alpha	cp12.mu	cp3.mu	cp12.frequencies1	cp12.frequencies2	cp12.frequencies3	cp12.frequencies4	cp3.frequencies1	cp3.frequencies2	cp3.frequencies3	cp3.frequencies4	avian.rate	equine.rate	galliform1.rate	human1.rate	shorebird1.rate	swine1.rate	swine2.rate	swine3.rate	skygrid.precision	rootHeight	treeLength	tmrca(equine1)	tmrca(equine2)	tmrca(galliform1)	tmrca(human1)	tmrca(shorebird1)	tmrca(swine1)	tmrca(swine2)	tmrca(swine3)
11000000	8.552	16.060	0.2292	1.2554	0.4090	2.1819	0.3557	0.2386	0.1765	0.2292	0.3781	0.1909	0.1863	0.2446	2.3139E-3	1.702E-3	3.532E-3	1.8497E-3	3.1677E-3	2.599E-3	2.8226E-3	2.7579E-3	27.765	890.131	4210.222	50.397	64.197	17.864	84.042	48.379	83.713	30.958	14.302
12000000	8.106	16.286	0.2294	1.1694	0.3945	2.2110	0.3477	0.2490	0.1913	0.2119	0.3759	0.1978	0.1802	0.2461	2.1857E-3	1.5182E-3	2.6883E-3	1.7368E-3	2.9369E-3	2.5339E-3	2.384E-3	2.4839E-3	199.353	944.988	4379.264	50.989	68.860	17.926	81.900	47.954	82.913	31.503	14.281
13000000	7.763	15.972	0.2181	1.2003	0.4010	2.1980	0.3438	0.2265	0.1933	0.2364	0.3696	0.1972	0.1785	0.2547	2.0807E-3	1.4652E-3	2.9952E-3	1.7402E-3	2.8523E-3	2.0867E-3	2.0577E-3	2.4538E-3	50.653	878.266	4279.753	50.168	63.614	17.480	83.729	47.988	85.136	31.681	15.240
14000000	8.145	16.722	0.2200	1.2050	0.4024	2.1952	0.3510	0.2575	0.1851	0.2064	0.3810	0.1972	0.1789	0.2429	2.1672E-3	1.5124E-3	3.0313E-3	1.8764E-3	2.6972E-3	2.4167E-3	2.5502E-3	2.316E-3	96.552	957.838	4455.366	53.090	67.562	17.517	82.833	48.800	83.719	31.026	15.395
15000000	7.383	16.500	0.2387	1.2429	0.3820	2.2359	0.3442	0.2376	0.1932	0.2251	0.3729	0.1912	0.1826	0.2532	2.1424E-3	1.4943E-3	2.9639E-3	1.7302E-3	3.0421E-3	2.6119E-3	2.3757E-3	2.5954E-3	48.581	939.802	4379.815	52.495	67.474	17.303	82.511	47.893	82.909	31.100	14.018
16000000	7.853	16.849	0.2253	1.2309	0.3833	2.2334	0.3501	0.2518	0.1721	0.2260	0.3725	0.2023	0.1790	0.2462	2.2275E-3	1.4803E-3	2.8969E-3	1.9283E-3	3.106E-3	2.3632E-3	2.4909E-3	2.2363E-3	24.120	1036.940	4551.944	53.226	65.115	18.063	81.789	48.390	83.006	32.254	15.492
17000000	8.632	16.937	0.2046	1.1013	0.4051	2.1899	0.3514	0.2372	0.1923	0.2191	0.3831	0.1865	0.1832	0.2472	2.0658E-3	1.4448E-3	2.8461E-3	1.617E-3	2.9306E-3	2.2914E-3	2.422E-3	2.4018E-3	323.726	963.058	4416.639	49.983	68.272	17.569	83.647	49.584	83.131	32.180	15.045
18000000	9.124	16.189	0.2202	1.1163	0.4016	2.1968	0.3618	0.2525	0.1750	0.2108	0.3809	0.1920	0.1857	0.2414	2.1784E-3	1.4125E-3	3.1874E-3	1.8315E-3	3.0745E-3	2.374E-3	2.5029E-3	2.612E-3	309.488	1049.236	4594.095	51.710	69.938	17.618	82.557	48.742	82.868	31.369	14.146
19000000	8.306	16.300	0.2139	1.1976	0.4191	2.1617	0.3511	0.2437	0.1850	0.2202	0.3775	0.1974	0.1781	0.2470	2.1609E-3	1.3652E-3	2.7239E-3	1.8449E-3	2.9486E-3	2.6684E-3	2.0801E-3	2.4875E-3	57.127	1019.941	4524.424	51.097	69.488	17.591	82.721	48.506	83.166	31.915	14.814
20000000	7.887	17.452	0.2225	1.2787	0.3676	2.2649	0.3417	0.2484	0.1891	0.2208	0.3723	0.1959	0.1810	0.2509	2.0948E-3	1.4543E-3	3.0712E-3	1.8022E-3	3.1541E-3	2.4283E-3	2.3641E-3	2.6034E-3	56.482	904.375	4296.946	52.749	64.077	17.230	80.937	49.114	84.003	30.986	14.124
21000000	8.205	16.398	0.2266	1.1802	0.3788	2.2423	0.3418	0.2432	0.1893	0.2257	0.3686	0.1967	0.1765	0.2582	2.1986E-3	1.6324E-3	2.8033E-3	1.7296E-3	2.9708E-3	2.2992E-3	2.5497E-3	2.2243E-3	23.771	781.271	3992.774	51.128	67.101	17.827	81.689	46.207	83.955	30.981	14.686
22000000	8.377	16.070	0.2315	1.1363	0.4265	2.1471	0.3475	0.2556	0.1789	0.2180	0.3748	0.1972	0.1853	0.2427	2.1977E-3	1.5284E-3	3.5688E-3	1.8801E-3	3.2697E-3	2.4731E-3	2.4983E-3	2.1927E-3	121.387	996.459	4440.307	52.923	64.332	17.707	81.784	47.242	84.181	31.600	14.698
23000000	7.771	16.146	0.2311	1.2297	0.3910	2.2179	0.3463	0.2387	0.1918	0.2232	0.3747	0.1995	0.1806	0.2452	2.1612E-3	1.4328E-3	2.8203E-3	1.9152E-3	3.2535E-3	2.6426E-3	2.4066E-3	2.6944E-3	60.434	936.986	4357.469	51.501	69.394	18.029	82.734	50.433	83.731	31.340	14.409
24000000	7.759	16.713	0.2251	1.3061	0.3900	2.2199	0.3400	0.2358	0.1959	0.2283	0.3838	0.1960	0.1777	0.2425	2.1591E-3	1.4847E-3	3.3006E-3	1.7663E-3	2.9425E-3	2.3765E-3	2.1107E-3	2.4405E-3	18.441	931.780	4364.445	52.004	67.644	17.496	83.072	49.470	83.227	31.328	14.342
25000000	8.386	17.283	0.2301	1.2647	0.3797	2.2407	0.3583	0.2565	0.1706	0.2146	0.3701	0.1946	0.1835	0.2519	2.0664E-3	1.4241E-3	2.5205E-3	1.8354E-3	2.6629E-3	2.3038E-3	2.5853E-3	2.3697E-3	57.293	936.291	4441.594	51.892	68.738	17.595	83.605	50.414	83.385	30.625	14.701
26000000	7.934	16.107	0.2336	1.1517	0.3771	2.2458	0.3608	0.2411	0.1806	0.2175	0.3750	0.1887	0.1821	0.2542	2.1807E-3	1.3922E-3	3.5019E-3	1.7969E-3	3.2136E-3	2.4427E-3	2.283E-3	2.1489E-3	377.023	1034.673	4577.050	52.060	68.391	17.702	82.858	49.917	84.665	31.801	14.867
27000000	8.072	17.023	0.2274	1.2386	0.3917	2.2166	0.3479	0.2373	0.1996	0.2152	0.3737	0.1949	0.1851	0.2464	2.1486E-3	1.5875E-3	2.9576E-3	1.9349E-3	3.2706E-3	2.4391E-3	2.2447E-3	2.4436E-3	45.881	951.140	4332.238	51.331	65.193	18.012	83.969	49.364	83.916	31.093	14.449
28000000	8.359	16.499	0.2282	1.3037	0.4105	2.1791	0.3589	0.2422	0.1883	0.2107	0.3818	0.1989	0.1760	0.2433	2.1638E-3	1.6052E-3	3.083E-3	1.7986E-3	3.1059E-3	2.5507E-3	2.5547E-3	1.8009E-3	51.747	833.837	4159.720	51.556	66.415	18.099	82.531	48.392	83.253	31.559	15.858
29000000	7.883	16.113	0.2204	1.2827	0.3946	2.2108	0.3525	0.2314	0.1882	0.2279	0.3692	0.1955	0.1821	0.2533	2.1372E-3	1.5519E-3	2.9508E-3	1.7842E-3	3.1881E-3	2.4416E-3	2.3314E-3	2.374E-3	74.279	926.039	4352.836	50.451	65.810	18.386	82.677	49.459	83.239	31.101	14.986
30000000	8.786	17.105	0.2087	1.2067	0.3909	2.2183	0.3475	0.2520	0.1859	0.2146	0.3726	0.1953	0.1776	0.2544	2.2755E-3	1.583E-3	2.8363E-3	1.7662E-3	2.8718E-3	2.3751E-3	2.25E-3	2.4669E-3	102.095	885.322	4198.463	51.009	64.567	18.052	83.552	49.872	84.063	31.333	14.664
31000000	7.650	17.198	0.2130	1.2527	0.3783	2.2433	0.3515	0.2538	0.1772	0.2176	0.3771	0.1948	0.1782	0.2499	2.2071E-3	1.5644E-3	3.398E-3	1.9222E-3	3.3151E-3	2.5294E-3	2.4525E-3	2.8065E-3	78.814	909.659	4312.219	51.717	66.398	17.449	84.293	48.865	83.394	31.045	14.094
32000000	8.906	16.364	0.2277	1.2623	0.3911	2.2177	0.3676	0.2379	0.1867	0.2078	0.3785	0.1933	0.1776	0.2506	2.2326E-3	1.4161E-3	2.5014E-3	1.9932E-3	3.1171E-3	2.6016E-3	2.3833E-3	2.4851E-3	186.157	879.223	4221.579	52.678	68.846	18.171	82.143	48.878	83.540	31.405	14.886
33000000	7.642	16.301	0.2134	1.2687	0.3829	2.2342	0.3430	0.2558	0.1835	0.2177	0.3711	0.2025	0.1786	0.2477	2.1559E-3	1.5577E-3	2.873E-3	1.7302E-3	3.313E-3	2.5298E-3	2.4356E-3	2.4144E-3	68.229	1030.413	4545.379	51.587	68.217	17.497	82.154	47.181	82.998	31.931	13.912
34000000	8.798	16.942	0.2189	1.2281	0.3773	2.2454	0.3562	0.2426	0.1809	0.2203	0.3778	0.1940	0.1853	0.2429	2.2979E-3	1.5097E-3	3.0487E-3	1.9E-3	3.008E-3	2.6578E-3	2.4533E-3	2.8077E-3	22.683	985.310	4436.667	50.707	65.413	17.797	82.131	48.838	82.777	31.457	14.708
35000000	8.663	16.588	0.2280	1.3611	0.3939	2.2123	0.3430	0.2385	0.2035	0.2151	0.3722	0.1930	0.1832	0.2516	2.211E-3	1.4557E-3	3.3838E-3	1.9308E-3	3.0798E-3	2.3677E-3	2.566E-3	2.6883E-3	264.367	926.135	4360.910	51.611	67.804	17.732	81.893	49.240	83.533	31.220	14.833
36000000	8.352	16.264	0.2350	1.2762	0.3875	2.2251	0.3452	0.2584	0.1737	0.2227	0.3793	0.1899	0.1842	0.2466	2.1819E-3	1.6316E-3	3.2856E-3	1.7044E-3	3.0755E-3	2.4446E-3	2.2608E-3	2.4185E-3	233.298	973.383	4452.197	50.244	63.735	17.757	84.925	49.394	84.033	31.034	14.064
37000000	8.029	16.486	0.2242	1.1300	0.3984	2.2032	0.3483	0.2606	0.1816	0.2095	0.3786	0.1896	0.1859	0.2459	2.1055E-3	1.4942E-3	2.9019E-3	1.8424E-3	3.0658E-3	2.374E-3	2.2552E-3	2.8548E-3	70.462	893.920	4315.587	52.153	65.992	17.983	82.508	49.454	83.583	31.310	14.434
38000000	8.640	15.631	0.2134	1.1493	0.4202	2.1597	0.3668	0.2422	0.1747	0.2163	0.3796	0.1906	0.1838	0.2460	2.1643E-3	1.5378E-3	2.9967E-3	1.8625E-3	3.2605E-3	2.3108E-3	2.1523E-3	2.1966E-3	169.314	953.965	4368.455	51.252	64.978	17.577	83.278	49.687	82.929	30.705	14.727
39000000	8.204	15.685	0.2247	1.2018	0.3895	2.2210	0.3746	0.2476	0.1710	0.2067	0.3725	0.1983	0.1844	0.2447	2.1464E-3	1.6676E-3	2.9015E-3	1.7361E-3	3.0424E-3	2.4727E-3	2.4457E-3	2.4419E-3	82.608	1043.317	4568.252	51.183	63.215	17.924	83.814	49.655	83.182	31.172	14.900
40000000	8.485	16.230	0.2154	1.3182	0.3718	2.2563	0.3633	0.2474	0.1766	0.2127	0.3664	0.2007	0.1796	0.2533	2.1426E-3	1.7218E-3	2.9481E-3	1.8269E-3	3.3884E-3	2.6402E-3	2.2792E-3	2.7419E-3	121.537	901.201	4330.766	50.357	66.315	17.584	83.367	49.098	83.857	31.625	14.984
41000000	7.861	16.817	0.2107	1.1849	0.4343	2.1314	0.3606	0.2343	0.1871	0.2180	0.3736	0.1965	0.1799	0.2500	2.1637E-3	1.6564E-3	3.5308E-3	1.9393E-3	3.1878E-3	2.5901E-3	2.7333E-3	2.735E-3	130.140	928.505	4345.579	50.335	66.923	17.681	81.509	48.664	82.931	30.354	14.408
42000000	7.723	15.472	0.2303	1.3180	0.3919	2.2163	0.3492	0.2496	0.1776	0.2236	0.3787	0.1877	0.1880	0.2455	2.092E-3	1.4296E-3	2.7305E-3	1.85E-3	3.2514E-3	2.4899E-3	2.4602E-3	2.4975E-3	70.446	869.888	4208.734	53.483	68.586	18.125	83.038	48.333	82.697	31.166	14.435
43000000	8.387	16.362	0.2246	1.1736	0.4146	2.1708	0.3687	0.2395	0.1731	0.2186	0.3844	0.1893	0.1839	0.2424	2.1114E-3	1.3558E-3	2.5583E-3	1.7991E-3	3.0789E-3	2.2505E-3	2.2658E-3	2.348E-3	36.911	811.225	4142.876	52.918	69.051	17.389	82.144	50.941	84.313	31.378	14.801
44000000	8.555	17.565	0.2382	1.1160	0.4225	2.1550	0.3431	0.2396	0.2049	0.2124	0.3789	0.2016	0.1792	0.2403	2.1019E-3	1.4153E-3	2.8887E-3	1.7508E-3	3.1652E-3	2.6052E-3	2.4314E-3	2.2466E-3	141.518	991.030	4547.410	52.531	64.332	17.803	82.570	48.638	83.617	31.326	15.683
45000000	9.630	16.749	0.2221	1.1581	0.3984	2.2032	0.3631	0.2338	0.1849	0.2182	0.3792	0.1974	0.1815	0.2419	2.1364E-3	1.4781E-3	3.3242E-3	1.8461E-3	3.0844E-3	2.3015E-3	2.4632E-3	2.7137E-3	12.313	1202.421	4879.865	51.202	64.578	18.236	81.944	48.680	84.578	31.688	13.947
46000000	8.174	16.881	0.2147	1.2828	0.4139	2.1722	0.3705	0.2352	0.1857	0.2087	0.3796	0.1893	0.1874	0.2437	2.1475E-3	1.593E-3	2.5611E-3	1.8073E-3	2.9481E-3	2.3806E-3	2.6699E-3	2.976E-3	137.628	964.535	4392.781	51.068	64.327	18.315	81.602	49.822	84.465	31.124	13.953
47000000	8.303	16.518	0.2303	1.1768	0.4269	2.1462	0.3586	0.2371	0.1850	0.2192	0.3765	0.1918	0.1787	0.2530	2.1942E-3	1.2978E-3	3.0089E-3	1.8633E-3	3.0392E-3	2.4898E-3	2.2188E-3	2.2643E-3	129.746	850.555	4195.174	52.247	67.853	17.851	83.343	49.197	82.641	31.347	14.983
48000000	7.888	16.456	0.2247	1.2360	0.3744	2.2513	0.3485	0.2462	0.1893	0.2160	0.3868	0.1930	0.1833	0.2370	2.1927E-3	1.6264E-3	2.9051E-3	1.7129E-3	2.8652E-3	2.4704E-3	2.1983E-3	2.7312E-3	70.483	922.416	4344.450	51.576	64.851	17.807	82.597	49.908	83.302	31.988	14.119
49000000	7.903	17.126	0.2200	1.2020	0.4083	2.1835	0.3478	0.2341	0.1913	0.2268	0.3920	0.1855	0.1751	0.2474	2.1284E-3	1.6422E-3	2.9437E-3	1.8402E-3	2.7974E-3	2.484E-3	2.3746E-3	2.4954E-3	44.293	996.195	4509.663	50.692	66.709	17.765	82.123	49.594	83.919	31.013	14.558
50000000	7.966	16.927	0.2133	1.2461	0.4163	2.1675	0.3653	0.2401	0.1874	0.2072	0.3797	0.1890	0.1797	0.2516	2.2273E-3	1.5553E-3	2.8158E-3	1.7537E-3	2.9861E-3	2.428E-3	2.6089E-3	2.2538E-3	114.557	877.566	4204.851	51.468	67.044	17.963	82.833	48.866	82.851	30.920	15.020
51000000	8.525	16.964	0.2063	1.1352	0.3942	2.2117	0.3362	0.2560	0.1869	0.2209	0.3880	0.1970	0.1759	0.2391	2.0952E-3	1.4459E-3	2.2591E-3	1.8023E-3	3.0154E-3	2.3058E-3	2.0448E-3	2.3674E-3	324.790	1017.880	4550.794	52.117	69.158	18.391	83.666	49.940	84.114	32.072	15.020
52000000	8.637	16.722	0.2130	1.1808	0.4179	2.1641	0.3446	0.2535	0.1928	0.2091	0.3745	0.1923	0.1860	0.2473	2.1149E-3	1.5159E-3	2.8569E-3	1.7801E-3	3.0133E-3	2.359E-3	2.1784E-3	2.7943E-3	46.264	961.845	4430.213	51.744	66.031	17.661	82.231	50.384	83.693	31.608	14.207
53000000	8.248	17.066	0.2044	1.2806	0.3966	2.2068	0.3615	0.2565	0.1632	0.2188	0.3755	0.1962	0.1863	0.2420	2.2217E-3	1.5639E-3	2.5318E-3	1.861E-3	3.0294E-3	2.3821E-3	2.2853E-3	2.3886E-3	198.249	1161.513	4836.091	50.961	66.795	17.828	81.488	49.003	83.992	31.966	14.619
54000000	9.784	16.383	0.2187	1.1651	0.4068	2.1864	0.3408	0.2562	0.1772	0.2257	0.3776	0.1974	0.1828	0.2422	2.0159E-3	1.624E-3	3.19E-3	1.7456E-3	2.8419E-3	2.3693E-3	2.495E-3	2.5463E-3	45.805	1013.777	4584.916	51.721	67.009	17.605	83.847	48.740	83.740	31.484	14.803
55000000	8.120	16.432	0.2250	1.3253	0.3884	2.2231	0.3480	0.2493	0.1816	0.2211	0.3694	0.1940	0.1792	0.2575	2.2203E-3	1.5462E-3	2.7142E-3	1.7216E-3	2.9311E-3	2.5655E-3	2.2881E-3	2.4009E-3	29.580	922.381	4359.829	52.149	66.295	18.068	83.142	50.602	84.208	31.688	14.547
56000000	8.157	16.853	0.2128	1.2832	0.4017	2.1966	0.3571	0.2304	0.2011	0.2114	0.3774	0.1998	0.1786	0.2442	2.2196E-3	1.5406E-3	2.9578E-3	1.7746E-3	3.2689E-3	2.5673E-3	2.5785E-3	2.3091E-3	124.132	1036.500	4513.645	51.718	67.611	17.832	82.175	49.459	83.175	31.252	15.157
57000000	7.844	17.040	0.2262	1.2375	0.4103	2.1793	0.3622	0.2496	0.1838	0.2043	0.3739	0.1959	0.1878	0.2424	2.2766E-3	1.5273E-3	2.8521E-3	1.9382E-3	3.0358E-3	2.5719E-3	2.334E-3	2.5015E-3	24.974	692.594	3879.024	51.416	65.890	18.198	81.769	49.379	84.520	31.782	15.521
58000000	8.305	16.073	0.2185	1.2220	0.4162	2.1675	0.3575	0.2515	0.1911	0.1998	0.3759	0.1948	0.1796	0.2498	2.2221E-3	1.4596E-3	2.851E-3	1.7864E-3	3.2248E-3	2.4924E-3	2.5434E-3	2.7461E-3	1353.566	870.881	4221.847	51.976	65.755	17.693	83.844	47.671	83.720	30.960	14.129
59000000	8.285	16.540	0.2257	1.2906	0.4078	2.1845	0.3550	0.2368	0.1812	0.2270	0.3802	0.1909	0.1832	0.2458	2.2036E-3	1.5735E-3	3.3173E-3	1.7757E-3	3.1073E-3	2.4482E-3	2.3518E-3	2.279E-3	903.535	1049.389	4620.313	52.368	68.483	17.886	82.895	47.462	83.433	30.820	15.063
60000000	8.743	16.547	0.2146	1.2046	0.3884	2.2231	0.3591	0.2549	0.1772	0.2087	0.3705	0.1930	0.1862	0.2503	2.2335E-3	1.6115E-3	3.018E-3	1.8128E-3	3.2506E-3	2.5355E-3	2.2127E-3	2.3641E-3	71.149	903.811	4279.787	51.055	66.775	18.035	83.544	48.804	83.023	31.055	14.339
61000000	8.176	16.318	0.2205	1.2234	0.4123	2.1753	0.3392	0.2399	0.1954	0.2255	0.3762	0.1949	0.1797	0.2492	2.1147E-3	1.4683E-3	2.4337E-3	1.8222E-3	2.9468E-3	2.3677E-3	2.2636E-3	2.2027E-3	119.649	1108.446	4726.473	51.717	68.326	17.792	81.336	48.334	83.129	31.662	14.986
62000000	8.327	16.419	0.2431	1.2285	0.3891	2.2218	0.3575	0.2412	0.1857	0.2157	0.3739	0.2003	0.1810	0.2449	2.1056E-3	1.4623E-3	3.2843E-3	1.7509E-3	2.9128E-3	2.5509E-3	2.3549E-3	2.6688E-3	125.713	899.876	4283.930	51.225	65.211	17.794	84.552	48.395	82.918	31.036	14.168
63000000	9.181	16.596	0.2239	1.2367	0.3954	2.2092	0.3593	0.2518	0.1838	0.2051	0.3704	0.1935	0.1893	0.2469	2.1587E-3	1.5992E-3	2.5134E-3	1.8628E-3	3.245E-3	2.6361E-3	2.2959E-3	2.4149E-3	42.172	1054.350	4600.380	52.069	66.463	18.237	82.105	48.095	83.081	31.906	14.488
64000000	7.738	16.229	0.2057	1.2288	0.4013	2.1974	0.3636	0.2443	0.1776	0.2145	0.3773	0.1933	0.1783	0.2511	2.0334E-3	1.2327E-3	2.6146E-3	1.609E-3	2.9658E-3	2.2911E-3	2.2126E-3	2.6152E-3	84.539	967.174	4536.126	54.998	68.997	18.284	83.507	51.396	83.322	31.369	14.719
65000000	8.014	17.081	0.2315	1.3056	0.3869	2.2262	0.3435	0.2451	0.1912	0.2203	0.3817	0.1885	0.1816	0.2482	2.2142E-3	1.6389E-3	3.1934E-3	1.8145E-3	3.2612E-3	2.7313E-3	2.5794E-3	2.6072E-3	41.418	761.785	3987.772	51.378	64.035	17.994	83.268	47.542	83.506	31.099	14.409
66000000	8.050	16.982	0.2179	1.2473	0.4037	2.1925	0.3456	0.2480	0.1917	0.2147	0.3778	0.1974	0.1789	0.2459	2.1297E-3	1.4073E-3	2.5246E-3	1.7468E-3	2.9286E-3	2.5141E-3	2.1648E-3	2.5663E-3	365.562	881.176	4260.774	51.730	64.090	18.196	82.503	50.356	82.428	30.991	15.006
67000000	7.472	15.944	0.2368	1.2206	0.3728	2.2543	0.3403	0.2521	0.1772	0.2304	0.3774	0.1950	0.1820	0.2456	2.2042E-3	1.4934E-3	2.3722E-3	1.8246E-3	3.1535E-3	2.7187E-3	2.4594E-3	2.422E-3	23.571	862.889	4188.472	51.870	67.473	17.767	83.287	49.028	83.378	31.638	14.528
68000000	7.771	16.983	0.2017	1.2303	0.3864	2.2271	0.3696	0.2268	0.1874	0.2162	0.3711	0.1950	0.1821	0.2518	2.2064E-3	1.488E-3	2.5188E-3	1.8074E-3	3.1005E-3	2.4865E-3	2.3243E-3	2.4155E-3	84.522	1136.380	4785.279	50.658	65.790	18.071	83.592	48.508	83.401	31.662	14.583
69000000	7.728	17.349	0.2197	1.2399	0.3928	2.2144	0.3604	0.2231	0.1892	0.2274	0.3823	0.1949	0.1773	0.2455	2.0889E-3	1.7436E-3	2.5536E-3	1.7659E-3	2.8815E-3	2.4324E-3	2.5984E-3	2.1754E-3	36.658	925.470	4342.022	49.950	66.623	17.625	82.183	48.611	83.081	31.241	14.686
70000000	8.236	16.321	0.2202	1.2586	0.3914	2.2172	0.3590	0.2479	0.1774	0.2157	0.3725	0.1906	0.1790	0.2579	2.1822E-3	1.513E-3	3.2286E-3	1.8738E-3	2.9699E-3	2.4635E-3	2.3507E-3	2.8107E-3	159.381	890.698	4287.215	50.809	67.471	17.757	83.683	48.825	83.624	30.449	14.217
71000000	8.608	16.896	0.2219	1.1987	0.3837	2.2326	0.3429	0.2503	0.1885	0.2182	0.3828	0.1956	0.1730	0.2487	2.0795E-3	1.4925E-3	2.6435E-3	1.8335E-3	3.1475E-3	2.4764E-3	2.1107E-3	2.4325E-3	11.187	860.123	4240.825	50.975	65.090	18.009	81.729	48.388	83.411	31.726	14.245
72000000	9.049	16.762	0.2368	1.2014	0.4054	2.1892	0.3552	0.2410	0.1871	0.2168	0.3765	0.1985	0.1821	0.2429	2.0783E-3	1.4261E-3	3.2694E-3	1.7511E-3	3.2129E-3	2.3346E-3	2.0801E-3	2.0403E-3	238.971	821.621	4195.004	50.783	66.076	17.800	82.433	48.756	83.445	31.904	15.410
73000000	7.441	16.076	0.2308	1.3376	0.4254	2.1491	0.3446	0.2524	0.1983	0.2047	0.3704	0.1958	0.1849	0.2489	2.2543E-3	1.5355E-3	3.0775E-3	1.8404E-3	3.1282E-3	2.6359E-3	2.2443E-3	2.9219E-3	133.243	1059.185	4654.896	51.539	68.533	18.166	83.801	49.024	84.409	31.359	14.146
74000000	7.977	16.631	0.2164	1.2712	0.4312	2.1376	0.3439	0.2363	0.1929	0.2269	0.3804	0.1925	0.1806	0.2465	2.2234E-3	1.582E-3	3.2524E-3	1.7276E-3	2.987E-3	2.2933E-3	2.5622E-3	2.6993E-3	49.377	945.651	4389.584	51.060	66.481	17.545	82.453	48.196	84.260	30.322	13.968
